,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.221187201267121,0,0,0,0,0,0,0.214056741707965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189446221436617,0,0,-0.217332504810965,0,0,0,0,0,0,0,0,0,0,0.242643820230083,0,0.00884285328215266,0,0,0,0,0,-0.105014957078036,0.167113242654905,0,-0.0800705817911955,-6.93889390390723e-18,-0.0956281851026113
X002142.CH.EQUITY,0.243090559127401,0,0,0,0,0.0106015283718082,0.0747668193816973,0,0,0,0,0.017745341381222,0,0.0437551037644807,0.0997292779594165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115358886626715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0103226781590649,0,0,0,6.93889390390723e-18,0.221592479914781,0,0,0,2.16840434497101e-19,0.421119849108373,0.0530204677893475,0,0,-1.6940658945086e-21,0,0,0,0.000304285011470911,0,0,0,0,0,0,0,0,0,0.0851074476316085,0,0,0,0,0,0.0451050534869696,0,0,0,0.0416411040699294,0,0,0,0,0,0,0,0,0,0,-0.0717215272541353,0.126157248968889
X600015.CH.EQUITY,0,0,0,0,-1.38777878078145e-17,0,0,0.287572121654787,0.0408099237702029,0,0,-6.93889390390723e-18,0.352906978173564,0.00817036722581936,0,0,0.0289631660180378,0,0.201579423505127,0,0,0,0,0,0,0,0,0,0,0,0.163954237671211,-6.93889390390723e-18,0,0,0.0250770430157451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0393574818327275,0,0.409105069566333,0,0,0,0,0.106823071264135,0,0.0449451649192421,0.0800110108482738,0,0,0.174801398761836,0,0,0,0,0.0860154896435294,0,0,0,0,0,0,0,0,0,0.093000385649353,0.0603973468650908,0,0,0,0,0,0,0,0.081854358111512,0,0,0,0,0.0300603566932305,0,0,0,0,0,-0.0543036515415871,0
X600036.CH.EQUITY,0.182131150961964,0.307242284385122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368755270336707,0.0135330271515724,0,0,0,0,0.203696825927863,0,0.01753969667891,0,0,0.171683485161932,0,0,0.0519220105558034,0,0,0,0.015462903115308,0,0,-0.0720267778059058,0,0,0,0,0.222107229113393,0,4.33680868994202e-19,0,0,0,0.119486110819044,0
X601166.CH.EQUITY,0,0.319931158227601,0,0,0,0,0,-0.212593377581391,0,0,0,0,0,0,0.372830642950106,0,0,0,0,0,0,0,0,-0.0123164652805283,0.0910838059967868,0,0,0,0.0563679275491888,0.0927558947020383,0.243533672655125,0.136685169424073,0.0148173394828983,0,0,0,0,0,0.0895075292720944,0,0,0,0,0,0,0,0,0,0,0.297528654212733,0
X601169.CH.EQUITY,0,0,0.111329659779326,0.439160984455686,0,0,0,0,0,0,0.272221936875058,0,0.0436929822172328,0,0.037946307236305,0,0,0,0.146466710710366,0,0,0,0,0,-0.0356108709455604,0,0,0,0,0,0.0559775241694038,0,0,0,0,0,-0.07575434330278,0,0,0,0,0,0,0.0408784573197582,0,0,0.141469373541451,0,0,0,0
X601229.CH.EQUITY,0.0531565927409019,0,0,0,0,0,0,0,0,0.0474785636281919,0,0,0,0.426690235905787,0,0,0,0,0,0,0.461914562535532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297577457426974,0,0,0,0,0,0,0,0,0,-0.155589444233828,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.202507865335497,0.103732054130427,0,0,0.42801425426484,0,0.102810516232361,0,0,0,0,0.0523898817824232,0,0.108423140608634,0,0.0647917130177541,0,0.0551849095699258,0,0,0,0.0132516146931864,0,0.0563388722852128,0,0,0,0,0,0,-0.0475236389086004,0,0,0,0,0,0,0,0,0.0397484402967313,0,0,0,0
X601328.CH.EQUITY,0,0,0.153414581955398,0,0.1776728581056,0,0,0.0766831269997406,0,0,0,0,0,0.0358940963299259,0.288466842147938,0.148753873800244,0,0,0.0753039608176291,0,0,0.117867370463769,0,0,0,0,0,0.026305195797402,0.0184743622491535,0,0,0.00520851803098087,0,0,0,0,0,0,0,0.0101080041704069,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.160863019391552,0.0517393740189211,0,0.149841422086063,0.295638727450416,0.236717310261436,0,0.0550984246831744,0,0,0,0,0,0,0,0,0,0.0193509428223983,0,0,0.0587618165892572,0,-0.0593414775153718,-0.138593560874508,0,-0.0627741791247691,0,0,0,0,0,-0.131762911753788,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.116438872830584,0,0,0.215190706006211,0,0,0,0,0,0,0,0,0,0,0,0.166217747592913,0,0,0,0,0,0,0,0,0,0,-0.14095354185758,-0.0924519600858128,0,0.270934232063695,0.0244286607930817,0,-0.142525530205249,0,0,-0.078104720425092,0,0,0.0803522472942237,0,0,0,0,0,0,0,0,0,0,-0.0713395452690254,0.0533945397394405
