,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0.0471682363476506,0.0386367269517465,0.349118998505429,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.0654222403484591,0,0,0,0,0.310295635248885,0,0,0,0.0274958151140856,0,0,0,0,0,0,0,0.0539575720735601,0,0,0.000535207023540546,0,0.0868722081913336,0,0,0.0444682032267296,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.270574000087587,0,0,0.188102087961369,0.394608214568475,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0677210171652822,0,0,-0.349453230866393,0,0.121899000720949,0.0624501571450551,0,0,0.0478951219341694,0,0,0,0,0,0.153563283430875,0,0,0.223607458531817,0,0.0199801392643507,0,0,0,0,0,0.00567663372298403,0,0,0,0,-0.181134494792257,0,0,-0.0731992371561311,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,-0.0414246019393117,0.202575846179552,0,0,0,0.286683371292374,0,0,0,0,0,0,0,0,0,0,0,0,0.26583617991136,0,0,0,0,0,-0.0220778603632234,0,0,0,0,0,0,0.11426128458491,0,0.744024443419677,0,-0.0963420280639926,0,0,0.046584894483521,0,0,0,0,0,0.0972452062529358
X600016.CH.EQUITY,0,0.062598212498425,0,0,0,0.0965370431291511,0,0,0.0874311571808206,0.118907581659792,0,0.0852376748701311,0,0,0,0,0,0.0692983609778103,0,0,0,0,0,0,0,0.0896919352917859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087066371765749,0,0,0,0,0.000335136190555012,0,0,0,0,0
X600036.CH.EQUITY,0,0.202543870220639,0.131302961656994,0,0,0,0,0.0323755589053962,6.93889390390723e-18,0,0,0,0.380438566438791,0,0,0,0,0.125001271237355,0.0314568839543511,0,0,0,0,0,0,0,0,0,0,0,-0.000824443915408049,-0.00769946450276528,0,0,0,0.012803265770682,0,0.00117744422952245,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0353644632365615,0,0
X601166.CH.EQUITY,0,0,0.0577155209551313,0.0620605758173967,0.124837516419589,0,0.355319694152776,0,0.0033343326239845,0,0,0,0,0.259348316602445,0,0.0443374269465636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745235633905907,-0.00242055413088152,0,0,0,0,0,0,0,0,0,0,0,0,0.0155598332250007,0,0,0.0332874508638345,0,0,0,0.0204137347491499,0
X601169.CH.EQUITY,0,-0.0577074423238336,0,0,0,0.00826085399923287,0,0,0,0,0,0,0,0.766256872674009,0.0897956819325446,0,0,0,0,0,0.0051556472547043,0.0399815620438112,0.0412111016182935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472728152139687,0,0.0259373328009304,0,0,0,0,0,0,0,0,0,0,0,-0.018956558437933
X601229.CH.EQUITY,0,0,0,0,0.0805342452657848,0,0,0,0,0,0.833919491301007,0,0,0,0,0,0,0,0.441336017219073,0,0,0,0,0,0,0,0,0,0.160653443168914,-0.0632416358194171,0,0,0,0,0,0,0,0,-0.126802544801437,0,0,0,-0.166265351569137,-0.112354875877198,0,0,0.123428047988995,-0.207217959532504,0,0,0,0.0605916902065723
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00461652670293303,0,0,0.899439715831101,0,0,0,0,0.0392121280121836,0,0,0,-0.00572257341019618,0.0127532929861067,0,0,0,0,0,0,0,0,0,0,0.176873205960032,0,0,-0.102312951713395,0,0,0.027135144083477,-0.0891881847729155,0,-0.0667456971160256,0,0,0.0510865137557125,-0.0301454307494174,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0290332158321583,0.372930990116942,0.112521331527898,0,0,0.249981191768307,0.0463748701504663,0,0,0,0,0.0205589993883838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
