,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.190500383019182,0.187773254545549,0,0,4.33680868994202e-19,0.0679343864006656,0,0,0,0,0,0,0.162560454544496,0,0,0,0.0456619445999198,0,0,0,0,0,0,0,0,0,0.0676975022035033,0,0,0,0,0,0,0,0.100400306362162,0,0.219526917822419,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.00335459113962358,-0.00117933341234576
X002142.CH.EQUITY,0.235864020517125,0,0,0,0,0.0185349291225752,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363907607088612,0.0193229659406187,0,0.0324131798845403,0,0,0,0,0.0267606775650683,0,0,0,0,0.0231317550861426,0,-0.14013040935328,0.101496496791412,-0.0447099326074806,0.226649985347666
X600000.CH.EQUITY,0,0,0,0.338911584989169,0.389097571286914,0,0,0.0619211957888335,0,0,0.0577877964522068,0,0,0,0,0,0,0,0.0737046813568125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0253484593368949,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.342620057793489,0,0,0.346451219676584,0.00653192472574371,0.107542194191117,0,0,0.0996131507111917,0,0,0,0,0.0197457166632539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013522727858108,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.24750964766147,0,0,0.324515197637762,0,0,0.120208522866832,0.289570903218598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0192687499514702,0,0,0,0,0,0.368941273375272,0,0,0,0,0,0,0,0,0,0,0,0,0.154238181342776,0,0,0,0.0167055009994735,0,0,0,0.108438069008166,0,0,0,0.164654521051429,0,0,0,0,0.0704094274056058,0,0,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.134000231089816,0,0.00383479816972499,0,0,0.172506101660922,0,0.259669446429142,0,0,0,0.0365695414047683,0.37141825962353,0,0,0,0,0,0,0,0,0,0,0,-0.0214918893874091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103998521689759,0,0,0,0,0,0.0157365141528683,-0.0205772407042802,0
X601169.CH.EQUITY,2.16840434497101e-19,0,0.0036214310174043,0.198970781309666,0.0955243963589134,0,0,0,0.223995457900655,0,0,0,0,0,0,0.167163054758702,0,0,0,0,0,0,0.0840186935207558,0,0,0.00700950969864944,0,0,0.0296818834987341,0,0,0,0.0793659382166366,0.0439828932650991,0,0,0,0,0,0.0702613491234259,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.150982450007347,0.23227291742756,0.128297549658479,0.131129719717125,0,0.0558009872144682,0,0,3.46944695195361e-18,0.0419830497218073,0,0.0432100584971439,0,0.139737020662255,0,0.0423662591509343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226781214234313,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.112770388893223,0.3778685963733,0.0137598617743005,0.00484983400566357,0.370942178876874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749287990271448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218199628714495,0
