,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0.185536910038711,0.167709592856322,0,0,0.0766261528024068,0,0,0,0,0,0,0,0,0,0,0,0,0.0149898685049823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336789537068913,0,0,0.0171741004141908,0.0689369652126503,0,0,0,0,0,0,-0.0818970675712255
X002142.CH.EQUITY,0.0906469321563849,0,0,0,0,0,0.157173855664862,0.305946141355086,0,0,0,0,0,0.0650550651415138,0,0,0.0227854164374099,0,0.0209664588086801,0,0.0199729085577196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351425312370783,0,0,0,0,0,0,0.0294017794764901,0,0,0
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205333523654575,0,0,0.216668639256145,0,0,0,0,0.111499423406547,0.158056942733785,0,0,0,0,0,0,0,0,0,0,0,0.0711639472402223,0,0,0,0.116236966836049,0,0,0,0.181142715434974,0,0,0,-0.144344761262533,0,0
X600000.CH.EQUITY,0,0,0,0,0.153886259258837,0.0660734108176283,0.0374348467663003,0,0,-8.67361737988404e-19,0,0,0.234822218641294,0.0500988754416393,0.0459396550605185,0,0,0.195297616456671,0,0,0,0,0,0,0,0,0,0,0.0690259683879567,0,0,0,0.108979288086521,0,0,0,0.0061921375388328,0,0,0,0,0,0,0,0,0,0,0,-0.0203587525915358,0,0,0
X600015.CH.EQUITY,0,0,0,0.250464079036601,0,0,0,0,0,0.0326140787851591,0,0.327245234153742,0,0,-3.46944695195361e-18,0,0,0,0,0.205910928628633,0,0,0,-0.0169601552652996,0,0.110439854307482,0,0.0419581969688321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919175447198326,0,0,0,0,-0.052198088171022,-0.134560194683163,-0.0276487055172381,0,0.140800715173305
X600016.CH.EQUITY,8.67361737988404e-19,0,0,0.142620799007517,0.175476867624359,0,0,0,0,0,0,0,0,0,0,0.108937583565833,0.0866212941907864,0,0.306646317089975,0.00226860280955703,0,0,0,0,0.12751213264811,0,0,0,0,0.0138329056651645,0,0,0,0,0,0,0,0.109874693768826,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196337013452511
X600036.CH.EQUITY,0.315118890428149,0.170496235519343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903683053985465,0,0,0,0,0.00769173780169142,0,0,0,0,0.235105325511227,-0.0170587941010094,0,0,0.0397082337039401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746934771338455,0.0917723728542644,0
X600919.CH.EQUITY,0,0.136669337630831,0,0,0,0,0,0,0,0.209810324315423,0.0352919547964994,0.0451632491900661,0,0,0.185711225597274,0.00677786164478172,0,0,0,0,0,0.165863703744135,0.0184353453536994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275639957055882,0,0,0,0,0,0,0,0.037098753161329,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.376180063511445,0,0,0,0.0256609576054576,0.238942819104173,0,-0.0456043645068039,0,0.165474939581255,0,0,0,0,0,0,0,0.0642897835767531,0,0.00209433411170151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334286607105769,0,0,0
X601009.CH.EQUITY,0,-0.101170374736141,0,0,0.151881868250797,0,0,0,0.306878192491972,0,0.262817318135894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0515637164324696,0,0,0.122180940730415,0,0,0,0,0,0,0,0,0,0.139459467548675,0,0.0149233445630711,0,0,0,0,0,0.0986176816245296,0,0,0.0173115440977985,0.0913040487648692
X601166.CH.EQUITY,0,0.202799298692123,0,0,0,0,0.0929099390822458,3.46944695195361e-18,0,0.151062057664857,0,0,0,0,0.165375718408144,0,0,0,0,0.0213646340141633,0.0157096100718456,0,0.27987767750203,0,0,0,0,0,0,0.0234737411249532,0,0.0196596353333972,0,0,0,0,0,0,0,0,0,0,0,0,0.0171661274105376,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.11907431070643,0,0,0.0840393511752227,0,0,0,0,0,0,0.0350232259564438,0,0,0.130881202198789,0,0.284271047586173,0,0,0,0.124358092621598,0,0,0,0.263293107511993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555122295816814,0
X601229.CH.EQUITY,0,0,0.0586736230072693,0.227681146804813,0.0271471951675919,0,0,0,0,0,0,0.246865434593796,0,0,0.171760222804662,0,0.0710403888023551,0.0437206909105762,0,0,0,0,0,0,0,0,0,0.0842382371658053,0,0,0.0559821297477088,0,0,0,0.0681004321402262,0.0568050264754185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030500005243246,0
X601288.CH.EQUITY,0,0,0,0.069608312948714,0,0,0,0,0,0,0,0.0488945712123382,0,0,0.377476351371299,0,0,0,0,0.208909372792992,0.154424198172531,0,0,0,0.0706480777312424,0,0,-0.0928246322519099,0,0,0.0709490542175323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562294773357793,0,0,-3.46944695195361e-18
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0571268026645941,0.277743892211648,0.345671719715789,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474610339087681,0,0.100577098137332,0.120709595553792,0,0,0.0271127577441706,0,0,0,0,0,0,0,0,0.0545102288394638,0,0,-0.00571862649016365,0.00574119790925225,0,0,0,0,0,-0.152316843585678
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0644914172645104,0,0,0,0,0,0,0.0822059083344741,0,0.134039071406243,0.280143026301085,0.0701537639840067,0,0.369996396467904,0,0.0793718811167192,0.0872732174358051,0,0,0,0,0,0,0,-0.256974457533542,0,0,0.133916679926312,0,0,0,0,0,0,0,0,0,0,0.0701798134582254,-0.0956341882566787,0,0,0
X601577.CH.EQUITY,0,0.352476923153543,0.188246560256374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997812177899301,0,0,0.0951214871116252,0,0,0,0,0,-0.0188377605060213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576593986480065,-0.044068533279951,0,0
X601818.CH.EQUITY,0,0,0.024360945791439,0.147982083068774,0,0.492383116937824,0,0,0,0,0,0,0,0.0509645188409183,0.054611390854823,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.13115159093092,0,-0.0327077378628342,0,0,0,0,8.67361737988404e-19,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0332961324844623,0,0,-0.00867715667866781,0,0,0
X601838.CH.EQUITY,0,0.11435928660355,0.0523481491060914,0,0.132117582214515,0,0,0,0.0689225234225707,0.104826427961127,0.0434971168543989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127857952249015,0,0,0.135674959009996,0,0.0471725566833185,0,0,0,0,0
X601939.CH.EQUITY,0,0,0.131903367149653,0.0393626461910387,0.0841796191342162,0,0,0,0,0,0,0.0998348428493876,0,0.293226366254299,0,0.00122168749852333,0,0.0370639778181282,0.051001169575537,0,0.191654770874217,0,0,0,0,0,0,-0.0295566483565104,0,0,-0.0245081481476465,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.127583103108659,0,0,0,-0.0366533003415364
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.202428892781784,0,0,0.363491589446014,0,0.00870735014804771,0,0,0,0.181988202932676,0,0.0234169750059944,0,0,0,0,0,0,0,0,-0.152345796648177,0,0,0,0,0,0,0,0,0.116821953683573,0,0,0,-0.120631237969909,0,0.016669053614712,0,0.164325668811714,0,0,0,0.151346356833433
X601997.CH.EQUITY,0,0,0,0,0,0.101478583261385,0,0,0,0,0,0.130055556735276,0,0,0,0,0.116748553333198,0,0,0,0.351836962364053,0,0,0,0,0,0,0,0,0.00272782883921011,0,0,0,0.0696150054381812,0,0,0,0,0,0.174260663751126,0,0,0,0,0,0.000699648006991903,0,0,0,0,0.0567340012048332,0
X601998.CH.EQUITY,0,0,0,0,0,0,0.0644435086516572,0,0,0.0882519709813486,0,0,0,0,0,0.159439570306017,0.0497684575352169,0,0,0,0,0,0,0,0.304246582906042,0,0.114464281425407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126465351904635,0,0,0.0748153934335183,0,0,0,0,0
X601658.CH.Equity,0.302401503451285,0,0,0,0,0,0,0,0,0.0546933081361372,0,0,0,0.144472157925026,0.0759982766299777,0,0,0,0.0413581820610947,0,0,0,0,0,0.0996436182425417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039403123068689,0,0,0,0,0,0,0,0,0,0,-0.0365416332506592
X601916.CH.Equity,0,0,0.0372785354445845,0,0,0.0712884947564132,0,0,0.0954147412867519,0,0,0,0.197685831108018,0,0,0,0,0.129904547618298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00604540136345785,0,0,0.265382420789019,0,0,0,0,0,0,0,0,0.221422253850084,0,0,0,0.00904762947935809,-0.199075209955319
X601077.CH.Equity,0,0,0.0325027174507626,0,0.125760361697332,0,0,0,0,0,0,0.450513092789229,0,0,0,0,0,0,0,0,0,0.157421992787488,0,0,0,0,0,0,-0.0139614568247742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485028330423328,-0.0822230050785164
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134822410822898,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.240086221111218,0,0,0,0,0,0,0.124763243214158,0,0,0,0,0,0,0,0,0.106843499931476,-0.00596421384887078,0,0,0,0,0.366689222550334,0,-0.0513008725475714
X2388.HK.EQUITY,0,0,0,0.119898767476889,0,0,0,0,0,0,0,0,0,0,0,0,0.00422645879311803,0.0544651562036393,0,0,0,0,0.36334644162865,0,0,0,0.50480695717672,0,0,-0.812758660441901,0,0,0,0,0,0,0,0,0,-0.152487727572842,0,-0.00229476198286017,0,0,0,0,0,0,0.120631454548317,0,0.0954449648919302,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.447765887579955,-0.0539241789870965,0,0,0,0,0,0,0.789669289230331,-0.0420133671535742,0,-6.93889390390723e-18,0.318044007297251,0,0,0,-0.10392324923242,0,0,0,0,0,0,0.389129488145993,0,0,0,0,2.16840434497101e-19,0,0,0,-0.0968462431706185,-0.0838037393978895,0,-0.135041563889482,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0412100348712345,0,0,0,0.0481443743450071,0,0.061743596788926,0,0,0,0.0283987332822198,0,0,0,0,0,0,-0.0688176855415746,0,0,0.179183189147424,0,0,0.37601406062846,0.121683147623506,0,0,0.157756342697809,0,0.00474594735194639,0,0,0,0,0,0.056866107029662,0,0,0,0,0.0958329779131725,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20639674731293,0,0,0,0,0.309241790699126,0,0.173827641854593,0.397886610546829,0,0,0,-0.290370168142426,0,0.181286284414002,0,-0.00440188845926556,0,-0.0492062322136596,0,0,-0.0633526812334362,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0854641788432855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292851633311835,-0.0261219136001388,0,0,0,0.118224022650245,8.67361737988404e-19,0.265529214781933,0.379485341493355,0,0,0,0.0782294498862712,0,0,0,0,0,0.0430630527417224,0,0.129984141301474,0,0,-0.109456451676669,0.0386274152190981
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124428332953856,0,0,0,0,0.0578263843216095,0,0,0,0,0.121090550172561,0,0,0.021734566011937,0,0.555793631771866,0.00411523821853773,0,0.255776947002266,0.0555367783862156,0,0,0,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0.0493242483056328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874651097864905,0,0,0,0,0,0,0,0.249785881097704,0.100255150266388,0.0264008151213686,0.140930440912992,0,0.244665163609503,0,0,0,0,0,0.0384250579942111,0,0,0,0.0941943323664163,0,0,0.0900986355603479,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719058529681488,0,0,0,0,0.0265517463954051,0,0.00380842404548375,0.196842862724646,0,0,0,0,0.0393392201152036,0,0,0,0,0,0,0.0779977975010453,0
X601211.CH.EQUITY,0,0,0.0988260990934522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679311007208162,0,0,0,0,0,0,0,0,0,0,0,-0.0452482544589185,0.12559777443963,0,0.0940940260188356,0.563538314019712,0,0.0664445321150578,0,0.0633136328101743,0,0,0,0,0,0,0,0,0.00033698568403355,0,0.0421437720429044,0,0,0.0139045061193089,0
X601688.CH.EQUITY,-0.376281835780497,0.0054694739759053,0,0,0,0,0,0,-0.133449582813669,0,0,0,0,0,0,0.180247167405882,0.00561274130395339,0.0790659606426377,0.188893777173925,0,0,0,0,0,0,0,0,0,0,0,0.220341364077051,0,0.159796422657425,0,0,0.288243841908353,0,0.0938655145422128,0,0,0,0.050905991823742,0.0369847171300897,0,0,0,0,0,-0.011609965256456,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0417793066768877,0,0,0,0.0305535898706497,0,0,0,0,0,0,0,0.257292369832625,0,0.133832556557303,0,0,0.280592008116571,0.0661553935152821,0,0,0,0.161229123376475,0,0.0731742737515296,0,0,0,0,0,0,0.0795982974248613,0,0,0,0,0,0,0,0
