,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.28874084076029,0.0981869607675549,0.0807717726917714,0,0,0.268898457061359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143684665668742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0946462290045473,0,0,0,0,0,0,0,0,0,0,0,-0.0506748524486865,0,0,0
X601318.CH.EQUITY,0,0,0.188056225859554,0,0,0,0,0,0.173225931945602,0,0,2.16840434497101e-19,0,0,0.10443373218318,0,0,0,0.0394049277608356,0,0.143079696263648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542134590295091,0,0,0.0231303176690215,0,0,0,0.0408005450097936,0,0,0,0,0,0,0,-0.147524455264849
X601939.CH.EQUITY,0.415594568646565,0.261042531195869,0,0,0,0,0,0.390813240378019,0,0,0,0,0,0,0,0,0.0352615988057339,0,0,0,0,-0.090842516955637,0,0,0,0,0,0.130858079741592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142685299430324,0,0
X601288.CH.EQUITY,0,0.0316340254449331,0,0,0,0.0760994403936203,0,0.462660531129074,0,0,-0.109864554698385,0.135386879783082,0,0,0,0,0,0,0,0,0,0,0.0635268649517081,0.0485544222367925,0,0,0,0.0495528363672431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240748001335542,0,0,0,0.056569356064612,0,0,-0.0041232989141206,0.0796241056190601
X600036.CH.EQUITY,-0.0176931959487116,0.0846280789011777,0,0,0,0,0.185334811496246,0,0.0162198238076056,0,0,-0.0836137763433631,0.0948327702869117,0,0,0.101288255354211,0,0,0,0,0,0,0,0,0.544650744033351,0,0.124206022446849,0.103769090139706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082152660892737,0,0
X601628.CH.EQUITY,0.163516966532548,0,0,0,0,0,0,0,0,0,0.0550695189567952,0,-0.016853848343536,0,0,-0.208858386761695,0,0,0,0,-0.033499287736259,0.153853794655554,0,0,0,0,-0.117941337396856,0,0,0,0,0,0,0,0.650068068209334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738197288563827,0,-0.0200327773649188,0
X1299.HK.EQUITY,0,0,0,-0.0178764289696272,0,0,0,0,0,0,0.0736302997620679,-0.052492569760994,0,0,0,0,0,0,0,0.0315231709212639,0,0,0.153441177400884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108623094881395,0.12289511507741,0.162396737771307,0,0.147812916501773,0,0,0,0,0,0,0.26922544704062,0,0,0
X601988.CH.EQUITY,0,0,0.100144287299215,0.482166170274133,0.0822864345475041,0,0,0,0,-0.00277513102306406,0,0,0.214015118395741,0,0,0,0.0721100682099795,0,0,0,0,0,0.0398912629578829,0,0,0,0,0,0,0,0.0219777327097275,0,0,0,0,0,0.0299686358935647,0,0,0,0,0,0.0368938044603662,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.091765087862208,0,0,0,0,0,0,0,0,0,0,0.000483294175065447,-0.107563548024496,0,0,0,0,0,0,0.146064034877499,0,0.167820491664756,0,0,0.120097638767323,0,0,0,0,-0.0447128832756947,0,0.103886373931666,0,0,0,0,0,0.331747329143419,0,0,0,0.203176043978178,0,0.0526708813905202,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.029206637836801,0.00625994567117701,0,0,0,0,0,0.0764447134648659,0.088799585742802,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0.121961286685405,0.440023787292748,0.0111915764253916,0,0,0,0,0,0.0283018086380193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962063432572547
X388.HK.EQUITY,0,0,0,0,-0.148190691743651,0,0.442303271891763,0,0,0,0,0,0,0,-0.0536775679672586,0,0,0,0,-0.189244277722784,0,0.35028527543056,0.0369042471048895,0,0,0,0,0,0.106566768630152,0,0,0,-0.158625053167096,0,0,0,0,0,0,0.0498998254524709,-0.0876415565392186,0.163696850135051,0,0,0,-0.155170521950777,0,0,0,0,0.11751811880809,0,0
X601658.CH.Equity,0,0,0,0.276272867580364,0,0,0,0.0675804688919984,-0.142192534968398,0.193849466581179,0.0271675153231548,0,0.163491106544801,0,0.121555392841613,0,0.362765065771126,0,0,0,0,0.225959756113541,-0.0385906607231273,0,0,0,0,0,0,0,0,-0.489264954931817,0,0,0,0,0,0,0,0,0,0,0.00517216258755516,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0279228225043693,0,0,0.090021371152089,0,0,0.175254674058433,0,0.497529002380914,0.036887633524447,0,0,0,0,0,0,0,0,0,0.0237066227455533,0,0.102792197093587,0,0,0,0.378287112853255,0,0,0,0,0,-0.257187221912362,0,0,0,0,-0.0311714133308363,0,0,0,0,0,0,-0.0503963191033864,0,0,0,0,0,0,1.73472347597681e-18,0
