,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.44389703073859,0.0634561479362643,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.13082836518239,0,0.0899451505636747,0,0,0,-0.120396517375497,0,0.0104042089905968,0,0,0,0,0,0,0.0476227902533186,0,0,0,0,0,0,0,0.0413758826137743,0,0,0,0,0,0,0,0,0,0.121316464831475,0.137856902837482,0,0,0,0
X601318.CH.EQUITY,0,0,0.178622692276241,0,0.0291935037481594,0,0,0,0,0,0,0,0,0,0.3011765508814,0,0.0366720403695196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154899665767474,0,0,0,0,0,0.170416501377183,0,0,0,0,0,0,0,0.0833827043803876,0,0,0,0
X601939.CH.EQUITY,0.16324739854256,0,0,0,0,0,0,0,0,0,0.170608154804882,0,0,0.288588831300505,0,0,0,0,0.0431331106428553,0.177701310379746,0,0,-0.0326185234469519,0,0,0,0,0,0,0.0187562482591387,0,0,0,0,0,0.0878714439581757,0,0,0,0,0.0368292567391892,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0
X601288.CH.EQUITY,0.347016931079362,0,0.0192479497966923,0,0.502088868463269,0,0,0,0,0,0.0113294490215665,0,0,0,0,0,0.0453325632106614,-0.0268022271473246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0893631841021539,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.115333834134681,0,0,0,0,0,0,0,0.475431571959458,0,0.0154401634203088,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0387952072158862,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.089513109994318,0,0,0,0,0,0,0.089295425062747,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.505558230928143,0,0,0,0.0761860134788147,0,0,0,0.403961054458059,0,0.130571403633475,0,0,0.68102174053453,-0.619145213381591,0,0,0,0,0,0,0,0,0,0,-0.130028074136121,0,0,0,0,0.0727637849658634,0,0,0,0,0,0,0,0,-0.259234081829825,0
X600036.CH.EQUITY,0,0,0,0.0519158458976606,0,0,0,0.101327061735412,0,0,0,0,0,0,0.145135332089283,0,0,0,0.088814744971552,0,0,0,0.0529389825803562,0,0,0,0,0,0,0,0.185372096113284,0,0.199241365452645,0,0,0.0555087797143407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796928252823897,0,0,0,0,0.0947017268064379,0.168240739106968,0,0,0,-2.77555756156289e-17,0,0,0.0497307694296166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267168048803651,0,0,0,0
X601628.CH.EQUITY,0,0,0.264547846533386,0.0324273027911466,0.227216198411876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536338314682095,0,0,0,0.133126001553314,0,0,0,0,0,0,0.110722290909594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279980918365054,0,0,0,0,0,0,0,0,0,0,0,0,0.205753503914244,0,0,-0.175318200273424,0,0,0,0,0,0,0,0.73157273011337,-0.247531445236653,-0.0107651047185849,0,0,0,0.413848165073434,0,-0.311749780144327,0,0,0,-0.185956476600171
