,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.178985986088334,0.076871943240574,0,0,0.384174003535684,0,0,0,0.0317684869902209,0,0,0.0304109208865626,0,0,0,0,0,0,0,0,0,0.207868826574185,0,0,0,0.0603819321012414,0,0,0,0.103753136862686,0.0404307038226955,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0843947664937674,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.12840518295539,0,0.00415041639601283,0,0,0.168938302727497,0,0,0,0.295779307861519,0,0.0465282482414658,0,0.0204758398261662,0,0,0.0933747118885869,0,0.071344923082763,0,0,0,0,0,0.00464372683892691,0.132467081420391,0,0,0.0249523916918845,0,0,0,0,0.0151256888315166,0,0,0,0.0836945960157363,0,0,-0.12071954627317,0,0.176187769564207,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0551940427629874,0,0,0,0.138982636259947,0,0,0,0,0,0,0.0469730381106304,0,0,0.0618516354668299,0,0,0,0,0,0,0,0,0.0218623076955398,0.442807892734056,0,0.128200207809834,0,0,0,0,0,0,0,0,0,0,-0.131432208975016,0,0,0,-0.0228263911474056,0,0,0,0,0,-4.33680868994202e-19,0,-0.0580579056594939,0,-0.061508618495867
X601939.CH.EQUITY,0.497216175263932,0.122032849211397,0,0,0,0,0,0,0.0882989211438177,0,0.214320790298633,0,0,0,0,0,0,0.193000547336628,0,0,0,0,0,0,0,0,0,0.0862827227891661,0,0,0,0,0,0,0,0,0,0,0.11848514222472,0,-0.101564526185834,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.185402126716776,0,0,0,0.455905490337854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233879947340713,0,0,0.0518653628182437,0,0,0.0795120945396452,0,0,0,0,0.0713898815840884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440748620427955
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0834603911958898,0.0168004419484678,0.293087736833819,0,0,0,0,0.0549453385923379,0,0,0,0,-0.0558569054908182,0.0238090493645752,0,0,0,0,0,0,0,0,0.156937788441274,0,0,0.000712327062127014,0,0,0,0,0,0,0.242442655267697,0.205104157185456,0,0,0,0,0,0,0.150179671486731,0,0,0,0,0.180273895817157
X601628.CH.EQUITY,0,0,-0.0986988133387776,0,0,0,0,0,0,0.216085022257738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372871677712782,0.103019003665353,0.0224741039819338,0,0,0,-0.0631613438427248,0,-0.0189292445758494,0,0,0.237662528318813,0,0,0.378799919381633,0,0,0,0,0,0.0189379875225214,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0550468926683781,0,0,0,0.52618511313245,0,0,0,0,0,0,0,-0.114029733583863,0,0,0,0,0.222181486612382,0,0.0380877267892999,0,0,0,0,0.0148811269612134,0,0,0,0,0,0,0,-0.149529248012717,0,0,0,0,0,0,0,0.0657133768457262,0,0,0,0,0.0553281453058487,0,0,0,0.0343315467434855,0,0,0.00243709214964236
X5.HK.EQUITY,0,0.224314790194922,0,0.0868726305854589,0,0,0,0,0,-0.0960637547750292,0.0469997910159176,0.0365260953116044,0,0,0,0,0,0,0,0,0,0,0,0.28553775267568,0,0,0.121109489724198,0,0,0,0,0,0,0.0529073581035917,0,0,0,0,0.23094380887572,0,0,0,0,0,0,0,0.112907116235414,0,0,0,0,-0.0339048255652584,0
X388.HK.EQUITY,0,0,0,-0.111270232608768,0,0,0,0,-0.0473150416762634,0,0,0,0,0,-0.0274392536347471,0,0.473977078463069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.153741168492158,0,0,-0.205259383000526,0,0.0315785216636978,0,0,0,0,0.145347737117035,0,0.0787143164854116,0,0.133814464761075,0,0,0,0,-0.474986922228857,0
X601166.CH.EQUITY,0,0,0,0.128946986302954,0,0,0,0,0,-0.16834533654947,0,0,0.561899108326349,0,0,0,0,0,0,0,-0.0594949687943363,0,0,0,0,0,0,0.0666635599378992,-0.0178550428095768,0,0.101334899930542,0.0957077430827174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741523979645558,0,0,0,-0.0295612032185405,0,0
X601658.CH.Equity,0.00990356508083849,0,0,0,0,0,0.0224091145136977,0.525545769234866,0.0145045347232308,0,0,0,0,0,0.393076412815366,0,0,0,0,-0.0996020616417921,0,0,0,4.33680868994202e-19,0,0,-0.0588288834274425,0,-0.266393396790696,0,0,0,0,0,0,-0.0311366322096755,0,0,0,0,0.172477389434137,-0.0322697958185066,0,0,0,0,0,0,0,0,0.20369711463424,0,0
X000001.CH.EQUITY,0,0.180663305012511,0.101336737071248,0,0,0.040719564971451,0,0,0,0,0.206132587872687,0,0,0,0,0,0.0621991779240839,0,0,0.104080651841926,0,0,0.241254017921695,0,0,0,0,0,0,-1.38777878078145e-17,-0.0699362279122253,0,0,-0.144962772881564,0,0,0,0,0,0,0,0,0,0.0296139863110322,0,0,0,0,-0.0618981868989628,0,-0.0855299772113136,0,-0.179005322508167
X600030.CH.EQUITY,0,0.0578734960440704,0,0,0,0,0,0,0,0,0,0,0,0,0.137763485121061,0,0.128093755243295,0,0,0.206059130193324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202975366728278,0,0,0.00461373346354868,0,0,0,0.120798821530003,0,0,0.0138335435955478,0.24755819128649,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.216068874867603,0,0.115719388875281,0,0.215592147436338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112475650706407,0,0,0.0716777643538661,0,-0.13790627480764,0,0,0,0,0.263347265825729,0,0,0,-0.0846650466773172,0,0.288793858357653,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0115969270769268,0,0,0.00568625552203609,0,0,0,0,0,0.0774545339470802,0,0,0,0,0.0889805389595553,0,0,0,0,0,0.0903369685675108,0,0.221055948839599,0,0,0,0,0,0.145679108935834,0.399493143672815,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0691907877367707,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.029385737036948,0,0,0.0389583127906051,0.356172090263969,0,0,0,0,0,0,0,0.0719649447103592,0,-0.119087092681909,0,0,0,0,0.306032443701803,0,0,0,-0.0892559436129844,0,0,0,0.176504770717598,0,0,0,0,0,0.0162764433980948,0,0,0,0,-0.0602605170704662,0,0.0950029745935277,0,0,0
X601328.CH.EQUITY,0.339058521221453,0,0,0,0,0,0.0677796005689842,0.0958675087036953,0,0,0,0.0460029790256976,0,0,0,0,0,0,0.243295811614394,0,0,0,0,0,0,0.0792217039021166,0,0,0,0,0,0,0,0.00435874348542017,0,0,0.0172574380520396,0,0,0,0.0213731819405096,0,0.0629211366901973,0.167946125711318,0,0,0,0.0318510718986584,0,0,0,0,-0.0655938853338863
X600000.CH.EQUITY,0,0,0,0,0.010846323086732,0,0,0,0,0,0,0,0,0,0.0246452766932047,0,0,0.329770130048629,0,0,0,0,0,0.0844769755528233,0,0.0490252803478601,0,0,0,0,0,0.100581237326418,0,0,0,0,0,0,0,0.0859589612749039,0,0.168982262609438,0,0,0,0.0418159431888227,0,0,0,0.0153043162732706,-0.061072235134436,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0.106068983197187,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0842939232453502,0.062409103760982,0,0.00838783532314471,0,-0.0530470660536062,0,0,0,0,-0.0761174678521578,-0.0577158043247828,0,1.38777878078145e-17,0,0.312787313534476,0,0,0,0,0.0213149877455727,0,0,0.117917633811996,0.0917028090944905,0,0,0,0.0873764786845989,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.0885122640714093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512703277522483,0.0363647463578582,0,0,0.025531799050255,0,0,0,0,0.0980545105729136,-0.0780365960021542,0,0,0.295053319540918,0.515413018060109,0,0,0,0,-0.509055014183493,0,-0.0756674058817045,0.0615315845435588,0.0196117007053238,-0.026937491388665,0,0,0.0461876086213244
X601319.CH.EQUITY,0,0,0,0.152295662300438,0.0284040371030367,0,0,0.0725328656770266,0,0,0,0,0,0.0615792765180683,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0227736477707862,0,0.0130597016471858,0,0,0,0,0,0,0,0,0,0,0.225673478441283,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0361863959004636,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.0211012706613197,0,0,0,0.0602115060959275,0,0.654042488442403,0,0,0,0,0,0,0,-0.11979805843768,0,0,0,0.082050063132915,0,0,0,0,0,0,-0.00257091873732065,0,0,0,0,0,0,0,0,0,0,-0.0210580922896054,0,0,0.0425062489029194,0,-0.0135182877535831,-0.0827897808574882,0,0,0,0.13839018340995
X11.HK.EQUITY,0,0,0,-0.0630625505434824,0,0,0.221328052442583,0,0.588274133223022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468260238176663,0,-0.186796998845349,0,0,0,0.218336419392712,0.0760025616143244,0,0,0,0,0,0,0.10915336661115,0,0,0,0,0,0,0,0,0,0,0.111524572538426,0
X601998.CH.EQUITY,0.274056446441924,0,0.00618769807547129,0,0.33952217263475,0.059123796415426,0,0.147226986239088,0,0,0,0,0,0,0,0.0216209396551741,0,0,0.0139440610601362,0,0,0,0,0,0,0,0,0.150254705032666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0651201887254745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374596328038529,0,0,0.0681093183771138,0.0537951869895347,0,0,0,0,0.0989700025401376,0.0233962405536883,0,0,0,0,0,0,0.541798369492649,0,0,0,0,0,0,0,0,0,0,0,-0.173351891048972,0,0,0,0,-0.127518858514274,-0.254647132283716
X2388.HK.EQUITY,0,0,0.0482875902050246,0,0,0,0,0,0.119204442858038,0,0,0,0,0,0,0,0,0,0,-0.177187297419033,0.116356047534151,0,0,0.503117903904294,-0.0237703434048312,0.144491750938173,0,0,0,0,0,0,0,0,0.0769710108459218,0,0,-0.0616969411043137,0.0939126425379019,0,0,0,0,0,0,0,0,0,0.0660843819373686,-0.0828424021733914,0,0.0156519736637107,0
X601818.CH.EQUITY,0,0.0750058021347976,0,0,0,0,0,0,0,0,0.0727033457663842,0.0624458005872726,0,0,0.165849315860296,0,0,0,0,0,0,0,0.325563000872108,0,0.192203346596332,0,0,0,0,0,0.0447160802924933,0,0,0,0,0,0,0,0,0,0.0530344268072584,0,0,0,0,0,0,0.0859785327596276,0,0,0,0,0.0329976373294901
