,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.130895615993984,0,0.0682049193850313,0,0,0,0,0,0,0,0.369811826228803,0.0771920832118452,0,0,-0.113545171882474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126221769059433,0,0,0,0,0,0,0.185980472716323,0,0,0,0,0,0.125976206550558,0,0,0,0.0492932694368411,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.112384657048505,0,0,0,0.00140128761979491,-0.176399245516877,0,0.0931261730853916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230403605174746,0,0,0,0,0,0,-0.254203247682005,0,0.448081286209129,0.0493989003328802,0.130399206241509,0,0,0,0,0.187094491479391,0,0,0,0
X601939.CH.EQUITY,0.221135495691424,0,0,0.255971442356802,0,0.148198364622995,0,-0.0489877415624156,-0.028960364917648,0,0,0,0,0,0.0320297700740543,0,0,0,0,0,-0.00975793920040103,0.0635206969106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487390035579841,-0.0956215654972407,0,0,0.0178344437130547,0,-0.0385410806371692,0,0,0.0344951673544466,0,0,0,0
X601288.CH.EQUITY,0.529139877070334,0,0.197052020430524,0,0,0.15527977171024,0,0,0,0,0,0,0,0,-0.154666108405304,-3.46944695195361e-18,0.00723816543727046,0,0,0,0,0,-0.026296346652438,0,0,0,0,0.0455452389412296,0,0,0,0,0,0,0,0.0286949825533269,0,0,0.0574898814667396,0.0666142927284757,0,0,0,0,0,0,0.0123148632429127,0,0,0.171034782251602,0,0,0.0974226113005699
X5.HK.EQUITY,0,-0.0446559492593396,0.0403314378997124,0.241472585520373,0,0.0458911414632533,0,-0.139091373575239,0,0,0,0,0.131987940330784,0,0,0,0,0,0,0.690362171197758,0,0,0,0,0.117927640410097,0,0,-0.0900645865981727,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.184982372210416,0,0,-0.100437881894019,0,0,-0.0255624370274792
X601988.CH.EQUITY,0.14061205215187,0,0.125686595366288,0.149450785190457,0,0,0,0,0.100403046846433,0,0.102022328652563,0,0,-0.241922419797403,0,0,0,0,0,0,0,0,0.0697257123856955,0.250607350322054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113208252670622,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0098549227968989,0,0,0,0,0,0.113340256385663,-0.00292772260487782,0,0,0,0,0,0.274411336489484,0.181171759873674,0,-1.73472347597681e-18,0,0.0890091639072481,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.116923998827438,0,0,-0.00245730714920531,0,0,-3.46944695195361e-18,0,0,0,0.0946625971703353,0,0,0,0,0.126475355611882,0,0,0.0197546356383331,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.00308564600476283,0.0103275052861176,0,0,0,0.209829830543048,0,0,0,-0.141524261953626,0,0,0,0.335574898658219,0.239008022918901,0,0,0.0201957894112489,0,0,0,0,0.15308280039819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607821913884655,0,0.121179010340177,0,0,0,0,0,0
X601628.CH.EQUITY,0.139963276563165,0.359514101808012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1379846336729,0,-0.107146180813699,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.091850453608126,0,0,0,-0.044803819100191,0,0.0667826526021219,-0.148411177712329,0,0,0,0,0,0.318777425914188,0,0,-0.0549176411740622,0.00849149612133715,0,0,0,0,0,0.176739672593075
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
