,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0799737512828457,0,0.660200658609199,0,0,0,0,-0.0264498202127915,0,0,0,0,0,0,0,0,0.118456947079168,0,0,0,0.0312847810122643,0.0117930233873171,0,0,0,0,0,0.0503738458444613,-0.0172611987990546,0,0,0,0,0,0,0.00165776687039758,0,0,0,0,0,0,0.00346612043752407,0,0,0,-1.0842021724855e-19,0,0,0.0286872906341144,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.140590171101797,0,0,0,0,0,0.473352464591733,0,0,0,0,0,0,0,0,0,0,0,0.036078660030765,0,0,0,0,0,0.0882344443091586,0,0,0,0,0,0.0678141964668381,0,0,0,0,0.00403565795049772,0,0,0,-0.115650175031368
X601939.CH.EQUITY,0,0,0,0,0.216437036267756,0,-6.93889390390723e-18,0,0,0.120000023250312,0.144438310163843,0,0,0.0231033992409043,-0.0189814011876642,0.172614345686246,0.163517474533956,0,0,0,0,0,0,0,0,0.0348647011521318,0,0,0,0,0,0,0,0,0,0,0,0,0.120377212123966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476187456222484
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.148510461125239,0,0,0.240565115599956,0,0,0,0,0.347095939178371,0,0,0,0.166311548687524,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00889264489612704,0,0,0,0.063763804991491,0,0,0,0,0,0,0,0.0752279432785497,0,0,0.1544048470146,0,0,0,0,0,0
X601288.CH.EQUITY,0.11605720473071,0,0.0274172991984423,0,0,0,0,-0.0496139379942999,0,0.00188825132850519,0,0,0,0.023472514408579,0,0,0.657630417929719,0,0,0,0,0,0,0,0,0,0,0,0.0153432296120424,0,0,0,0,0,0,0,0.0369697351892742,0,0,0,0,0,0,0,0,0,0.0411965613986247,0,0,-0.0423806292000274,0,0,0
X600036.CH.EQUITY,0,0.247150588042726,0,0,0,0,0,0.0488699795856213,0,0,0,0,0,0.266660668678163,0,0,0,0,0.121978212611666,0,0,0,0,0,0,0.253508835826549,0.000782197138209388,0.056494260571018,0,0.081663529533699,0,0,0,0,0,0,0,0.00910078100931154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.244378006707044,0,0,0,0,0,0,0,0,0,-0.0933466900349728,0,0,0,0,0.0632318884412506,0,0,0,0.00214402674800291,0,0,0,-0.0323585623321917,0,0,0,-0.117057813385268,0,0,-0.0716528388126281,0,0,0,0,0,0,0,0,-0.0164103788473437,0,0,-0.0193616168784184,0.966448811846145,0,-0.0689208611886421,0.0182706564909013,0
X1299.HK.EQUITY,0,0,-0.152138030251799,0,-0.0745835507277308,0,0,0,0,0.252951280468928,0,0,0,0,0,0,0,0,0,0,-0.150253337966564,0,0,0,0.181839864252697,0,0.376574308702852,0,0,0,0,0,0,0,0,0,0.0873846935476114,0.086644995812368,0,0,0,0.0112342016262952,0.0632378571727931,0,0.134382503347194,0,0,0.0872328365740601,0,0,0,-0.0295690488014647,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.270491346636944,0,0,0,0,0,-0.121808563390983,0,0,0,0,0.180261871722403,0,0,0,0.0314749847435292,0,0,0.373480314239671,0.0450759133961086,-0.0784841828536119,0,0,0,-0.0894869548715471,0,0.107021401991625,0,0,0,0,0.195286246315012,0.0193751955183162,0.187417548724562,0,0,0,0,0.140659979066561,0,0,0
X388.HK.EQUITY,0,0,0,0.136830527311149,0,0,0,0.0584354266207559,0,0,0,0,0,0.0600711902322945,0,0,0,0,0,0,0.0653549299293639,0.12184347299017,0,0,0.0786050147449974,0,0,0,0,0,0.178961926922809,0,0,0,0,0,0.0702191736911241,0.102181395424872,0.185341209731342,0,-0.30294971860174,0,0,0,0.0342567445786745,0,0.254938412433453,0,0,0,0,0,0
