,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.332697928770775,0.0169799562822812,0.337601239729621,0,0.0281475141917185,0,0,0,0,0.0410143840044792,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639406237266185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303529441620762,0.110844325931767,0,0.0301858593006271,-0.0933382239949553,0
X601939.CH.EQUITY,0.417532097217314,0,0,0.217204874446062,0,0,-0.145677702021664,0,0,0,0.00973288759349749,0,0.146254869048151,0,-0.0768756099741366,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.00728653601578519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254302137705587,0,0,0,-0.0637305571203771,0,0
X601318.CH.EQUITY,0,0,0,0,0.216560219164112,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260379833465732,0,0,0,0,0,0,0.181026728844359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258984482202177,0,0,0,0,0.218496813950043,-1.73472347597681e-18,0,0,0,0,0,0.111099338710473,0,0,0
X601288.CH.EQUITY,0.500254197882599,0,0,0,0.198608728716277,0,0,0,0,0,0,0,0.0747460637576837,0,0,0,0,0,0,0.0129368958508969,0.118452003889091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507769763843542,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,-3.46944695195361e-18,0,0.381093033543454,0,0,0,0,0,0.264989336420682,0,0,0,0,0,0.356548095923333,0.0873567566714319,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.368396164923267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278494604681567,0,0,0,0,0.0920710277727375,0,0,0,0,0,0,0.010191827754605,0,0,0,0,0,0.043362424825382,0.185151313125279,0,0,0.0916187640837307,0,0,0,0.0159817134354425,0,0,0,0.172707131539466,0,0,0,0,0,0.105441957379379,0.0157016292457397,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0848604397123408,0,0,0.0588440553610622,0.122709430801853,0,0,0,0,0,0,0,0,0,0.024677423040069,0,0,0,0.147116341995053,0,0,0,0,0,0,0,0,0.219903834138617,0,0,0,0,0,0,0.0922904108182946,0,0,0,0,0.117246506490132,0,0,0,0,0
X5.HK.EQUITY,0,-0.0538843648415677,0,-0.123543150834691,0,0,0,0,0,0,0,0,0,0,-0.00818443352783922,0,0,0,0,0,0,0,-0.591090538917846,1.04022866861013,0,0,-1.38777878078145e-17,0,0.499379015624052,0,0,0,0,0,0,0,0,0,0.420883463172096,0,0,0,0,-0.103916910965511,0,0,0,0,0,0,0,-0.0724744630866249,0
X601628.CH.EQUITY,0.0934816600277917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146185409123236,0.0103166710337405,0,0,0.015112096850519,0,0,0,0.0295546691565712,0,0.120569469117121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181235950115286,0.163007674397194,0,0,0,0.0276036360483585,0,0.0318516220599986,0,0.111626819505785,0,-0.0126644388996587
X601658.CH.Equity,0,0,0,0.041860239489506,0.197319692618471,0,0,0,0,0,0,0,0.262612118624274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876424522391292,0.173448808929735,0,0,0,0,0,0,0,0,0,0,0.0447233091788243,0,0,0,0,0,0,0,0.35215796655573,0,0,0,0,0,0
X601328.CH.EQUITY,0.121812680384268,0,0,0.297560368359557,0,0,0,-0.0959309308188151,0,0,0,0,0,0.160588922912828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290142514851724,0,0,0,0.171256731033742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686403603377772,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.435400268329056,0,0,0,0,0.00723194214680603,0,0.0315545871728695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161049659544521,0.235774546524508,0,0,0,0,0.00200438961792499,0,0,0,0,0,0,0,0,0,0.0448677448896098,0.101644166949689,0.0226645148721918,0.0620521144324883,0,0,0,0
