,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,-0.189585577176582,0,0,0,0,0,0,0,0,0,-0.18268260050105,0.620745849681375,0,0.715303284900046,0,0,0.0684123533369003,0,-0.109368446293027,0,-0.0668754846152378,0,0.0084615648698679,0,-0.333121758604798,0,0,-0.124617663872916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320146774671289
X601318.CH.EQUITY,0,0,0,0,0,0.155643918004713,0,0,0,0,0.0858417525463626,0,0,0,0,0,0,0,0,0.260970131258389,0,0,0,0,0,0,0,0.0992420974895973,0,0.0440386360295186,0,0,0,0,0,0,-8.67361737988404e-19,0,0.244481244055337,0,0,0,0,0,0,0.0157677537741345,0.0143498378086543,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.81257457427728,0,0.0607945123086037,0,1.73472347597681e-18,0,0,0,0,0.032127282001199,0,0,0,0.0213889411010096,0,0,0,0,0,0.0100989940739706,0.00682710953843714,0,0,0,0,0,0,0,0.0413803072239102,0,0,0,0,0,0,0.00988168246531891,0,0,0,-0.015512616907509,0.0249158654030272,0,0,0,0,0.055830032225805,0,0,0,0
X601288.CH.EQUITY,0.0574271035454846,0,0.889221628327588,0,0,0,-0.057575720880872,0,0,0,0,0,0,0,0,0,0.0261169837551771,0,0.117615948496667,0,0,0,0,0,0,0.026210179167124,-0.0797614128481114,0,0,0,0.00494421766687689,0,0,0,-0.0230070785492641,0,0,-0.0940259502576301,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610034931555953,-0.0218272125819246,0
X601988.CH.EQUITY,0.0819636280859655,0,0,0,0,0,0,0,0,0,0,0,1.22554149908141,0,0,0,0,0,0,-0.230132641056072,-0.0414586830813185,0,0,0,0,0.0506470620811772,0,0,0,-0.118556209691307,0,0,-0.0906494313488844,0.00128169843354536,0,0,-0.156783507217119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122058391569157,0
X600036.CH.EQUITY,0,0,0.374376579460528,0.0398712940882882,0,0,0,0,0.100726203530927,0,0,0,0,0,0,0,0,0,0,0.0045062254962207,0,0,0,0,0,0,0,0,0,0,0,0,0.396214418167105,0,0,0,0,0,0,0,0,0,0,-0.00261483761192351,0.0433421876776203,0.108620160296,0,0,0,0,0,0,0.0468998447164863
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.108843269501986,0.00723556645247305,0.827590641692583,0,0,0,0,0,0,0,0,0,0,0.0711517604695631,0,0,0,0,0,0,0,-0.0467217835972421,0,0,0,0,0,0.0669806929855446,0,0.118138221510154,0,0,0,0,0.0137092967393381,0,8.67361737988404e-19,0,0,0.129249519058819,0,0.181916392245296,0.174048376866158,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.264859356070875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216183817680864,-1.73472347597681e-18,0.0501017937350883,0.0457348633481846,0,0,0.0706366387577227,0.260160729734282,0,0,0.0747642751120214,0,0,0,0,0,0,0,0,0,0,0,0.45158492025849,0,0,0.0153439832437599,0.0252158128149921,0,-0.0797124588380355,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.108307035228731,0,0,0,0,-0.0522225556326674,0,0,0,0,0.306842505304323,0,0,0,0,0.152754770234667,0,0,0.23202846225381,0.203500419021919,0,0,0,0,0,0.0877219922344306,0,0,0,0,0,0,0,0,0,0,0.165985392805734,0,0,0,0,0,0,0.0223662031744626,0.157304943971255,0,0.201331509337405
X601658.CH.Equity,0,0,0,0.200377460405256,0,0,0,0,0,0,0,0,0,0,0.0735055978493439,0,0,0.15254134153267,0.20507066267847,0,-0.221481139973087,0,0,0,0,0,-0.137967370493432,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.459249721700108,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.278381859922393,0,0,-0.0889299189556911,0,0,0,0.0787479854146142,0,0,0,0,-0.122906126466347,0,0.0451718924701423,0.0701595376249194,0,0,0,0,0,0,0.494712073092657,0,0.122823695616802,0,0,0,0,0,0,0.260125425036849,0,0,0,0,0,0,-0.30777729078512,0.018528523865205,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.120087170962936,0,0,0,0.0322837071083161,0,0,0.0557994968627271,0,0.211190566782001,0,0,0,0,0,0,0,0,0,0,0,0,0.0234421028086075,0,0,0,-0.0304625328372274,0.542428082602706,-0.0739392669261222,0.0414233526392285,0,0,0,0.0169799423927113,0,0,0,0.0299900832632511,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.00534220167483794,0,0.582946931973048,0,0,0,0,0.039111916057974,0,0,0,0,0.1033781368641,0,0.0820215128465034,0,0,0,0,0,0.028679058023227,0,0,-4.33680868994202e-19,0.0319181943703277,0,0,0,0,0,0.0624945952635425,0,0,0,0,0,0.0305622174229738,0,0,0,0,-0.0263876176188151,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.125145302446822,0,0,0.174787435327337,0.0396520296245738,8.67361737988404e-19,0,0,0,0,0,0.0583119855792313,0,0,0.0345066572455275,0,0,0,0,0,0,0,0.259247765428826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748922880901663,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0176774956751778,-1.38777878078145e-17,0.0500340860024885,0,4.33680868994202e-19,0,0.0529294015928525,0,0,0,0,0.491490761885046,0.172354341672971,0,0,0,0,0,0,0,0,0,0,0,0,0.00514981301002158,0,0,0.061318274917799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
