,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.445565471156744,0,0,0.012414958467569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232433528226371,0,0,0,0,0,0,0,0,0,0,0.183716154894359,0,0.0456059590133662,-0.0135070442009035,0,0
X601318.CH.EQUITY,0,0,0,0,0.147959602958955,0,0.0357020652573155,0.0952017829033116,0.067559174592497,0,0.0826206754614723,0,0,0.0139811153835658,0,0,0,0,0.125521919527078,0,0.368241435427157,0,0,0,0,0,0,0.121882926231578,0,0,0,0,0,0,0,0,0,0.0414654706855542,0,0,0,0,0,0.0235992460154789,0,0,0,0,0.0141797716152659,0,0,0,-0.136833017525246
X601939.CH.EQUITY,0,0.0232899347422114,0,0.192944259411128,0,0,0,0,0,-0.0238881564472806,0,0,-0.00680616371796975,0,0,0,0,0,0,0,0,0.80738906118623,-0.253501080108818,0.0477773091517551,0,0,-1.38777878078145e-17,0.0610448893988785,-0.138100257050168,0,0,0,0,0,-0.0370210429605318,0,0,0,0,0,0,0,-0.10045668198284,0,0,0,0,0,0,0,0,-0.0604094605308914,0.0632196784936814
X601288.CH.EQUITY,0.147322741972453,0,0.0399656717965243,0,0,0.0653385322910601,0.400350149528838,-0.0803014341874019,0,0,0,0,0,0,0,0.0603586940808323,0,0.022966013632147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186461700303608,0,0,0,0,0,0,0.0252995619058636,-0.10730480992143,0
X600036.CH.EQUITY,0,0.180588265148609,0,0,0,0.0689130319094508,0.0920761832883099,0,0,0,0,0,0,0.208103963284765,0,0,0,0,0,0,0,0,0,0,0.0285823609913286,0.316870358492944,0,0,0,0,0,0.0880262501001948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0646234523653321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133199596661692,0,0,0,0,0.227905902101589,0,0,-0.075986078503093,0,0,0,0,0,0,0.101789578335843,0,0,0,0.631141266656594,0,0,0,-0.0628366816005328,0,0.118638122425316,0,0,0,0,0,0,0,0,0,-0.0564824279873538
X601988.CH.EQUITY,0.182348369984707,0,0,0.10875157482897,0.207352542909785,0,0,0,0,0,0,0,0,0.0773991642118038,0,0,0,0,0,0.0193925100251389,0,0,0,0,0,0,0,0.18745947489083,0.0938312824744759,0,0,0.0718502591161804,0,0,0,0,0,0.0843901574334734,0,0,1.0842021724855e-19,-0.188031489631299,0,0,0,0,0,0,0,0.303243488868547,0,0.0356352028673595,0
X1299.HK.EQUITY,0,0,0,-0.0455055126132499,0,0,1.73472347597681e-18,0,0,0.139297003131718,0,0,0,-0.169783941207984,0,0,0,0,0,0,0,0,0,0,0,0,0.239674845631507,0,0.0187618802470284,0,0,0,0,0,0,0,0,0,0,0.0979723563421252,0.128374911956249,0.0625060123890452,0,0.0745621235936361,0,0.0265172094971412,0.17154959276049,0,0.139060075531417,0,0,0,0
X5.HK.EQUITY,0,0.0170426289760542,0,0,0,0,0,0,0,0,0,0,0,0,0.0967241674725245,0,0,0,0,0,0,0,0.0557184475162961,0,0,0,0.122721916054761,0,0.61815227780631,0,0.0336797919496279,0.135975202723813,0,0,5.42101086242752e-20,0,0,-3.46944695195361e-18,0,0,-0.111751943891025,0.0919810816821102,0.189373665739701,0,0,0,0.106748392522385,0,0.182360121672953,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.121517877464246,0,0,0,0,0,0,0,0,0,0,0,-0.13117204729967,0,0,0.486157173730948,0,0.261012284341963,0,0,0,0.166961941499686,0,0,0.134292219505131,0.108372031878345,0,0,0,0,0.123476694084035,0.000982325528484969,0,0,0,0.0547806347798701,0,-0.244490751210551,0,0,0,0,0,0.0489247276502547,0,0
