,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.52508722199396,0,0,0,0.143679214886646,0,0,0.0657250867099384,0.0214034064526243,0,0,0,0.171059080995387,0,0.0317396096763683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233714857835421,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00905160988187323,0.140067710129766,0.241475757264381,0,0,0.0371553035976566,0,0,0,0,0.316117060826135,0,0.0909857388430261,0,0.0631047101158695,0,0,0,0,0.0364685732914938,0,0,0,0,0,-0.0575695943260177,0,0,0,0,0,0,0,0.0709987269499475,0,0,0,0,0.0139928004471846,0,0,0,0,0,0,-0.0119165634845482
X601939.CH.EQUITY,0.244895850695456,0,0,0.384462030820704,0.0933435314122649,0.072496445347999,0,0,0,0,0,0,0,0,-0.0233069677664794,0,0,0,0,0,0,0,0.0320774981078219,0,0,0,0,0.258666698343464,0,0,0,-0.0491178517535042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684949349672192
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.19699922346349,0.0327518134497561,0,0.674128556188176,0,0,0,-0.0171742581531275,0,0,0,0,-0.109426749200513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137882564008961,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0253905631535791,0,0,0,0,-0.172566497578293
X5.HK.EQUITY,0,0.0316604137747713,0,0,0,0.183246023221296,0,0.288033549141307,0,0.0979843625409754,0,0,0,0,0,0,0,0,0.0327351106264182,-0.0655361752052749,0,0,0,0,0,0.0153230123446205,0,0,-0.146312046164197,0,0,0,0,0,0,0,0,0.149514818699904,0,0.27646442527129,0,0,0,0,0,0,0,-0.124769184206733,0.0867847041527819,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.328758036182691,0,0,0,0.146232927804777,0,0,0,0,0,0,0.0754259572874266,0,0.0746332104158285,0,-0.0235963315308293,0,0,0,0,0.141312553079066,0,0,0,0,0,0,-0.211228547354935,0,0,0,0,0,0,0,0,0.0702336331214957,0,0,0,0,0,0,0,-0.0260059937812836,0.0590649966995771,-0.0889027139852349,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0568602746398064,0,0,-0.0501455991346931,-0.0265476108632753,0,0.0845693423586614,-0.111411588280709,0,0,0,0,0,0.473763030383129,-0.00155957436240766,0,0.112181452285142,0,0,0.125429632232093,0,0,0,0,0,0.0562392949441209,0,0,0,0,0,0,0.251517588223343,0,0,0,0,0.10922296365378,0,0,-0.0366896304460928
X1299.HK.EQUITY,0,0,0,0,0.0822370363453751,0,0,0,0,0,0,0,0,0,0,0,0,0.178231695194391,0,0,0,0,0,0,0,0.0133518049037916,0,0,0.00684580003592419,0,0.0237731382956421,0,0.0785385308100383,0,0,0,0,0.419291451175408,0,0,0,0,0,0,0,0.0607245684733419,0,0,0,0,0,0.169409037701987
X601628.CH.EQUITY,0,0,0,0.000676435568661947,-0.0304707064172771,0,0.00791213608797071,0,0,0,0,0.13613430912997,0,0,-0.0349556738145863,0,0.31940130527191,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0620532203921862,0,0.197383781003919,0,0,0,0,0.239901677283214,0,0.08855177971058,0.0762992319034737,0,0,0,0,0,0,-0.00319540032261582
X601328.CH.EQUITY,0.0734321768889954,0,0.410971656370158,0,0,0,0,0,0,0,0,0,0.428750499942752,0,0,0,0,0,0,0,0,0.182990805655958,0,0,0,0,0,0,0,0,-0.00876798122252884,0,0,0,0,0,0,0,0,0,-0.0712722024217526,0,0,0.204597724696563,0,0,0,0,0.0215238712155198,0,0,-0.00793664324561962
