,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0978298317909689,0,0,0,0,0,-0.030467470534117,0,0,0,0,0,0,0,0,0,0,-0.0774230122287957,0,0.461963284726263,0.439867689829245,0.0620799511203348,0,0.176371606270875,0,-0.223859722920308,0,-0.0478340280243183,0,0,-0.0739838258698535,0,0,0,0,0,0,0,0,0,0.0543570327945245,0,0,0,0,0,0,0,0,-0.0345547428377226
X601318.CH.EQUITY,0,0,0,0,0,0.199656885177607,0,0,0,-0.0655155309266439,0,0,0.104289286659686,0,0,0,0,0,0.0491429340649837,0,0,0,0,0,0,0,0,0,0,0.19569992222339,0,0,0.0218001450386428,0,0,0,0.25209308802538,0,0.045289210732277,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0
X601939.CH.EQUITY,0,0.0642907576879504,0,0.814588455073932,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0308742207841829,0.0140179429805834,0,0,0.0778915806472361,0.0430663985691009,0.0213940911588052,0,0,-4.33680868994202e-19,0,0,0,0.0177652045093795,0.0271193601627769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240521860504199,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.048589458877748,0,0.926513741965907,0,-0.00713347425004048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031438183300911,0,0,0,0,0,0,0.0756655021287463,0,0,0,0,0,-0.0433987800738953,0,0,-0.0913461822449793,0,0,0,-0.00872228156473894,0,0,0,0,-0.105705406501569,-0.0394406173618164,0
X601628.CH.EQUITY,0,0,0,-0.061576667919973,0,0,0,0,0,0.126238980027843,-0.0964503952342797,0.368268406556507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524545328730217,0.610996074202638,0,0,0,0,0,0,0,0,0.207806349843681,0.0805105017475703,0,0,0,0.0845176778572815,0.0928713070694151,-0.0389678312330688
X600036.CH.EQUITY,0,0,0.408636345709189,0,0,0,0,0,0.0223462850893089,-0.00517109251957152,0,0,0,0,0,0,0.105591495316444,0,0,0.00634911702042417,0.0126624904609482,0,0,0,0,0.188886253871676,0.12002247300822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.159613598335134,0.0816894966132008,0,0.0269812174242779,0,0,0,-0.000835233980979004,0,0.0384863546177807,0,0,0,0,0,0,-0.0725937466072768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105751284283719,0,0.0108063783988681,0,0,0,0,1.01773286083981,0,0,0.0348222765119141,0
X1299.HK.EQUITY,0,0,0,0,0.157274100657236,0,0,0,0,0.128049513434132,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20587792625739,0,0.417841125873821,0,0,0.0890962222818815,0.385127530001393,0.164599372911529,0.094305828106791,0,0,0,0,0,0,0,0,0,0,0,0,-0.176594870610647,0,6.93889390390723e-18,0,0,0,0.089397103971612,0,0
X5.HK.EQUITY,0,0,0,0,-0.0262717235580929,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588447452287503,0,0,0,0,0,0,0.277036545057176,0,0.46237865726438,-0.155854817479314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436911920658991,0,0,0,0,0.126040942699852,0.0710685247212896,0,0.00812038470566097
X388.HK.EQUITY,0,0,0,0,0.186604241170805,0,0,0,0.0624013461315261,0,0,0,0,0,0,0,0,-0.237890442586281,0,0,0,0,0,0,0.366456735550336,0,0,0,0.0887348776852846,0,0.0933440329489678,0.045890560884298,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.241245876054469,0.0488474286719456,0,0,-0.200695311150509,0,0,0
X601658.CH.Equity,0,0,0,0.229519640670144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300232719677284,0.000445478948801958,-0.0633282724350058,0,0,0,-0.0447533993821125,0,0,0,0,0,0.0627409853203648,0,0,0,0,0,0,0,0,-0.0307339361904359,0,0,0.288170553678617,0,0,0,0,0,0,0,0,0,-0.00647942143111568
