,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0753279672380964,0,0.658629343517674,0,-1.73472347597681e-18,0,0,-0.0220760517672828,0,0,0,0,0,0,0.00150110368864697,0,0.117518076639509,0,-0.0010779206796277,0,0.014181166171733,0.0220408184639635,0,0,0,0,0,0.0513130045217749,-0.016884495744465,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0237624658714644,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138812414144236,0,0,0,0,0,0.473505712413736,0,0,0,0,0,0,0,0,0,0,0,0.0354847035164617,0,0,0,0.000319169265470579,0,0.0874561286627398,0,0,0,0,0,0.0690968825911118,0,0,0,0,0.00387672837680097,0,0,0,-0.112496171244796
X601939.CH.EQUITY,0,0,0,0,0.322439069997632,0,0.00041588885241715,0,0,0.113563026048541,0.181335102327378,0,0,0.0710205433204098,-0.0445499540238198,0.184372876913164,0,0,0.0700241610694081,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.153872616446592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531728213817931
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0186970576654148,0,0,0.252983369864324,0,0,0,0,0.165639747669315,0,0,0,0.23247096466368,0,0,0,0,0,0,0,0,0,0.0247749690517991,0,0,0,0.192822456642684,0,-3.46944695195361e-18,0,0,0,0,0,0.0862783056617275,0,0,0.104486263667103,0,0,0,0,0,0
X601288.CH.EQUITY,0.434763126424783,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0469663878399942,0,0,0.079922702124629,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.10714656542201,0,0,0,-0.0450365286373923,0,0,0,0,0,0,0,0.0182300516687583,0.0526885598916738,-0.0491902057936641,0,0,0,0,0,0,0.309557481323593,-0.0202026352915291,0,0
X600036.CH.EQUITY,0.0113750252049153,0.205203740409628,0,0,0,0,0,0,0,0,0,0,0,0.276444831324621,0,0,0,0,0.100034674942646,0,0,0,0,0,0.00780887779885845,0.24871757671167,0,0.0873975753656615,0,0.0733102979224221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.20506048683104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071230535633965,0,0,0,0,0,0,0,0,0,0,0,-0.0423047937867021,0,0,-0.144649837208889,0,0,0,0,0,0,0,0,-0.0334002180893831,0,0.0156719361836616,-0.0371705060021538,0.94694889409766,0,-0.0695938396443555,6.93889390390723e-18,0
X1299.HK.EQUITY,0,0,-0.102104157284381,0,-0.0692790464323781,0,0,0,0,0.316988774274074,0,0,0,0,0.0505396476778344,0,0,0,0,0,-0.0859322067130763,0,0,0,0.106224631067229,0,0.316036571304602,0,0,0,0,0,0,0,0,0,0.0483975332282826,0,0,0,0,0.0829953024261098,0.000181318541277505,0,0.183583397347015,0,0,0.0590231588796687,0,0,0,-0.00474861655980049,-0.151097468213792
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.22990660945925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543406466500113,0,0,0.356212672458171,0.13699985153707,0,0,0,0,0,0,0.0677720312982765,0,0,0,0,0.167094777511487,0,0.341273914257806,0,0,0,0,-0.0660094062848829,0,0,0
X388.HK.EQUITY,0,0.0703640637194283,0,0.130503537208109,0,0,0,0.028809085632998,0,0,0,0,0,0,0,0,0,0,0,0,0.0605568086268286,0.0502649891756468,0,0,0,0,0,0,0,0,0.151964264757586,0,0,0,0,0,0.0608195981146751,0.134106370537811,0.244140018709737,0,-0.234861951675281,0,0,0,0.017678341386118,0,0.316820411979669,0,0,0,0,0,0
