,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.389308597579331,0.0623062287733846,0,0,0,0,0,0,0,0.188366951153704,0,0,0,0,0,0,0,0,0,0,0,0.0659903520339377,0,0,0.0491859723314169,0,0,0,0.0586134205050052,0.0119545509404413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393753979839531,0.00483687248255712,-0.115000466473264,0
X601939.CH.EQUITY,0.455172293278994,0,0,0.0736895491876459,0,0,0,0,0,0,0,0,0,0.190084981870348,-0.131443457466694,0,0,0,0,0,0,0,0,0,0,0.272953322089363,0,0,0,0,-0.0493197913223246,0,0,0,0,0,-0.0232356812615945,0,0,0,0,0,0,0,0,0,0,0.163921579524991,6.93889390390723e-18,0,-0.054275245307586,0,0
X601318.CH.EQUITY,0,0,0,0,0.196097716818266,0.241084146899272,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146829793517214,0,0,0,0,0.0687578452425491,0,0.0254609687085,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296145823453816,0.095418276674189,0,0,0.174317280393933,0,0,0,0,0,0,0,0,0.189644466609998,0,0,0,0,0,0.0454574648749904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120897043839026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0965389475587389,0.456585625070013,0,0,0,0,0,0.321849295455169,0,0,0,0,0,0.156391636879038,0,0.0856849753180944,0,0,0,0.0967749408875269,0,0,-1.73472347597681e-18,0,0,0.0924070517376232,0,0,0,0,0,0,0,0,-0.59731756207544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218256452131022
X600036.CH.EQUITY,0,0.0258397717889028,0,0,0,0,0,0,0.0531678038530986,0,0,0,0.146352198374089,0,0,0,0,0.0513029388942439,0,0.0276973894592854,0,0,0.153269476392159,0,0,0,0,0,0,0,0,0.357254405481821,0,0,0,0,0,0,0,0,0.0579639410875102,0,0.0408022128761848,0.187040145982591,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.194639743699945,0,0.11136842225354,0,0,0.121082176113811,0,0,0.203180098367734,0,0,0,0,0.224131117081031,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.180245289185386,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403056457877902,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445256237212894,0,0,-0.0396931486828932,0,0,0,-0.382211601030398,0,0.612718687002676,0,0.0469919455718354,0.691209813806716,0,0,0.018226310898759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148817513032191,0,0.288577026191082,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0962358609713925,0,0,0,0,0,-0.0804724974342985,0,0,0,0,0,0,0,0,0,0,0.27940394723249,0.151654475438928,0,0,0,0,0,0,0,0,0.063782571427394,0,0,0,0,0,0,0,0.204216558763692,0,0,0,0,0,0,0,0,0,0.155986137003054,0,-0.0382380177054814
X601658.CH.Equity,0,0,0,0.0229311952477291,0.125240679640761,0,0,0,0,0,0,-0.126018824285509,0,0.207556074397607,0,0,0,0.22590953682616,0,0,0.0878270425841487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271070250230938,0.122906784245941,0,0,0,0,-0.0367601177020715,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.33075389920177,0,0,0.316582076081798,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.142422962222229,0,0,0,0,0,0,0,0,0.00872685833496584,0,0,0,0,0.180050204470465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00794369648040195,0.0722759585524598,0,0.0461697107338073,0
X388.HK.EQUITY,0,0,0.429583799619229,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0884168175732284,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456270089590792,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.00600261339350677,0.00136576163276451,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.085689333304961,0,0.292663397811069,0,-0.00576244379789294,0,0.0291558796506263,0,0,0,0,0.00468217299304299,0,0,0.035495957078578,0,0.0259664105836565,0,0,0,0,0,0,0,0,0,0.207668786871881,0.0477100602589834,0,0,0,0,0,0,0,0,0,0.0511467032469469,0.0537685864697562,0,0,0,0,0,0.0890682803236612,0.143413068332253,0,0,0,0
X600000.CH.EQUITY,0.140106538707493,0,0,0.148975605376136,0,0,-1.73472347597681e-18,0,0,0,0,0,0.252157061031947,0,0,0,0,0,0,0,0.0179953730176899,0,0,0,0,0.0323973316496205,0,0,0.155135571640352,0,0,0,0,0,0,0,0,0,0,0,0,0.0514306081966805,0,0.0258744908254327,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0404985408079854,0,0,0,0,0,0,0,0,0,0,0.0302859227432817,0.327058365245173,0,0,0.414644427528737,0.0109296534099066,0,0.0436446212926388,0,0.0665272738244076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755527113038785,0,0,0.254202985616583,0,0,0,0,0,0,0.0477278852755596,0,0.328052858595257,0.173941861649967,0,0.0171740048625043,0,0.0698681849430395,0.0689142113781641,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0150196227867764,0,0,0.350476656652466,0,0,0,0,0,0,0,0,0,0,0,0,0.192760707457603,0,2.77555756156289e-17,0,0,0,0,0,0,0.0384887001674954,0,0,-0.0602118689817565,0.0255670061275657,0,0,0.28382467128487,0,0,0.140222000616678,0,-0.0817158475372939,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.333307589009821,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.118299356085459,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.113430235931528,0.279498397929494,0,0,0,0,0,0.118807203398338,0,0,0,0,0,0,0,0,0,0,0,0.00997255538967166,0,-0.0376987965003331,0
X688.HK.EQUITY,0,0.381716745879336,0,0,0,0,0,0.108000576437157,0,0,0,0,0,0,0.112263815000221,0,0,0,0,0,0,0,0,0,0,0,0.239323410716535,0,6.93889390390723e-18,0,0,0,0,0,0,0.0552481751007101,0,0.054927318232695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
