,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.510616875344848,0,0.165489364267614,0.0968690273557327,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0587861793496886,0,0,0.0128590825031563,0,0,0,0,0,0,0,0,0,0,0,0,0.0424532512124366,0.11021635100722,0,0,0,0,0,0.0106975514583808,0,0,0,-2.16840434497101e-19,0.137952685191141,0,0,0,-0.154215189197688,0.00650839664417446,0
X601318.CH.EQUITY,0,0,0,0,0.159963468261611,0,0,0,0.152847691038528,0,0.111315966025817,0,0,0.0105536513695116,0,0,0,0.0106142796256018,0.111746434976115,0,0.301162382835446,0,0,0,0,0.00858468255260795,0,0.11481777450717,0,0,0,0,0,0,0,0.0324991549487173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175975888910408,-0.15971401875996
X601939.CH.EQUITY,0.0328658077205743,0,0,0.428466138418251,0,0,0,0,0,0,0.169240727115158,0,0,0,0,0,0,0,0,0.0154944468250623,-0.178596857596433,0,0,0,0.255862864514768,0.332476439161686,-0.0859423270443593,0.0302306845319198,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0676396883709877,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.171601276510759,0,0.0548185972527197,0,0,0.0755757395519698,-0.065795999108088,0.299966270461928,0.095270380077987,0,0,0,0,0,-0.0206425368922034,0.142720404859654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158140802567691,0,0,0,0,0,-0.112791659992051,0
X600036.CH.EQUITY,0,0.1907576089298,0,0,0,0.0475229825062593,0,0.106689661476021,0,0,0,0,0,0.202963396130338,0,0,0,0,0,0,0,0.0428605730709031,0,0,0,0,1.0842021724855e-19,0,0.303987320841778,0.0878795578964027,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0639783898183168,0,0,0,0,0,0,0,0,0.0225428791634325,0,0,0,0,0,0,-2.16840434497101e-19,0.199274341459956,0,0,0,0,0,0.140829816177756,0,0,-0.0621884255183819,0,-0.0960570157067016,0,0,0,0.102097595540681,0,0,0,0,0.618422468786005,0,0,-0.058148573029207,0.154278514416521,0,0,0,0,0,0,0,0,0,0,-0.0504209576277929
X1299.HK.EQUITY,0,0,-0.189430635928358,0,0,0,0,0,0,0.146059050771574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581218409564939,0,0,0.015129696180565,0,0,0,0,0,0,0,0,0.0225044227432637,0,0.207229078439034,0.25003453445615,0.0820069954260124,0.194004864936729,0.101742674802596,0,0,0,0,0,0,0.075391692388354,0
X601988.CH.EQUITY,0,0.0245196847808497,0.0513451254548215,0.192270606453739,0.36602350072198,0,0,0,0,0,0,0,0,0,0,0.204213874518192,0,0,0,0,0,-0.0112785041747408,0,0,0,0,0,0.0762245293040401,0,0.0203731762658808,0,0,-0.116005392217157,0,0,0.289490050660462,0,0,-0.0667286226702436,0,0,0,0,0,0,0,0,0,0,0,0,0.0504524511450571,0.0107751811099951
X5.HK.EQUITY,0,0.0254106851543147,0,0,0,0,0,0.00029773450081137,0,0.0130709325190569,0,0,0,0.0824556070675432,0.0362874129618326,0,0,0,0,0,0,0,0.0990362232703866,0,0,0,0,-0.029829587274249,0,0,0,0,0,0,0,0,0,0,0.491554289035231,0,0,0.230765234010537,0,0.163619903072201,0,0,0,0,0,0,0,0.00378880055052236,0
X388.HK.EQUITY,0,0,-0.167590482263455,0,0,0,0.171681342233869,0,0,0,0,-0.00889383396172204,0,0,0,0,0,0,0,0,0,0,0,0.342461938744082,0,0,0.0377629190086047,0,0,0,0,0,0.046728675206548,0,0,0,0,0,0,0.246035099744879,0,0.0485653377307897,0,0,0.177590097459986,0,0,0,0,0,0.086304192219288,0,0
X601658.CH.Equity,0.178758880668663,0,0,0,0.22960297121996,0,0,0,0,-0.0575203413755381,0,0.328168261184855,0,0,0,0,-0.0190974554410925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157577853921049,0.111110459297502,0,0,0,0,1.73472347597681e-18,0,-0.0598882996983075,0,-0.0322795344327317,0,0,0,0,-0.112697929945403,0,0.062602965573597,0,0,0,-0.0238655778104701,0
X601166.CH.EQUITY,0,0,0.0869371275118003,0,0.126378662617268,0,0,0,0,0,0.0668912428991325,0,0,0.137620246582143,0,0,0,0.0624377586691021,0,0,0,0,0,0,0,0,0,0,0.19373991444363,0,0.386473141698109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023101172336779,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0118187722905912,0,0,0,0,0,0,0,0,0,0.541984478724204,0,0,0,0.227859973986889,0,-0.0551704458721562,0.17764961392153,0,0,0,0,0,0,0,0.014868477487618,0,0,0.0361171957860191,0,0,0,0,0.237240431496624,-0.0545911343108709,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.656476011380497,0.0651765416318323,0,0.0516563194706958,0,0.101407452198638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167944491925038,0,-0.240300648348786,0.102062420667539,-0.124269734678943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229914155463802,0.115155429910697,0,0,0,0
X000002.CH.EQUITY,0,0,0.168733928781184,0.0875532250524301,0,-0.306686499667863,-0.101521935485402,0,0.198076871110315,0.0915208814226541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164753531263685,0,0,0.0630277782575498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336005366805296,0,0
X601328.CH.EQUITY,0,0.0136947918270076,0,0.241424543430245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384676313768276,0,0,0,0,0,0,0.0370682960821119,0,0,0,0.0315760830369366,0,0.0358269380340658,0,0,0,0,0.202017232100993,0,0,0,0,0.0267005330154854,0,0,0,0.105000859202403,0,0,0,0,0,0,0
