,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.240683531516135,0,0.0656344118472324,0,0,0,0,0,0,0.241673062231159,0,0,0,0,0,0,0,0,0,0,0,0,0.0790935709182801,0,0,0,0.0754329648891053,0,0.200437112311368,0,0,0,0,0,0,0,0,0,0,-0.0632748638264666,0.0536106612320755,0,0,0,0,0,0,0,-0.0798331178269689,0,-0.23353851122705,0
X601939.CH.EQUITY,0.154270478272928,0,0,0.351706245049643,0,0,0,0,0,0,0,0,0,0.254201822323918,-0.110772138773807,0,0,0,0,0,0,0,0,0,-0.0775487250083095,0.220779666564061,0,0,0,0,-0.0124239038615892,0,0,0,0,0,-0.020530339749814,0,0,0,-0.0254497621163249,0,0,0,-0.0269955646193177,0,0,0,0.124450926653117,0,4.33680868994202e-19,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0937479241439913,0,0,0,0,0,0,0.0897709171609193,0,0,0,0,0.0624435777577071,0.171418838466083,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0360801555918003,0,0.00701027896606203,0,0,0,0,0,0.023740187800215,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.311909346835499,-1.38777878078145e-17,0,0.224365502599841,0,0,0,0,0,0,0,0.192367002660313,0,0,0,0,0,0,0.174966652773382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198414286110238,0,0,0,-0.0252941826081576,0,-0.0451618914056948,0,0,0,0,0.00521249388938174,0,-0.0265809825360651,0,0,0,0.0226344357213304,0
X601988.CH.EQUITY,0,0.121983977588665,0,0.382175550754344,0,0,0,0,0,0.279423766560457,0,0,0,0,0,0.242813984210301,0,0.0846898413215635,0,0,0,0,0,0,0.0934851680462384,0,0.0549950150582903,0,0,0,0,0,0,0,0,0,-0.538350643249457,0,0,0,0.046959173355445,0,0,0,0,0,0,0,0,0,0,0,-0.164464704465681
X600036.CH.EQUITY,0,0.179035629030677,0.0163999387066632,0,0,0,0,0,0.0987827413990183,0,0,-0.0295527683493252,0.12425611596158,0,0,0,0,0.169860972921536,0,0,-0.0217497449564639,0,0,0.131444822045612,0.0296096616187663,0,0,0,0,0,0,0,0.36794245144382,0,0,0,0,0,0,0,0,0,0.0310407549474985,0,0,0,0.0615689313615756,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0861041356785226,0,0,0.17546927511311,0,0,0.288849020533544,-6.93889390390723e-18,0,0,0,0.136687936317464,0,0,0,0,0,0,0.0900519931044683,0,0,0,0,0,0,0,0,0,0,0.150651824450928,0,0.0357588749431161,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436568235154326,0,0,-0.0376182563735745,0,0,0,-0.381251570994846,0.61046600717537,0,0,0.0433560676658578,0,0.690244920457752,0,0.0174761920481758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148249777579552,0,0,0.28614409343333,0,0,0,0,0
X601628.CH.EQUITY,0,0.0388630677136193,0.108715123655818,0,0,0.20000898992506,0,0,0,0,0,-0.137240467901674,0,0,0,0,0,0,0,0,0,0.355205557952611,-3.46944695195361e-18,0.104693974290749,0,0,0,0,0.112890501312497,0,0,0,0,0,0,0,0,0,0,0,0,0.0206645642403531,0,0,-0.0541759502764619,0,0,0,0,0,0.157769613486661,0,-0.0506475951110165
X601658.CH.Equity,0,0,0,0,0.118492898399904,0,0,0,0,0,0,-0.106913444709226,0,0.114727812917842,0,0,0,0.0967986168472095,0.227104457474345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157176388807857,0.323859962240554,0,-0.147231790857675,-0.13590460617617,0,0,0,0,0.104319071127303,0,0,0,0,5.42101086242752e-20,0,0
