,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.392278233758664,0.0432158999453505,0.0703528014842468,0,0,0,0,0,0,0.201473873408418,0,0,0,0,0,0,0,0,0,0,0.0492759697434488,0.0627333370408508,-0.0219118814952477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0079455341289288,0,0,0,0.0177239484612962,0,0,0,0,0,0.0436732513016079,0.06241893350023,-0.0991645293330176,0
X601939.CH.EQUITY,0.311373196776062,0,0,0.203519118284167,0,0,0,0,-0.0517333166170632,0,0.132688888695386,0,0,0.0710611827130333,-0.0880287829868551,0,0,0,0,0,0,0,0.191770904611386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255731298385115,0,0,0,0.123754095762431,2.16840434497101e-19,0,0,0
X601318.CH.EQUITY,0,0,0,-8.67361737988404e-19,0.289110181247179,0.0484112315083218,0,0,0,0,0,0.0412515632722478,0,0,0,0,0,0,0,0,0,0.17520713407149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964311897802177,0,0,0.0731367870784822,0,0.153922647322588,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.360982304713175,0,0,0,0.332839521932568,0,0,0,0,0,0.0230482254692765,0,0,0,0,0,0,0,0,0.0744016249914992,0.0309032203599742,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0438164886595359,0,0.0880694512473909,0,0,0,0,0.0418903299052121,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.500778713210474,0,0,0,0,0,0.23630190851193,0,0,0,0,0,0.225155497621764,0.0664494233309905,0,0,0,0.0441220435653187,0,0,0,0,0,0.0870345747106442,0,0,0,0,0,0,0,0,-0.583385909293541,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0244897870055418,0,0,0,0,0,0,0,0,0,0.207998279436495,-0.0262638288438096,0,0,0,0.109712381661506,0,0,0,0,0.139030968549265,0,0,0,0,0,0,0,0,0,0.262406126366975,0,0,0,0,0,0,0,0,0.126437606026665,0,0.117999677978385,0.116411319024618,0,0,0,0,0,0,-0.0201446687439104,0,0
X1299.HK.EQUITY,0,0,0,0,0.0349796539355228,0,0,0,0,0,0,0,0,0.157356064170232,0,0,0.0502689259470213,0.502672930535725,0,0,0,0,0,0.135508231098613,0,0,0,0,0,0,0.0884251707453293,-0.0257277894771321,0,0,0,0,0,0,0,0,0,0,0.0777334395071983,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117226480442195,0,-0.0963037669046405,0,0,0,0,0,0,0.319859344817795,-0.0311980495060293,0,0,0.615110976488159,0,0,0,0,0,0,0,0,0,0.284398388815421,0,0,0,0,0,0,-0.185170536402675,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.131069614699477,0,0,0,0,0,0,0,0,0.371868099568177,0,0,0,0,0,0,0.000639133898703007,0,0,0,0,0.0337455778321158,0,0,0.0753356412740351,0,0,0,0.249996967902294,0.0401008806954965,0,0,0,0,0,0.0417360245716943,0,0,0.166326787969415,0,-0.0279265589275316
X601658.CH.Equity,0,0,0,0.146164157659054,0.145246403899046,0,0,0,0,0,0,0,0,0.109448759488043,0,0,0,0,0,0,0,0,0,0,0,0,0.0632610367042552,0,0.10049371358315,0,0,0,0,0,0,0,0,0.256572387153982,0,0,0,0,0,0,0,0,0,0,0.380145157998886,0,0,0.0477798022858896,0
X601328.CH.EQUITY,0.0616525930520899,0,0,0.600349147506883,0,0,0,0,0,-0.0702649312268919,0,0,0.00418025587182578,0,0.058169937029515,0.0172028004612849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151598873285307,3.46944695195361e-18,0,0,0,0.116007629674638,0,0,0,0,0,0,0,0,0,0,0,0,0.0226597035580198,0,0.112758139679243,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.384737003999388,0,0,0,0,0.0556965345983021,0,0,0,0,0,0.082161401024648,0,0,0.0290001837294197,0,0,0,0,0,0,0,0,0,0.224951439685102,0.0114282196787723,0,0,0,0,0,0,0,0,0.0121035517371634,0,0,0,0.0343561945724239,0,-1.0842021724855e-19,0,0.0462911591368399,0.106164661756323,0,0,0,-0.0023403023919353
X388.HK.EQUITY,0,0,0.288181484712445,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0517583391004848,0,0,0,0.0416354379015557,0.132556934203299,0,0,0,0,0,0.0455950426360186,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0590873256237111,0,0,0.0211798903255213,0,0,0,0,0
X600000.CH.EQUITY,0.296032332976538,0.0503340159319709,0,-6.93889390390723e-18,0.124918192345559,0,0,0,0.10812330463093,0,0,0,0,0,0,0,0.0299769368165484,0,0,0.0523785488275885,0.0784132942638408,0,0,0,0,0,0,0,0.0275489555021503,0,0,0,0.0257523497080593,0,0,0,0,0,0,0.0546593128022338,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0212183470356213,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114212176896735,0,0,0,0.42684513473316,0.0771135603011421,0,0.119532819227246,0,0,0.223328866668952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249206799563906,0,0,0,0,0,0,0.235672390718406,0,0.11987040181125,0,0,0,0.0796205754919528,0,0,0,0.0648394349379238,0,0.0615184822243636,0,0.171425225124715,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.180000821233184,0,0,0,0,0,0,0,0,0.276704324369308,0,0,0.099530121012571,0,0,0,0,0,0,0,0,0,0,0.138674872212687,0,0,0,0,6.93889390390723e-18,0.0653675037563768,0,0,0,0,0,0.00954334639767082,0,0,0,0,0,0,0,0,0,0,0,0.162505405384957,0,0,0
X16.HK.EQUITY,0,0,-0.0358438030906729,0,0,0,0.171211822612688,0,0,0,0,0,0.117301559350179,0,0,0,0,0,0,0.141816070364058,0,0,0,0,0,0,0,0,0,0,-0.0256292846168562,0,0,0.139850180615414,0,0,0.140525852614101,0,0,0.0905907881705949,-0.142984996063104,0.0267628191675511,0.32915779228057,0,0.0147361235064843,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0.260316829401597,0,0.0138961184703215,0,0,0,0,0,0.0487722930927901,0,0,0,0,0.0545137155017169,0,0,0,0,0,0,0,0,0,0,0,0.0500088425443102,0.180782892239296,0,0,0.12675504617928,0,0,0,0,0,0.304690582723453,0,0,0,-0.0818114207938771,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0539030063125729,0,0.105688855898899,0.144106588231309,0,0,0,0,0.0801038606554628,0.0622857117497924,0.160259974021831,0,0.192288921633494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624499000483316,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0861313398886208,0,0,0.0181231481475773,0,-0.00260124024921147,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.189177333457718,0,0,0,0,0,0,0,0,0,0,0.121251665245439,-6.93889390390723e-18,0,0,0,0,0.106280988074909,0,0,0,0,-1.38777878078145e-17,0,0.230118003559219,0,0,0.0672469037114803,0,0.120870757335716,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.041378509877174,0
X601601.CH.EQUITY,0,0,0.59387336452908,-1.38777878078145e-17,0,0,0,0,0,-0.126855760623253,0,0,0,0,0,0,0,0.069638890280864,0,0,0,0,0,0,0,0,0.0490314910904777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151760112425046,0,3.46944695195361e-18,0.108480870936108,0,0,-0.155876746788682,0,0,0.127936620278237,0,0,0
X601998.CH.EQUITY,0,0.134764236530562,0,0,0.107599294706938,0,0,0.015376172408402,0.0587170644410159,0,0.0925156306871959,0,0,0.109651375381259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17898931970473,0,0,0,0,0,0,0,0,-0.0408870048808372,0.0551783998652621,0,0,-0.0411077646064858,0,0,0.424490163892947,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.312626029537126,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.100878916335793,0,0,0.587563501415955,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.0477516018186046,0,0,0,0,-4.33680868994202e-19,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.129114069487252
X2388.HK.EQUITY,0,0,0,0,0,0,0.154773005661094,0,0,0,0,0,0.124199527779677,0,0,0,0,0,0,0,0,0,0,0.426904828036039,0,0,0,0,0,0,-0.057888938300016,0,0,0,0,0,0.175190985638927,0,0,0,0,0,0.067450215598035,0,0,0,0.0716983540039925,0.054580886012425,0,0,0.0231748804795308,0,0.0557706872490864
X601066.CH.EQUITY,0,0,-0.00555254009739353,-0.0560940214350042,0,0,0,0,0,0.114292262989911,0,0,0,0,0,0.530976813418294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961649600576607,0,0.28241324591716,-0.187268490957305,0,0.0760383517421774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319197258106557
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448288193704332,0,0,0,0.144335373300267,0,0.0343193869269587,0,0,0,0,0,0,0.278843347011322,0,0,0,0,0,0,0,0.265311991234648,0.131026146570524,0,0,0,0,0,0,0,0,0,0,0,0.151689092650785,0,0,0.115082627082868,0
