,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,-2.77555756156289e-17,0,0.436672523120634,0,0,0,0,0,0,0,0,0,0,0.334705137601559,0,0,0,0,0,-0.0398896165084393,0,0,0,0,0,0,0,0,0.064864111542219,0,0,0,0,0,0,0.00484314540307657,0,0,0,0,0,0,0,0,0.00985844233508369,0,0.127463781562366,0,0,0,0,0
X601939.CH.EQUITY,0.280459248324997,0,0,0,0,0,0,0,0,0,0,0.136525284116139,0,0.383892353183545,0,0,0,0,0.0691535191396401,0,0,0,0,0,0,0,0,0,0,0.0173183857894382,0,0,0,0,0.0749463358899711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.203574170514441,0,0.0843632843223256,0,0,0,0,0,0,0,0,0,0,0.29894509879545,0.0695380037543837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146902575110504,0,0,0,0,0,8.67361737988404e-19,0,0.121915453030217,0,0,0,0,0,0,0,0,0.0214649752902521,0,0,0
X601288.CH.EQUITY,0.320668104731541,0.125000776279579,0,0,0.381534386239816,0,0,0,0,0,0,0,0,0,0.0963725075303309,0.0372901540111845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.17721991968991,0,0,0,0,0,0,0.238530913549555,0,0,0.0933675806214596,0,0,0,0,0,0,0,0.0234807584351874,0,0,0,0.0979736168817219,0,0,0.0741653191029251,0,0,0,0,0.101506484145145,0,0,0,0,0,0,0,0.0650376883986852,0,0,0,0.0492792883428041,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.285088296036676,0,0,0.166355418156216,0,0,0,0,0.583502435824597,0,0,0,0,0.586854335001244,0,-0.647361600962914,0,0,0,0.114378162244697,0,0,0,0,0,0,0,0,0,0,0.0084688199761857,0,0,0,0,0,0,0,0,-0.213655956036985,0
X600036.CH.EQUITY,0.0978083196798581,0,0,0.0547784864342118,0,0,0,0.0180697871811621,0,0,0,0.0218151423754553,0,3.46944695195361e-18,0,0,0,0,0.0137070078003058,0.0800181850823569,0,0,0,0,0,0,0,0,0,0,0.0978520796501804,0.114020699316095,0,0,0,0.203229894598388,0.0268266170187096,0,0,0,0,0,0,0,0,0,0,0,0,0.0799828213478842,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0356892632770177,0,0,0,0,0,0,0,0,0,0.0258202414678188,0,0,0,0,0.168489032536089,0,0,0.0552056142314306,0,0.0967082723232996,0,0.107498986343087,0,0,0,0,0,0,0,0.0541709918353603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369873696185586,0,0,0
X601628.CH.EQUITY,0,0.284699711756669,0,0.136422510660191,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0154893206103736,0,0,0.0582693593724198,0.0294378002334119,0,0,0,0,0,0,0,0,0,0.193246466159093,0,0,0,0.016396078814115,0,0,0,0,0,0,0,0,0.112270789094897,0,0,0,0,0,0,0.012658259921054,0,0
X601658.CH.Equity,0,0,0,-0.0203869395147487,0,0,0,0,0,0,0,0,0.226168559917545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394913236102699,0.17266574891921,0,0,0,-0.0794540924120673,0,0.432677691283069,-0.310338928725545,0,0,0,0,0.912126626011433,0,0,-0.544119021113633,0,0,-0.151423464852013
X601328.CH.EQUITY,0,0,0,0,0.303310123889873,0,0,0,0,0,0,0,0,0.140178319541328,0,0,0,0,0,0,0,0.480259320673976,0,0,0,0,0,0,0.0303738127081605,0,0,0,0,0,0,0,0.0321308294309704,0,0,0,0,0,0,0,0.0310138926106185,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0681156035583074,0,0.0773991566133752,0,0,0.0754328865067965,0,0,0,0,0,0,0.150531667744281,0,0,0,-0.105521434038737,0,0,0,0,0,0,0.13129201585281,0,0,0,0,0,0.309700798803726,0,0.0296654875102394,0,0,0,0,0,0.00628862438557462,0.111756131147677,0,0,0,0,0,0.132599810350273,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147809594962895,0.123749464947428,0.599855246286631,0.0570856163837903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0583296685045197,0,0,0,0,0,0,0,0,0,0,0.407061330716613,0,0,0,0.0828676036558865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241112845867786,0.0390361277790614,0.339687902706311,0,0,0,0,0,0
X000001.CH.EQUITY,0.0169625692605407,0.253531847057847,0,0,0,0,0,0,0.0414839638485213,0,0.0125150632645104,0.0144153852712174,0,0.158471924438161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389519858595303,0,0,0,0.000288955396556451,0,6.93889390390723e-18,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.0150083757693738,0.0323403221757063,0,0,0,0,0,0,0.162691252174497,0,0,0,0,0.0745814092230652,0,0,0,0,0,0.156000250414449,0,0,0,0,0,0,0,0,0,0,0,0,0.178894720391406,0,0,0,0,0,0,0,0,0,0,0.113104136467385,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0.0764893583096292,-0.014136308558059,0,0,0,0,0,0,0,0,0,0.0824973044542011,0,0,0,0,0,0.0749140037541291,0,0,0,0,0,0,0.096468211940307,0,0,0.357385743829581,0,0,0.280631707233633,0,0,0,0,0,0,0,0,0,0,0,0.00226546889129491,0,0.102839145505853
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515516663925847,0,0,0,0,0,0,0,0,0.360256347606739,0,0.028202938728765,0,0,0,0,0.0137022744622375,0,0,0,0.293031973931496,0,0,0.0487722466503307,0.077646891550838,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671749212007055,0,0,0,0,0,0,0.149233757269764,0,0,0,0,0,0,0,0,0,0,0.0209007056766289,0.56628202307475,0,0,0.0792075844724513,0,0,0,0.0680667036910921,0,0,0,0
X601601.CH.EQUITY,0,0.0864793666943735,0,0.312248673715847,0,0,0,0.130870540994239,0,0,0,0.0254331094121666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000644103439878799,0.0126330042671094,0,0,0,0,0,0,0,0,0,0,0,0,0.303859402067331,0.034216827567591,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0548350298147786,0.161648047345833,0,0,0,0.0843163752725665,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536189458052244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159954569533818,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.130830779903262,0,0.0305358846667574,0.179862095484784,0,0,0,0,0,0.153029777264913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352983102651012,0,0,0,0,0.113987788471367,0,0,0,0,0,0,0,0,0,0,0,0.306297400273454,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0.0786094922869202,0,0,0,0.0269555395032731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823215694103054,0,0,0,0,0,0,0,0,0,0.314402242453482,0.0600927192960991,0.169642685606024,0,0,0.0640470694257607,0,0,0,0,0.254717102643635,0.185086521916052,0,-0.180707249141307,0,0.095106733025237
X11.HK.EQUITY,0,0,0,0,0,0,0,0.303652953617067,0,0,0,0,-0.225739463166337,0.0142142835143562,0,-0.0843456028723456,0,0,0,0.104976223849775,0,0,0,0,0,0.782269188898773,0,0,0,0.257265621205063,0,0,0,0,-0.0534113845696638,0,-0.220962696939897,0,0,0,0,0.0929657770191455,0,0,0,0,0,0,0,-0.235754639361989,0,0,0.160762674988317
X601998.CH.EQUITY,0,0,0.0178652544988686,0,0,0,0,0,0,0,0.306289386215207,0,0,0,0,0,0,0,0,0,-0.0948951756141806,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0135928454414504,0.268609995649023,0,0,0,0.0698747497218687,0,0,0,0,0,0,0.122693865264027,0,0,0,0.109831170770293,0.190447754446654,0,0,0,0,0.0234679311362887,0
X2388.HK.EQUITY,0,0.109480339342654,0,0,0,0.0462987799458722,0,0,0,0,0.0622685705126916,0,0,0,0,0,0,0,0,0,0,0,0,0.464849394696805,0,0,0.0700333338319488,0,0,0,0,0,0,0,0,0.206042056851762,0,0,0,0,0,0,0,0,0.0508580708002185,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.0587133794493457,0,0,0,0.0585469572734377,0,0.0294220383405902,0.023767154772428,0,0.0699597902650224,0,0.0416497346420191,0.262587953552013,0,0,0,0,0,0,0.0995208841392261,0,0,0.0477562031968734,0,0,0,0,0,0,0,0,0,0,0.312442180298708,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.250617766298998,0,0,0,0,0,0,0,0,0,0.154038266660766,0.101308855511031,0,0.197656802892948,0,0,0,0.0381066960643113,0,0.584944302381477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119467808221034,0,0,0,0,0,0,0,0,0.0311056517125078
X2007.HK.EQUITY,0,0,0,0,0.0843649023431365,0,0,0,0,0,0.0161980801056575,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.11186600984144,0,0,0,0,0,0.0800650132803406,0.175138347539158,0,0,0,0,0,0,0,0.221408399994325,0.158546328840491,0,0,0,0.132288154528901,0,0,0,0,0,0,0,0,0,0,0,0
