,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.243679231568692,0,0.17833268182279,0,0,0,0,0,0,0.198899343213557,0,0,0,0,0,0,0,0,0,0,0,0.0492094828820318,0,0,0,0,0,0,0.129529072157292,0,0,0,0,0,0,0,0,0,0,-0.064039687041669,0.0398872357118982,0,0,0,0,0,0,0.0232882023278476,-0.0109076839687701,0,-0.20968146379588,0
X601939.CH.EQUITY,0.453939472494129,0,0,0.0808957021806667,0,0,0,0,0,0,0,0,0,0.1034491311396,-0.149121754972253,0,0,0,0,0,0,0,0,0,0,0.269587874808004,0,0,0,0,0,0,0,0,0,0,0,-0.0210395868487662,0,0,0,0,0,0,0,0,0,0.142319189857158,0.0714844073653834,0,-0.0749580769391155,0,0
X601318.CH.EQUITY,0,0,0,0,0.152115166501465,0.160675004362274,0,0,0,0,0,0,0.0309731349727221,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.136964652411634,0,0,0,0,0,0.0569381609425964,0,0.0308150399255032,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296467437965616,0.0946729159077509,0,0,0.174277226661213,0,0,0,0,0,0,0,0,0.184992847973609,0,0,0,0,0.0447367933778317,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119216027036354,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.483262173536323,0,0,0,0,0,0.309370021187518,0,0,0,0,0,0.189980866933521,0,0.142605053775003,0,0,0.0541257231972629,0,0,0,0.0378606371787209,0,0,0,0,0,0,0,0,0,0,0,0,-0.528310469499798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.258423984254604
X600036.CH.EQUITY,0,0.0497252378566551,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.169943733314077,0,0,0,0,0.0286743763892736,0,0,0,0,0.207919735473952,0.013337661917424,0,0,0,0,0,0,0,0,0.357854626998318,0,0,0,0,0,0,0,0,0.112122156657895,0,0.142527173134715,0,0,0,0.00285765933577733,0,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.212712225115564,0,0,0.434887920551538,6.93889390390723e-18,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0708877243005617,0,0,0,0,0,0,0,0,0,0,0.0405805293098921,0,0.0777521349194106,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0282956363905445,0,0,0,0,0,-0.103988435832065,0,0,0,0,0,0,0,0,0,0,0.302882613004481,0.147965351584409,0,0,0,0,0,0,0,0.100284943564162,0,0,0,0,0,0,0,0,0.0457040442141632,0.180897938426318,0,0,0,0,0,8.67361737988404e-19,0,0,0.147050582364859,0,-0.0373560030193604
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363041620748175,0,0,-0.0781773693335529,0,0,0,-0.405456192643432,0,0.629779554417928,0,0.0661278580007786,0,0.695753463613482,0,0,0,0,0,0,0,0,0,0,0.0433631222816394,0,0,0,0,0,0,-0.135913218946036,0,0.257831407142272,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.0780721258749985,0.0729962731131026,0,0,0,0,0,0,-0.0453899757353044,0,0.0980913673381799,0,0,0,0.143782486675807,0,0,0.289187192973108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318552508951851,0,0.109526079511466,0,-0.150140997224686,-0.154214598675747,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
