,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.368636908378216,0,0.297493885019757,0.00314946531479857,0,0.1727956648928,0,0.128374995153786,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.107703089018042,0,0,0,0,0,0,0,0,0,0,0,0.104499116752724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212747070622382,0,0,0,0
X601939.CH.EQUITY,0.369696827734176,0,0,0,0,0,0,0,0,0,0,0.0757500449918433,0.307429463725279,0,0,0,0,0.102145097793572,0.070922039411216,0,0,0,0,0,0,0,-0.106722867002393,-0.0122634616065607,0,0,0,0,0,0,0,0,0.0130928569928995,0,0,0,0,0,0,0,0,0,0.0298855960610527,0,0,0.0326392918751785,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.386977575387327,0.0536213951026762,0,0,0.354528557777603,0,0,0,0,0,0.113283476735873,0,0,0,0,0,0.0602102644859883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318197924520568
X601988.CH.EQUITY,0,0,0,0.264725542545272,0,0,0,0,0,0,0,0,0,0.0198573873782642,0,0,0,0,0.165452078644064,0.170957607031957,0,0,0,0,0,0,0,0,0,0,0.066942466462394,0,0,0.0240045147183265,0,0,0,0,0,0,0,0,0,0.180911922382258,0,0,0.0978696393931411,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547863765984957,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.612188585515743,0.18341574388951,0,0,0,0,0,0,0,0,0,0.0433071030924257,0,0,0,0,0,0,0,0,0,0,0,0,0.445075160779108,0,-0.0550487024191625,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.176155543549318,0,0,0,0.561555002839587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121148480605174,0.0981357516488866,0,0,0,0,0,0,0,0,0.093359339965612,0.0985022872426025,0,0.0500445817549436,0,0.0426231787604537,0,0,0,0,0,0,0,0,0,0,0,0.0385473286806049
X1299.HK.EQUITY,0.0280545818517036,0,0,0,0,0.0399553388599631,0.0707586994610616,0,0.0709283608256481,0,0,0,0,0,0,0,0.347544160122658,0,0,0,0.222814616444726,0,0.193675211797217,0,0,0,0,0.0911913908940489,0,0,0.140265973145484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.132362513044049,0.0404334054540753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39807920357083,0,0.0522686852503551,0,0,0,0,0,0,0.136813870587358,0,0,0,0,0,0,0,0,0.0272767826469464,0,0,0,0,0,0,0,0,0,0,0.0361240317564068,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108123783797845,0,0,0,0,0,0,0,0,0,0,0,0,0.311016789882878,0,0,0.244557739284188,0,0,0,0,-0.019167242277392,-0.361301150557312,0.454512047794557,0,-0.118237576115068,0,0,0,-0.17764320234196,0.534617307580943,0,0,0,0,0,0
