,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X823.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.152870835315193,0,0,0.0334448985393359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596441217399801,0,0.216222645599648,0,0.0527581786087826,0,-0.122108797286639,0,0,0,0,0,0.280290776694144,0,-0.169342588910254,0,0,0,0,0,0,0,0,0,0,-0.123647987828573,0,0,0,0.00658395069175854,0,0
X601318.CH.EQUITY,0,0,0,0,0.0878794047122649,0.0265784144668698,0.0602588461836325,0,0,0,0,0,0,0,0,0,0,0,0,0.287181115231784,0,0,0,0,0,0,0,0,0,0,0.15272488016995,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.309405369716501,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.84355585811637,0,0,0,0,0.0150040185832799,0,0,0,0,0,0,0,0,0.0204867113125813,0,0.0516794891810263,0,0,0.00510462991126728,0.0116099810520266,0,0,0,0,-0.126224621044282,0,0.0936575815821199,0.0865721963069608,0,0,0,0,0,0,-0.0165777599624762,0,0,0.0420601329556154,0,-0.0740106797402999,0.0214557708229653,0,0,0,0,0,0.0700273477798238,0,0
X601288.CH.EQUITY,0,0,0.765715332659184,0,0.000533078786667086,-0.0445986283496314,0,0,0,0,0,-0.0173140427917147,0,0.299106186547007,0,0,0,0.125534716730107,-0.0179952231982775,0,0,0,0,0,0,-0.0737906377606608,0.00383104018810877,0,0,0,0,0,0,0,0,-0.0922562377364522,-0.0930306406819753,0,0,0,0,-0.0215702921943238,0,0,0,0,0,0,0,0,-0.0190937929811937,-0.0116924697437175,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.661401005680956,0,0,0.292640893138715,0,0,0.112480548618269,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0941689046625535,0,0,0,0,0,0,0,0,0.0514482524399349,0.0031191237333941,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0.283559589431279,0,0,0,-0.0202157552046986,0,0,0,0,0,0,0,0,0,0,0,0.0362902662703053,0,0.053627874045281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207264213405318,0.121281328186361,0,0,0,0,0.0793116547472747,0,0.0809187983744403,0.07624075085001,0.0512703136940016,0,0
X600036.CH.EQUITY,0,0,0.257668003196298,0.186320340784451,0,0,0,0.117066095744599,0.0844871802198916,0,-0.0536825986458981,0,0,0,0.0567582617768635,0,0,0,0,0.0176847310024945,0,0,0,0,0,0,0.0285755676865397,-0.0157344875733722,0,0,0,0,0,0.261134081570505,0,0,0,0,0,0,0,-0.0131071734761223,0,0,0,0,0,0,0,0.0725535515651225,0.0326518094120233,0,0.0499944848085368
X1299.HK.EQUITY,0,0,0,0,0,0.0882437319729179,0,0,0,0,0,0,0,0,0,0,0.0321797918738407,0,0,0,0.182634350822982,0,0,-0.0609997655671524,0,0,0,0,0.165724240723227,0,0,0,0,0,0,0,0,0.0231944274498429,0.0390457758718522,0,0,0.174901870398367,0.117094604321984,0,0,0,0,0,0,0.443780251339933,0.0843126968799334,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.0453415029776002,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0.133404431535057,0,0,0.0140459925644785,0.169033492520624,0.125733082552792,0,0,0.123317715811859,0,0,0,0.0229963436245974,0,0,0,0,0,0,0,0.165230594749585,0,0,0,0,-0.0453531107723547,0,0.248901843031749,0,0.127930360950295,0,0,0,0,0.279966657053106,0,0
X601658.CH.Equity,0,0,0,0.231623193354551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207948123933321,0.190615346564239,0,-0.0956929292347356,-0.00499619276392206,0,0,0,-0.117978550969277,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837362319558953,0,0,0,0.373540080459382,0,0,0,0,0,0,0,0,0,0
