,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.109117586141433,0,0,0,0,0,-0.0380107749233897,0,0,0,0,0,0,0,0,0,0,0,0,0.551097847877089,0.0427628811092655,0.64622434783896,-0.172916762300425,0,-0.302637756200363,0,0.194332424043729,0,-0.159021924343843,0,0,-0.0605955425298311,0,0,0,0,0,0,0,0,0.0552593482359101,0,0,0,0,0,0,0.0409451763833073,0,-0.0916927822704911
X601318.CH.EQUITY,0,0,0,0,0,0.270201848574182,0,0,0,-0.0847808987118747,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193725814520979,0,0.00979953991197512,0.0390629363588117,0,0,0,0.227438750949757,0,0.158723418861193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.833407404482376,0,0,0,0,0,0.0132655178885871,0.000564080006923998,0,-0.0492540115261852,0,0,0.0457295381842309,0,0.140733641735365,-1.73472347597681e-18,0,0,0.00892788357318083,0,0,0,0,0,0,0.0239545953201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671710431203829,0,0.00895131166130829,-3.46944695195361e-18,0,0,0
X601288.CH.EQUITY,0,0,0.949522968262106,0,-0.0296900605936631,0,0,0,0,0,0,0,0,0,0,0,0.0338032816276253,0,0,0,0,0,0,-0.0295866201486847,0,0.0722985076457522,0,0,0,0,0,0,0.00506164542084581,0,0,0,0,0,0,-0.0230514668828228,-0.0608811100011602,0,0,0,0,0,-0.0135304672279917,0,0,0.0437578662089092,-0.0892903283228981,-0.0298480187086508,0
X601628.CH.EQUITY,0.0132546951300872,0,0,-3.46944695195361e-18,0,0,0,0,0,0.256545787053737,0,0.223052046748896,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127890118105192,0,0,0,0,0,0,0,0.0164662441717157,0,0,0,0.521912578130869,0,0,0,0,0,0,0,0.117398566928328,0.270058482001962,0,0,0,0,0,-0.026528863514263
X600036.CH.EQUITY,0,0,0.080407708207897,0.250552062470564,0,0,0,0,0.0629530850822821,-0.00588304756072345,0,0,0,0,0,0.151443565097952,0,0.119185203424703,0,0.00871924067461456,0,0,0,0,0,0,0,0,0.153823053808368,0.137866210966417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601636295568664,0,-0.0238343837417457,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-3.46944695195361e-18,0.00285282822798779,-0.136551663487499,0.0796447606012647,0,0.0512702844931562,0,0,0,-0.0218311797334741,0,0,0,0,-0.000939839195863144,0,0,0,-0.0439041459604547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108654623944116,0,0,0,0,0,0,0,1.05183022390939,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0863200055650775,0,0,0,0,0,0,0,0.0588570221760192,0,0,0,0,0,0,0,0,0,0,0.157179268343243,-0.082266167938299,0,0.00411178039161841,0,0,0,0.295438657861092,0.224976390822835,0,0,0,0,0,0,0,0,0,0.243792879040392,0,0,-0.067299753282321,0,0.0576173595442735,0,0,0,0,-0.0450087599672343,-0.0657365746734718
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136942580623916,0,0,0,0,0.0324936860010939,0,0.19269298528123,0.523059080357692,-0.0303247919126226,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.116544073638226,0.117096602354175,0,0,0,0,0.00922444693292147,0.0525336306545057,0,-0.166498095265347,0,0,0,0.141805632804585,0,0.0167480420978608
X388.HK.EQUITY,0,0,0,0,0.262484170082735,0,0,0,0,0,0,0,0,0,0,0,0.0342854961727425,-0.210611680512203,0,0,0,0,0,0.411309133046856,0,0,0,0.15346971694638,0,0,0,0,0,0,-0.0134410016814097,0,0,0,0,0,0,0,0,-0.263880824553878,0,0.183770449770994,0,0,0,0,0,0.0471377637349212,0
