,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.292284558375633,0.0283758701936227,0,0,0,0.461512473754707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100394511918866,0.0411520870245529,0,0,0,0,0,0,0,0,0,0,0.0789977811674048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.221169846493955,0,0,0,0,0,0.189169766283666,0,0,0,0,0,0.107575079843785,0,0,0.0851183227793438,0,0,0.123997159948346,0,0,0,0,0,0,0,0,0,0.0135435436664518,0,0,0,0,0,0,0.0621115371233813,0,0,0,0,0,0,0,0.00309978239088827,0,0,0,0,0,0,-0.15558908179434
X601939.CH.EQUITY,0.463978062307517,0.109539493657729,0,0,0,0,0,0.172555634142387,0,0,0,0,0,0,0,0,0.0190193718340469,0,0,0,0,-0.143679379797239,0,0,0,0,0,0,0.156666256442788,0,0,0,0.139813791948067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198758085332253,0.141683848033463,0,0
X600036.CH.EQUITY,0,0.00832688388544573,0,0,0,0.0578052818132441,0,0.0339803299334873,0,0,0,-0.0954668694437635,0.159757553999333,0,0,0.0963796912969347,0,0,0,0,0,0,0,0,0,0.0630160807910432,0.130876409380143,0,0,0.0599977973809426,0,0,0,0,0,0,0,0.00769340777251097,0.157560863937179,0,0,0,0,0,0,0,0,0,0,0.392474625336225,-0.10937647146633,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.561159975399669,0,0,-0.0819209693767477,0.0376473307962923,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.058452212290341,0.0756874425869553,0,0,0.10510291257175,0,0,0.113138167458269,0,0,0,0.055326125132293,0,0,0,0,0,0,0,0,0,0,0,0,0.0531466802899367,0,0,0,0,0.00578817347618131,0,0
X1299.HK.EQUITY,0,0,-0.209049470463707,0,0,0,0,0,0,0,0.107469876506636,0,0,0,0,0,0,0,0,0.0199517310846037,0,0,0.112246501724931,0,0,0,0,0,0,0,0,0,0.173983865202339,0,0,0,0,0,0.0957360918256145,0.163686863935771,0.0672208481113209,0,0.298366783048857,0,0,0,0.294923380961237,0,0,0,0,0,0
X601628.CH.EQUITY,0.079362314620212,0,0,0,0,0,0,0,0,0,0.0249518924192226,0,-0.0896175404230651,0,0,-0.234315508182472,0,0,0,0,-0.0129051872785517,0.174289500239494,0,0,0.115741616901883,0,-0.0804820695273937,0,0,0,0,0,0,0.577914070484674,0.0618610753358132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428296241487905,0
X601988.CH.EQUITY,0.0754412235387008,0,0.0945070346678278,0,0.3556965215112,0,0,0,0,0,0,0,0.211363855779635,0,0,0,0.144122641665945,0,0.00640914974857688,0,0,0,0.00639166223001029,0,0,0.0196937977596423,0,0,0,1.73472347597681e-18,0.126958981954436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123642072250867,0,0,0,0,0,0,0,0,0,0,0.00283894857401684,-0.0947221587387628,0,0,0,0,0,0,0.234300633678176,0,0.189709000631228,0.140608996844653,0,0,0,0,0,0,0,0,0.0603648162093428,0,0,0,0,0,0.198140262487773,0.0625106496181525,0,-0.0628866993514363,0.25932521742462,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0670390675576984,0,0,0,0,0,0,0,0,0.0881858189639819,0.138237199294321,0,0,0.0236125460262868,0,0,0,0,0,0,0,0,0,0,0.14333992443434,0,0.435911816732057,0,0,0,0,0.0429395728879757,0,0,0.0140618244333922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411963501978996
