,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X300059.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.23841053964312,0,0,0,0.342687691718471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263292149628576,0,0,0.0170185433729582,0,-3.46944695195361e-18,0,0.0119294246251412,0.0790333965642156,0,0.0778352025566044,0,0,0,0,0,0,0,0,0,0,0,0,0.0107719799092364,-0.0922666821776669,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.192272730394043,0,0,0,0,0.0733373417712495,0,0,0,0.0872682247265625,0,0.0282994992845371,0,0,0,0.0594301435739096,0.165160871712461,0,0.0993855242285225,0,0,0,0,0,0.185297406437352,0,0,0,0.0650097502249981,0,0,0,0,0,0,0,0,0,0,0,0.0038418943898534,0,-0.0582172773444326,0,0.0277182456751495,0,0,0,0,-0.0656473200620953
X600036.CH.EQUITY,0,0.0338917761104606,0,0,0,0.173575398135443,0,0,0,0,0,0,0.0817837565828739,0,0,0,0.148019896431575,0,0.000931194284412471,0,0,0,0,0,0,0.440228175479662,0,0,0.0954216146908062,0,0,0,0,0,0,0,0,0,-0.153810123591174,0,0,0,-0.0220989020483014,0,0,0,0,0,0,0,-0.0204554339512919,0,-0.0949465589388869
X601939.CH.EQUITY,0.525702830049537,0.109526158476305,0,0,0,0,0,0,0.129889143879168,0,0.199391706309908,0,0,0,0,0,0,0.147278211315856,0,0,0,0,0,0,0,0,0,0,0.161629288145958,0,0,0,0.0152841158513683,0,0,0,0.00285284796550019,0,0.0805451766371408,0,0,-0.109340125235911,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0182011339415749,0,0.139708868640024,0,0,0,0.564811414942954,0,-0.0376827654788935,0,0,0,0,0,0,0,0,0,0,0,0,0.0776063811390248,0,0,0,0,0,0.063453607660626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373646708055315,0,0,-0.0104023833097952,0.0598869042627933
X1299.HK.EQUITY,0,0,0,0,-0.0505113219196433,0,0,-0.0715007404683464,0,0.141624848707922,0,0,0,0,0,0.0342754208780639,0,0,0,0,0,0,0.135922294628562,0,0,0,0,0,0,0,0,0,0.0749088609634749,0,0.0122172689077455,0,0,0,0,0.183867790175398,0,0.145522058762629,0.0932351294110147,0,0,0,0,0.0165609027472866,0.298130689333173,0,-0.111772917096016,0,0
X601628.CH.EQUITY,0,0,-0.0640474007367342,0,0,0,0,0,0,0.196346397638626,0,0,0,0,0.0123350405485511,0.0982371235376833,-0.0112951705698499,0,0,0,-0.0627786508793665,0,0.147908117436322,-0.0583568253926445,0,0,0,0,0,-0.0264350479815607,0,0,0,0,0,0,0,0.36964463933687,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0350131060742208,0
X601988.CH.EQUITY,0.163456497722169,0,0,0,0.425642803731807,0,0,0,-0.0398212267941012,0,0,0.0801561621922051,-0.0754411409404983,0,0,0,0,0.0609684382374624,0,0,0,0,0,0,0.0275858815942931,0,0,0,0,0,0,0,-0.121963864646021,0,0,0,0.00441217728528295,0,0,0,0,0.145965446682088,0,0.188463158320801,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.188900226924275,0,0,0,0,0,0,0,-0.11909963714554,0.00875725492669369,0.0930481989498829,0,0,0,0,0,0,0,0,0,0,0.223965127145816,0,0,0,0.158744966108012,0,0,0,0,0,0.113550455385333,0,0,0,0,0,0.235199964288307,0.117139941719292,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.0803835918694845,0,0,0,-0.0953100902366258,0,-0.0720081826324263,0,0,0,0,0,0,0,0,0,0,0,-0.0133781608920358,0,0,0,0,0,0,0,0,0,0,0,-0.200150515674282,0,0,0,0,0.0936279113887436,0,0,0,0,0,0.46460486506376,0.0508685173078906,0,0,0,0.12330605277719,0,0.134248429205235,0,0
X601166.CH.EQUITY,0,0,0,0.143835427699294,0,0,0,0,0,-0.172575804814147,0,0,0.536793485050036,0,0,0,0,0,0,0,-0.0650639061125496,0,0,0,0,0,0,-0.015619596161605,0.0946632786588809,0,0.0852175746455208,0.0702258234438118,0,0,0,0,0,0.00658274310298672,0,0,0,0,0,0,0,0,0.078467837040984,0,0,0,-0.02048507333647,0,0
