,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.00107314339589253,0,0,0,0,0,-0.0403910220620344,0,0,0,0,0,0,0,0,0,0,0,0,0.530571949941446,0.662297404687417,0,-0.113629032667186,0,0.00758258710135941,0,0,-0.196887005255972,0,0.245740514482749,0,0,0,0,0,0,-0.0546005852403653,-0.309363839819,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.185295178893734,0,0,0,0,0,0,0,0.0934507717412558,0,0,0,0,0.203740076190918,0,0,0,0,0,0,0,0,0.0880836063654964,0.0495349307855067,0,0,0,0,0,0,0.208961790990673,0,0,0,0,0,0,0,0,0,0.0314794677704591,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.815019673103607,0.0210137100908499,0.0101540471546593,0.0158545768083244,0,0,0,0,0,0,0,0,0,0,0,0.0588917978482405,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0351186980276044,0.0395851570466785,0,0,0,0,0,0,0,0,0,0,0.059035443440367,0,0,0,0,0.0269959149219297,0,0,0,0
X601288.CH.EQUITY,0.0103880823860808,0,0.889039357743361,0,0,-0.084624915548617,0,0,0,0,0,0,0,0.0148248275561686,0,0,0.0536156995402483,0.115948163322245,0,0,0,0,0,0,0,0,0.0447941638543586,-0.0173531755097516,0,0,0,0,0,0,0,0,0,0,0,-0.13694835526076,0,0,0,0,0,0,0,0,0,0,-0.0380662975100951,0,0
X601988.CH.EQUITY,0,0,0,0,0,-0.0399370674504126,0,0,0,0,0,-0.0368757213390526,0.969890990192259,0,0,0,0,-0.205499240425139,0,-0.164432982614294,-0.00447169004037428,0,0,0.309073486386603,0,0,0,0,0,0,-0.0316451677394029,-0.0206449679706043,-0.0659678665962393,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.175494933262038,0,-0.0138920960938534,-3.46944695195361e-18,0.102810326942557,0,0
X601628.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.91427830755257,0,0,0,0,0,0,0,0,0,0.0997820240259794,0,0,0,0,0,0,0,0,-0.11307744937854,0,0,0,0,0,0.0795024242922302,0,0,0,-0.0827904958894332,0,-0.0562454793541961,0,0,0.016365138208328,0,0,0.0372705307899226,0,0.0570112090647048,0,0
X600036.CH.EQUITY,0,0.0154941004015825,0.419576785558415,0,0,0,0,0,0.0272298383508073,-0.0055527132694818,0,0,0,0,0,0.106959794181215,0,0,0,0.000416858282472425,0,0,0,0,0,0,0.194778030993458,0,0,0,0,0,0.108300716772552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0645367791418339,0,0,0,0,0,0,0,0.00156260675030939,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105950487727514,0,0,0.234943179441594,0,0.545350930792886,0.111635695323309,0.146698732386566,0,0,0,0,0,0,0,0,0,0,0.0953343823531819,0,0,-0.233399410557461,0,0,0,0,0,0.092783551844305,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0813772090046263,0,0,0,0.13900464099061,0,0,0,0,0,0.257343392003563,0,0.129738001383948,0,0.226329201192912,0,0,0,0,0,0,0,0,0.0290143949175197,0,0,0,0,0,0,0.0936290848481608,-0.137893007009945,3.46944695195361e-18,0,0,0,0,0,0.149231380432975,0,0.22144811519903
X388.HK.EQUITY,0,0,0,0,0,0.241358564446976,0,0,0,0,0,0,0,0.00301927017153963,0,0,0,0,-0.239688594037408,0,0,0,0,0,0,0.0290996525371769,0,0.37316128789871,1.38777878078145e-17,0.0989263175979072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1997499788759,0,0.0228083279680483,0,0,0.0794266828204797,-0.235917584809768,-0.0383518472401205,0,0
