,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.350543412632059,0.171151611574561,0.0293332556708624,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0.178076231786407,0,0,-0.0104192644987567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128996728321961,0,0.0321980159613031,0,0,0.0122291391417334,0,0.207205667055425,0,-0.075947791488593,0.0689942963707801,0
X601318.CH.EQUITY,0,0,0,0.148187495365942,0,0,0,0,0.153256295738671,0,0,0.105427293460963,0.0244604744531478,0,0,0,0.00835985332594739,0,0.117731525179214,0,0.258062397898232,0,0,0,0,0,0,0,0,0,0.120517959366197,0,0,0,0,0.0224490085443287,0,0,0,0,0,0,0,0,0.0158227405804562,0,0,0,0,0,0,-0.0186696219802141,-0.15732624629108
X601939.CH.EQUITY,0.00797246124742166,0,0,0,0.228091867234537,0,0,0,0,0,0,0.194355251003264,0,0.0394584257696959,0,0,0,0.0667417950537432,0,0.0439083454440249,0,0,-0.0588330088297922,0.374737678046183,0.224520342133883,-0.0506710884768653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0
X600036.CH.EQUITY,0,0.124652439819679,0,0,0,0.0490152413575454,0.133287484538702,0.116704510783447,0,0,0,0,0.168620336936393,0.107872067649815,0,0,0,0,0,0,0,0,0,0,0,0,0.283628128168156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124166398088052,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0973468026210514,0,0.145416552551844,0,0,0.0575286414530103,0,0.293463915319564,0,0,0,0,0,-0.0537271574354854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090550836223772,0,0,0.0866792143166443,0,0,0,0,0,0,0,0,0.115927490368771,0,0,0.186084390953141,0,0,0,0,0,0,-0.0694329010020293,0
X601628.CH.EQUITY,0.0222265950933764,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.101634793781055,0,0,0,0,0,0.179269786644189,0,0,0,-0.109245161328679,0,0,0,0,0.298153031003047,0,0,0.566419527540643,0,0,0,0,0,-0.0244603616099503,0.106220864384733,0,0,0,0,0,0,0,0,0,0,-0.0187823964242343
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0359052752140337,0,0.277658388012162,0,0,0,0,0,0.106971377534643,0,0,0,0,0,0,0,0,0,0.00997436899566307,0,0,0,0,0,0,0,0,0,0.0563920754870203,0.00386109024796363,0,0.118784346844246,0,0.184433609338414,0.16774056710789,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0200217950944249,0.0945248034224281,0.216639277955642,0.107235701497389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305282545143384,0,0,0,0,0.0215716097407625,0,0.229879453032945,0.0933347551046066,0,0,0,0.162059467166697,-0.129593523186788,0,0,0,0,0,0,0,0.0748023039870513,0,0,0,0,0.0147472766040195,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.114529616492985,0,0.080847344287842,0,0,-0.0402499079847955,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0909348215590149,0.127464342315806,0,0,0,0.197020177450647,0,0,0.0151491361909596,0,0,0,0,0,0,0.0277505851782877,0,0,0.322824147494829,-0.0501137423186981,0,0,0,0.134274861099903,0,0,0,0.0885777686272124,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.156593933878212,-0.0808635800588773,0,0,0.0618255610341332,0,0,0,0,0,0,0,0.34696610455538,0,-0.083161907938645,0,0,-0.131080643277938,0,0,0.174612334087839,0,0,0.295153487225709,0,0,0.0828300960160582,0,0,0.204823800654921,0,0,0,0,0,0,0,0.0603928938574048,0,0,0,0,0,0.0615440863692391,-0.327331983726509,-0.0479183481570402,0,0,0.188293375064885,0,-0.0876947514822295
