,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0501924999010855,0.205849517452264,0,0.0414770979946616,0.028999844202221,0,0,0,0,0,0,0,0,0,0,0.20604568262468,0,0,0,0,0.0190427845947587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610619621515693,0,0,0.0272074714923304,0,0,0.101572816048784,0,-0.0360489769877996,0,0
X601318.CH.EQUITY,0,0,0.108888834911602,0,0.0627320107310619,0,0,0,0.138629590146556,8.67361737988404e-19,0,0,0.0693577881132254,0,0.0440833954300241,0,0,0.0801902036765773,0,0.209237449737396,0,0,0,0,0,0,0,0,0,0,0.100932318926641,0,0,0,0,0,0,0.0775025902213066,0,0,0,0,0,0,0,0,0,0,0,0.0269481350830845,0,0,-0.0923527441242118
X601939.CH.EQUITY,0,0,0,0.0764885532997074,0,0,0,0,0,0,0.109032343756592,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.640809010355482,0,0.150099658255724,0,0,0,0.0821488708774945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.141706523157689,0,0,0.0761370911130108,0,0.396811595294263,0,0,0,0,0,0,0.0642909925182309,0,0,0,0,0,0,0,0,0,0,0,0,0.152941605655933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255548378750324,0,0,0,-0.0733668857402918,0
X600036.CH.EQUITY,0,0.131503972154421,0,0,0,0,0.200209665974475,0.0223896684171995,0,0,0,0,0.173525405370728,0,0,0.127109379912469,0,0,0,0,0,0,0.175573114463141,0.24581865004813,0,0,0.00129239835519209,0,0,0.0372775038913215,0,0,0,0,0,0,0,0.00461091030154494,0,0.0711903844321015,0.0196388484400431,0,0,0,0,0,0,0,0,0,-0.0669115987167229,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106759752456351,-0.0140923537798097,0,0,0,0,0.209309037626944,0,-0.0957689504279548,0,0,0,0,0,0.0141560763372612,-0.0191761857715048,6.93889390390723e-18,0,0,0.707950821358454,-0.0286623877869711,0,0,0,0,0,0,0.105567343580453,0,0,-0.0756709353567867,0,0.179961142552561,0,0,0,-0.0430002299910937,0
X1299.HK.EQUITY,0,0,-0.0956265988512017,0,0.114044597073037,0,0,0,0,0,0,0.192416746132206,0,0,0,0,0,0,0,0,0.138967195190743,0,0,0,0,0,0.164633370807215,0,0,0,0,0,0.0493382132474252,0,0,0,0,0,0,0.0330079216091897,0.132636524525761,0,0.0862580778005048,0,0.0489786841966748,0.118257059117676,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.663415772462434,0.15842296918731,0,0,0,0,0,-0.00367862012270346,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0842394727560371,0,0,0.237414640288516,0,0,0.00777338813552479,0,-0.0239078270647022,0,0.100457063586376,0,0.132677383775554,-0.0108015763690279,0,0,0,0,0,0,0,0,-0.0188478001154075,0,-0.0325063604587514,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00958305601031522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131019449051462,0,0,0,0,0,0.0858113230740083,0.180461650549232,0,0.0160013693524542,0,0,0,0,0,0,0,0,0,0,0.34281883281638,0,0,0,0,0,0.152725627706899,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0850491325819841,0,0.0419123628284884,0.0376627719063062,0,0,0,0,0.0348512019968691,0,0.123162627760384,0,0,0.04398111340574,0,0,0,0,0,0,0,0.158186737353302,0,0,0,0.391089617493719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.108606900237672,0,0.0891601012977014,0,0,0,0,0,0.324236800798336,0,-0.033036894546475,0,0,0,0,0,0,0,0,-0.0650490619680408,0,0,0,0,0,0,0.287002406299806,0.280951391737906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134880131587547,0,0,-0.175169014289148,0,0,0.0375451725527894,0,0
X388.HK.EQUITY,0,0,-0.0350064122693778,0,-0.110971875168152,0,0.132715306004349,0,0,0,0,0,0,0,-0.128128397682884,0,0,0,0,0,-0.111821502600582,0.5443560703774,0,0,0,0,0.178841650500543,0,0,0,0,0,-0.0309155826412347,0,0,0,0,0,0.0961522387818372,0,0,0.135096595507323,0.030447239416399,0,0,0,0,0,0,0,0.123555218029165,0,0
