,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.413751634203724,0.106684875771879,0.0768380992916085,0,0,0,0,0,0,0,0,0,0,0,0.0919805504255748,0,0,-0.0376894651874793,0,0,0,0.0291362024148336,0,0.0789989799220233,0,0,0,0,0,0,0,0.0274958014622174,0,0,0,0,0,0.101420584442903,0.0379249346686671,0,3.46944695195361e-18,0,0,0,0.217627307742872,0,-0.100854756112397,0,0
X601318.CH.EQUITY,0,0,0,0.145598819172181,0,0,0,0,0.147970937899826,0,0.107420055141106,0,0.0240757834871959,0,0,0,0.00851076785876133,0,0.116802992973371,0,0.293571704480274,0,0,0,0,0,0,0,0.114190307018458,0,0,0,0,0,0.0218820364430122,0,0,0,0,0,0,0,0,0,0.0153486517060699,0,0,0,0,0,0,-0.017973442856371,-0.149010867053333
X601939.CH.EQUITY,0.264865059100231,0,0,0,0.138084049824931,0,0,0,0,-0.036367705681799,0.105518667510438,0,0,0,0.0653249516604196,0,0,0,0,0.0977079757173883,0,0,0,0.269520102792568,0.220905313417428,0,0,0,0.00377158027367025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.199313419803174,0,0,0,0,0,0.136722222425058,0,0,0,0,0.196486084289362,0,0,0,0,0.0375207252185304,0,0,0,0,0,0,0,0.0549117955176167,0,0.259766487136667,0,0.0305311561922437,0,0,0,0,0,0,0,0,0,0,0.0117441334697882,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.11488193174797,0,0.0797371945054863,0,0,0.098583973988105,0,0.381246290566107,0,0,0.0193585889064848,0,0,0,0,0.0465885264006789,0,0,0,0,0,0,0.0136161822972275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193078589615477,0,0,0,0,0,0.0879238192169221,-0.0275947729039642,0
X601628.CH.EQUITY,0.0848910356985467,0,0,0,0,0,0,0,0,0.0223750997410903,0,0,0,0,0,0,0.196784945495165,0,0,0,0,0,0.136009270278226,0,0,0,-0.0670775286737188,-0.0985724614606592,0,0,0,0,0.0695498145278318,0,0,0,0.655405298158458,0,0,0,-0.040265969333293,0.17883083196696,0,0,0,0,0,0,0,-0.0213859118946061,0,0,-0.0524070114021209
X1299.HK.EQUITY,0,0,-0.0348077099210113,0,0,0,0,-0.0814990172752689,0,0.0969032165111338,0,0,0,0,0,0.00632370362911822,0,0,0,0,0,0,0,0,0,0,0.0223555437711341,0,0,0,0,0,0,0,0,0,0,0,0.0727378801978752,0,0.294617976569023,0.265885668658473,0,0.176311927632846,0,0,0,0,0,0.288441203646517,0,0.0875297551029307,0
X601988.CH.EQUITY,0,0,0.0862294689240745,0.168679475169936,0.14835777479172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327543318763779,0.0268276094175526,0,0,0,0,0,0,0.261273036164252,0.119461347729025,0.165760316107259,0,0,0,-0.0462974095305251,0,0.00736169892764467,0,0,0,-0.0858496038339693,0,0,0,0,0,0.0469854145747658,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0303612555427888,0,0,0,0,0,0.177682940695807,0,0,0,0,0,-0.20309955450516,0.0433314671372146,0,-0.0435361193163176,0,0,0,0,0.0454924489320845,0.218694080204268,0,0.0598633104993104,0,0.350958016077687,0,0,0,0,0,0,0,0.0498756806191095,0,0,0,0.207741679290901,-0.0452816659240877,0,0.375018752370466,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.188466496296841,0,0,0.186456921173889,0,0,0,0,0,0,0.2101799040447,0.00875415422594369,0,0,0,0,-0.13892003800306,0,0,0.257967012700501,0,0,0,0,0,0,0,0,-0.00975311021441803,0.122236039406434,0,0,0,0,0,0,0.290956021381868,0,0.0654392488555719,0,0,0,-3.46944695195361e-18,-0.179588636220717,0,0,0.154855749186373,0.0910066893866981,0,0
