,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.194793766035417,0,0,0,0,0,0,0,0,0,0,-0.132127043615665,0,0.489831877090649,0.685874510449198,0.0593202277868578,0,0,-0.124274901254767,0,0,-0.0556229626667831,0,0.0668342062907902,0,0,0,0,-0.159326809376307,0,0,-0.337841934655028,0,0,0,0,0,0,0,0,0,0,0,-0.0247005373265114
X601318.CH.EQUITY,0,0,0,0,0,0.140410498785483,0,0,0,0,0,0,0,0,0,0,0,0,0.358917453187771,0,0,0,0,0,0,0,0,0,0.083535448368858,0,0,0,0,0,0,0,0.42286347434167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.819844938874586,0.0238806705149655,0.0159216217635032,0,0,0,0,0,0,0,0,0,0.000661481190098144,0,0,0,0.0593475322064431,0,0,0,0,0,0,0,0,0,0,0,0.0164139865905164,0.0456747769109901,0,0,0,0.00528937130299162,0,0,0,0,0,0,0,0.0671247745144147,0,0,0,0.0229510548065561,0,0,0,0
X601288.CH.EQUITY,0,0,0.922615389069342,0,0,0,-0.0678408383233647,0,0,0,0,0,0,0,0,0,0,0.116159450362524,0,0,0,0,0,0,-0.0148030926802936,0,0.0589757769419998,0,0,0,0,0,0,0,0,0,0,-0.104344366804746,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476989093503336,0,0
X601988.CH.EQUITY,0.0694118575883727,0,0,0,0,0,0,0,0,0,0,0,0,1.25804091832026,0,0,0,0,-0.213950018253017,0,0,0,0,0,0,0,0.0672598296125741,0,0,-0.120739419229532,0,0,-0.149204114298573,0,0,-0.202851825732506,0,0,0,0,0,0.0112132468017387,0,0.0228327217436016,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.382620464288431,0,0,0,0,0,0.0167355574055417,-0.0229640948094044,0,0,0,0,0,0.136097514642431,0,0,0.0223549033965658,0,0,0,0,0,0,0,0.151438369551227,0,0,0.0750086495635399,0,0,0.186880430698489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057952466888287,0,0.0120543722161853
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.915163524033831,0,0,0,0,0,0,0,0,0,0.10110159418489,0,0,0,0,0,0,0,0,-0.114176620387549,0,0,0,0,0,0.0798442797414474,0,0,0,-0.0832513331443515,-0.0587142112333647,0,0,0,0.0165193691910936,0,0,0.0379822234531508,0,0.0582538123107161,5.42101086242752e-20,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.268625713386682,0,0,0,0,0,0,0,0,0,0,0,0.0637465399144558,0,0,-0.217585117497797,0,0,0,0,0,0.0488424729186962,0.25951556831793,0,0,0.140428307580692,0,0,0,0,0,0,0,0,0,0,0,0.499557935037344,0,0,0.0201584070289635,0.0339617288095983,0,-0.0692708194165803,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.115060018660936,0,0,0,0,0,0,0,0,0,0.162534247634784,0,0,0,0,0,0.24957489065271,0,0,0.206550778682058,0.163431232678208,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.140641403343257,0,0,-0.0555849601526566,0,0,0,0,0,0.0828862785690772,0,0.258623264427022
X388.HK.EQUITY,0,0,0,0,0,0,0.243650702833216,0,0,0,0,0,0,0,0,0,0,0,0,-0.237943241531446,0,0,0,0,0.37486377542468,0,0,0.0287658069475919,0.110434305910762,0,0,0,0,0,0,0,0,0,0,0,-0.00107144296931374,0,0,0,0.192136451871779,0.0188561449832246,0,0,0.0798665044480306,-0.243797620248595,-0.0347876028356058,0,0
