,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0644563459942467,0,0.45066141342106,0.0975896671920421,0.0963767065256147,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.148689959321794,0,0,0,0,-0.0696585249369705,0,0,0,0,0.0554308055530155,0,0,0,0,0,0,0,0,0.0881228410344968,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0701156666751352,0,0.0613551126296824,0.122660140543487,-0.11501926442382,1.73472347597681e-18,0
X601318.CH.EQUITY,0,0,0,0.273791682900457,0,0,0,0,0.175468110776153,0,0,1.0842021724855e-19,0,0,0,0,0,0.100704129471045,0,0,0.0906862839076086,0.0168578965950654,0,0,0,0,0,0,0.0218551184663305,0.0290719440826572,0.0887599142022008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123312742241756
X601939.CH.EQUITY,0,0,0,0,0.147963146446271,0,0,0,0,0,0,0.0947125156425437,0,0,0.108454895889779,0,0,0,0,0.00446485331950155,0,-0.0328441318975189,0,0,0.517603681931753,0,0.176329866688807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,1.73472347597681e-18,0.158863002927517,0,0,0,0,0.0329174596918219,0.139626696273118,0,0,0,0,0.163341506710836,0,0.0128623687819948,0,0,0,0,0,0,0,0,0.238916924133837,0,0,0,0.0449899139125805,0,0.0594063727935989,0,0,0,0,0,0,0,0,0,0,0.0458588865778049,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0764368870545183,0,0.190868075709201,0,0,0.0925181663945564,0,0.26726717620429,0,-3.46944695195361e-18,0,0,0,0,-0.050940138246851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680012409380606,0,0,0,0.0990916020874064,0,-0.00402432681585654,0,0,0,0,0,0,0.127163312511359,0,0,0,0.160124610171523,0,0,0,0,0,-0.0864401580151562,0
X601628.CH.EQUITY,0.233166293931721,0,0,-0.0544008759864248,-1.73472347597681e-18,0,0,0,0,0.137152455240031,0,0,0,0,-0.086777633220714,-0.060677525348321,0.0746435783260556,0,0.046220535925422,-0.0848677959566773,0,0.129981248906023,0,-0.0425143682541659,0,0,0,0,0,0,-0.00611111055084093,0,0,0,0,0,0,0.64344082421158,0,0,0,0,0,0,0,0,0,0,0.11622064802483,0,0,-0.018648228135853,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0255852464361025,0,0.187103289441692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141579946205655,0,0,-0.0450608051706543,0,0,0,0.0939380312716556,0,0,0,0,0,0.0630092760993062,0,0.0893684579200991,0.0577689635691294,0,0.229789213054108,0.0481229614119529,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.00995871877716047,0.0885891874960086,0.0926814432646525,0.153548256862533,0,0,0,0,0,0,0,0,0,0,0,0,0.2779554485548,0,0,0,0,0,0.194757995572637,0.0360809609627756,0.322230421841985,0,-0.020423163128398,0,0,0.174663309324704,-0.113383778035934,0,0,0,0,0,0,0,0.0936650598608012,0,0,0,0,0,0.0342698879484424,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0353512729683688,0,0.222289852913896,0,0.094597578464442,-0.0613070499967783,0,0,0,0,0,0,0,0,0,0.14325318112133,0,0.12082925732418,0,0,0.267028031755592,0,0,0,0.0597380293333903,-0.0650249594661658,0,0,0,0,0,0,0,0.32311287117608,-0.107668841677138,0,0,0,0.111506218040826,0,0,0,0,0.0742785092376667,0,0,0,0
X388.HK.EQUITY,0,0,-0.143658777328847,-0.14286144115177,0,0,0.0700770145379479,0,0,0,0,0,0,0.368182592431582,0,0,0,0,0,-0.110965259718629,0,0.198432451557223,0,0,0,0.297530845878893,0,0,0,0.0304464391271834,0,0.077686039260853,0,0,0,0,0,0,0,0.0582666041021959,0,0,0,0,0.0403172503426764,0,-0.112676483944942,0,-0.0569769379775091,0,0.169445386739102,0,-0.116390364643003
X601166.CH.EQUITY,0,0,0,0.0306162820336044,0,0,0,0,0,0,0,0.0638633309505242,0.133647028760937,0,0.075975737488143,0,0,0,0,0,0,0,0,0.160067396001355,0,0,0,0,0.412937022759809,0,0,0,0,0,0,0,0,0.0594975371069796,0,0,0,0,0,0,0,0,0,-0.0063980350511989,0,0,0,0,0.0470326573249004
X601658.CH.Equity,0.170199269621547,0,1.38777878078145e-17,0.145587115889118,0.0676557071491049,0,0,0,0,-0.0727348685483082,0.424089733319069,0,-3.46944695195361e-18,0,0.0854229152689339,0,0,0,0,-0.0174306303748678,0,0,0,0,0,0,0,0,0.10044229072815,0.0859667234437832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11363319653428,0,0,0.0803345893538593,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.619018974591513,0,0.0472917424724465,0,0.0622493767589098,0,0.104144332577187,0,0,0,0.0322989252048277,0,0,0,0,0,0,0,0,0,0.126854145550304,0,0,0,0,0,0,-0.23817158596842,0,-0.149145097149972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301617656191354,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0211009476720653,0,0.0744617021383709,-8.67361737988404e-19,-0.038335304579228,0,0,0,0,0,0,0,0.438543416568283,0,0.26278676408183,0.0678121252022828,0,0,0,0,0,0,0,0,0,0,0,0.0319810588034553,0.049367872733284,0,0,0,0,0,0,0,0.253111583080352,0,0,0,0,0,0,0,0,0,0.00191277773667418
X000002.CH.EQUITY,0,0,0,0.13361236032113,-0.0209657194254061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00815815160467269,0,0,0,0.664343170948411,0,0,0,0,0,0,0,0,0,0.00233463097942241,0,0,0,0,0,0,0.045467278227844,0,0,0,0,0,-0.105405497508153
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055847275465366,0.465893149060255,0,0,0,0,0,0,0,0,0.156075937357972,0,0,0.0766099329359229,0,0,0,0,0.0121751356893444,0.0480017606267213,0.104437940848892,0,0,0,0,0,0,0,0,0.0608391766228647,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.285720526447952,0,0,0.0672515588603016,0,0,0.0926665936552381,0,-0.111634088251379,0,0,0.154791432542896,0,0,0,0,0,0,0,0.294680415694891,0,0,0.139705311899897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357269033222157,0,0,0,0,0,-0.0878956987518201
X600000.CH.EQUITY,0,0.191651413079658,0,0,0,0,0,0,0,0,0,0.0046848004299571,0,0,0,0.386982813195252,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375798303070126,0,0,0,0.0276204711000542,0,0,0,0.0666128839912234,0,0,0,0,0.0188465090439874,0,0,0
X601066.CH.EQUITY,0,0,0.139327278664538,0,0,0,0,0,0,0,0,0,0,0.38858561117381,0,-0.00753921385659431,0,0,0,0,0,0,0,0,0.0110511864232615,-0.127632326345751,0,0.0378146362818872,0,-0.101340200640473,0,0.224098673458475,0,0,0,0,0,0,0,0.220549614152649,0,0,0,0,0,-0.0620931650219203,0,0.0782917809164314,0,0,0,-0.0460661334652204,0
X16.HK.EQUITY,0,0,0,0,0,0.070866461123894,0,0,0,0.0128453522940814,0,1.73472347597681e-18,0,0,-0.125793074244017,0,0,0,0,0,0,0,0,0,0,0,0.0469669479468995,0.114089365428083,0,0,0,0,0.130817510883698,0,0,0,0,0,0,0,0.323037530508478,0,0,0.31289690187685,-0.575126824590745,0,0,0,-0.0347447458887921,0,0.0315526709013288,0.0319209107386523,0
