,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.236256081395417,0,0,0.0871159666692475,0,0.238980940101668,0,0,0,0,0,0.128009240898608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038151991609787,0,0,0,0.093930336390033,0,0,0,0,0,0.0225400152702802,0,0,0,0,0,0,0,0.106421982263803,0,0,0,0,0,0
X601318.CH.EQUITY,0.166446872780453,0,0,0,0,0,0,0,0.282458611188976,0,0,0,0,0,0,0,0.233092443382422,0,0.0535051027117191,0,0,0,0.105190514924708,0,0,0,0,0,0.0320200629806614,0,-0.0925552913645381,0,0,0,0.102041510629589,0,0,0,0,0,0,0.0651822641449946,0.0194995786880649,0,0.0537047524139653,0,0,0,0.0430163898112266,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.282509695864087,0,0.074727060035061,0,0,0,0,0,0,0,0.416036624617389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558674196759933,0,0,0.073581938257949,0,0,0.00942261029090381,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.354598425870638,0,0.0265147015848635,0,0,0.487149007243653,0,0,0,0,0,0,0,0,0.0301642026221604,0,0,0,0,0,0,0.0175716385306561,-0.0286041042253433,0,0,0,0,0,-0.000297388868037008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104900358966283,0,0,0,0.00349522499393513,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.0668060708737203,0,0,0,0,0,0,-6.93889390390723e-18,0,0,3.46944695195361e-18,0,0,0.612869159674997,0,0,0,0,0,0.403622587512061,0.0847829946759151,0,0,0.155497303567597,0,0,-0.0734619422738201,0,0,0,0,0.00385767766856527,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.375605044946958,-3.46944695195361e-18,0.000239329484662392,0,0,0,0,0,0,0,0,0.0950816904947809,0,0,0,0,0,0,0.0252176237439542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159788823256674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297274823566222,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.280080589078166,0,0,0,0.320085275463098,0.0712691597337634,0,0,0,0.152054344132088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115670433659575,0,0,0,-0.0532318090008609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335809488382265,6.93889390390723e-18,-0.00574669077690634,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378508553183457,0,0,0.0701657150020534,0.171053937873585,0.0133294756764844,0,0,0,0,0,0,0,0.273548826116613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.169291602457699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183493239810113,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.194887223083239,0,0,0,0,0.067678364312694,0,0,0.16395907764548,0,0,0,0,0,0,0,0,0,0,0.10821030685468,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.25576991881853,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0969181441655157,0,0,0,0,0,0,0,0,-0.0901337262330313,0,0,0,0,0.525311919685702,-0.723222629218531,0,0,-0.232732170242831,0,0.869307001574725,0,-0.106061199971703,0,0,0,-0.339801859570856
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652595690371788,0,0,0,0,0,0,0,0,0,0.0649541082689156,0,0,0,0,0,0,0,0.0269021352046425,0,0,0,0,0,0,0,0,0.221547096962258,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.419053963509922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341204246529048,0,0,0,0,0.348745884389137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527990010119695,0,0.239279601968035,0,0.00990455259342357,0,0,0,0.0224155150042995
