,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.203936304528596,0,0.00957349751519884,0,0,0.393989957208744,0,0,0,0.0179145504263211,0,0,0,0,0,0,0,0,0,0,0,0,0.248992291489478,0,0,0,0.0199611888041136,0,0,0,0.0930867689540314,0,0.0641203191104964,0,0,0,0,0,0,0,-0.004139479338359,0,0.0281211633871366,0,0,0,-0.0987297502881409,0,0,0,0
X601318.CH.EQUITY,0,0,0.131029330920796,0,0,0,0,0,0.134727966478961,0,0,0,0,0,0.209532615558861,0,0,0,0.00391713659488663,0,0,0,0,0,0,0,0,0.163789079415824,0.212919077964255,0.117554052261217,0,0,0,0,0,0,0,0,0.14496339282512,0,0,0,0,0,0,-0.0662016592887241,0,0.0261803227539775,0,0,0.039148866349679,0,-0.12628864421506
X601939.CH.EQUITY,0.535749012306922,0.136911566334314,0,0.0718615772831863,0,0,0,0,0.108008195873388,0,0.100578871942922,0,0,0,0,1.73472347597681e-18,0,0.0906383546161513,0.0942126634076126,0,0,0,0,0,0,0,0,0.1296001514926,0,0,0,0,0.138360302640233,0,0,0,0,0,0,0,-0.0367381996694575,0,0,0,0,0,0,-0.0282946328632478,0,0,0.0899889319069184,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.208557192399506,0,0,0,-0.0713849960368123,0.126737386047781,0,0.0174157805939106,0,0,0.136731989116907,0,0,0.0931558317816299,0,0,0,0,0,0,0.391298237864894,0,0.0438532197630357,0,0,0,0.0017187832680875,0,0,0,0,0,0,-0.0616868720414575,0,0,0,0,0,0,0,0,0,0,0,-0.055320979731017,0,-0.0967055947121886
X601288.CH.EQUITY,0,0,0.0440276232478649,0,0,0,0,0.544947010664058,0,-0.0519843841238397,0,0,0,0,0,0,0,0,0.0750199238684948,0,0,0,0,0.0901048641699818,0.0961343304804309,0,0,0.107995765234839,0,0,0,0,0.0315280061014879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028502588786177,0.0200069533332056,0.052752578030288,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0986822301470459,0,0.182794189484106,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.196648454433836,0,0,0,0,0,0,0,0,0.125372464240487,0,0.0093360781977841,0,0,0,0.0812755352218079,0,0.125487730349273,0,0.154876535408365,0,0,0,0,0,0.210124578520031,0,-0.139044868419274,0,0
X601628.CH.EQUITY,0,0,0,-0.0297558780139335,0,0.0272407695420764,0,0,0,0,0,0,0,0,0,-0.0229804759673901,0.127151095396295,0,0,0,0,0,-0.129634412440506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450638568934435,0,0,0,0,0,0.00413026944540408,0,0,0,0,0,0,0,-0.0414147616845314,0
X601988.CH.EQUITY,0.271840078358186,0,0,0,0.307280014007467,0,0,0,0,0,0,0.085572017831505,-0.00518432790309199,0,0,0,0,0.111451972244341,0,0,0,0,0,0,0.0820329784245737,0,0,0,0,0,0,0,-0.211103991666921,0,0,0,0,0,0,0,0.061115084393527,0,0,0.0800330695703428,0,0,0,0,0,0,0,0,0.016911417376508
X5.HK.EQUITY,0,0.1834755860878,0.118084354943981,0,0,0,0,0,0,-0.218548474102837,0.0523899514969364,0,0,0,0,0,0,0,0,0,0,0,0,0.25623468898609,0,0,0.120574335125481,0,0,0,0,0,0.0231518025477854,0,0.02938017282224,0,0,0,0.258448969253732,0,0,0,0.157116613128648,0,0,0,0,0,0,0,0.0183556604815742,0,0
X388.HK.EQUITY,0,0,0,-0.0463347409382005,0,0,-0.110091963466788,0,-0.245527886871576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553324854280522,0,0,0,0,0,0,0,-0.162509270126593,0,0,0,0,0.271973954447305,0,0,0,0,0,0.0229469909459415,0.344562924887734,0,0,0,0.0858562951991019,0,0.0665200336060095,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0372780959898759,0,0,0.532986845602597,-0.048891044246253,0,0,-0.0670062426469984,0,0,0,-0.0888876851174345,0,0,-0.0593362305510019,0,0,0,0.158301018814796,-0.00237273291714776,0.167626200781592,0,0,0.11129640952839,0,0,0,0,0.079491729589732,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,-0.0135172250707429,0,0.534002129748676,0,-0.0385247614009872,0.149987342172684,0,0,0.108051916029164,0,0,0,0.100177075101194,0,0,0,0,0,0,0,0,0.0148281380164882,0.0771870083972692,-0.303718111530263,0,0,0,-0.223773389839442,0,0,0,0,0,0,0,0.0231533559075119,0,0,0,0,0,0,0,0,0,0.0424598247824193,-0.121961664827986,0.0569207814237761
X000001.CH.EQUITY,0,0.0104844608477194,0,0.148874601827023,0,0,0,0,0,0,0.328685723327643,0,0,0.0400782090095273,0,0,0.274470828021508,0,0,0,0,0,0.291664207271787,0,-0.0383499292514212,0,0,0,0,0,-0.0873690221228517,-0.0401027850137687,0,0,0,0,0,0,0,-0.0513775771714924,0,0,0,0,0,0,0,0,0,0,-0.0374454430258952,0,-0.21066964003421
X601601.CH.EQUITY,0,0.560645384625028,0,0,0,0,0,0,0,0,0,0,0.139118290565452,0,0,-0.020622446688845,0,0,0,0,0,0,0.0483564816825952,0,0,0,0,0,0,-0.109236453021242,0.0959927226089659,0,0,0,0,0,0,0.0271254719730428,0,-0.0287340460601959,0,0,0,0,0,0.222299213502842,0,0,0.0875669936598235,-3.46944695195361e-18,0,0,-0.0221131328542335
