,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.369259393489447,0.157545097159137,0.0243711033346099,0,0,0,0,0,0,0,0,0,0,0.155430387557071,0,0,0,-0.0212717240536446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115965390226721,0,0.0216588700518039,0,0,0.0130956564400875,0.0527997415973188,0,0.23291738849826,-0.0731077856897526,0.0976037392103379,0
X601318.CH.EQUITY,0,0,0,0.27305426106839,0,0,0,0,0.188304480725706,0,0,0.0132192606731736,0,0,0,0,0,0.0676667135318813,0,0,0.0666994446171301,0,0,0,0,0,0,0,0,0.0139551141201444,0.0634088409816644,0,0,0,0.00696636260940217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113124933548076
X601939.CH.EQUITY,0,0,0,0,0.144447402406626,0,0,0,0,-0.0059353225621745,0,0.125731076629519,0,0.0812552083623784,0,0,0,0,0.0318013191445052,0,0,0,-0.0248885798682259,-0.0999583534849632,0.576302915820626,0,0.159204621236983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317495187781772,0.0368888785435969
X600036.CH.EQUITY,-3.46944695195361e-18,0.193897289350439,0,0,0,0,0.103301310147938,0.109680526414299,0,0,0,0,0.174469017176779,0.0708835080722766,0,0,0,0,0,0,0,0,0,0,0,0.255928783174878,0,0.060855097851275,0,0.0146661924433357,0,0,0,0,0,0,0,0,0,0.0344061462111606,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.118300896032676,0,0.166575241307041,0,0,0.140672646223212,0,0.199551887382352,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949833454095952,0,0,0.0820984338335944,0,0,0,0,0,0,0,0,0,0.122120401243784,0,0,0.116516781565622,0,0,0,0,0,0,-0.0957245204428011,0
X601628.CH.EQUITY,0.168926315797974,0,0,-0.0750855342849791,0,0,0,0,0,0.0610620061579849,0,0,0,-0.0881829471121041,0,0,-0.0130675473221282,0,0.0442502577201956,-0.091228401260763,0,0,0,0.138808432579471,0,-0.0326355293389541,0,0,0,0,0,0,0,0,0,0.676804958086756,0,0,0,0,0,0,0,0,0,0,0,0.14401055949673,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.145263569787287,0,0,0,0,0,0,0,0,0,0,0,0,0.103741558758655,0,0,0,0,0,-0.267782613266889,0,0,0.00125988111214288,0,0,0,0,0,0,0.0780169124145317,0.301275495984317,0,0.16062858948475,0.0689732025769145,0.106957600672666,0,0.0521519241711387,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.028889917996841,0.0977611118506465,0.314562148176032,0,0,0,0,0,0,0,0.10655681179913,0,0,0,0,0.232687058186524,0,0.0196113038833104,0,0,0.1960846355169,0,0,0.217349396101881,0,-0.0244623215901598,0,-0.0931248083096678,0.255089082748539,0,-0.0899939416106433,0,0,0,0,0,0,0,0,0,0,0,0.0341148139811987,0,0,0,0.09209266861937,0,0,0,0.04023704970197
X5.HK.EQUITY,0,0,0,0,0,0.0158689824275846,0,0.0406655268462307,0,0.0184230972660211,0,0,0,0,0,0,0,0,0,0,0.203894409553991,0.107848850156066,0.157775491258427,0,0,0,0,0,0,0.0311255989327276,0,0,0,0,0.00374378183619142,0,0,0,0.245044524206023,0,-0.0700312741885507,0,0,0.189357140041321,0,0,0,0.0594137739647515,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.1141067922358,0,-0.0713207007106593,0.166962558776918,0,0,0,0,0,0,0,0.388877903076376,-0.141871261094981,0,0,0,-0.135568923955654,0,0,0.168230907885243,0.233836060820957,0,0,0,0,0,0.0320978271574114,0,0,0.187984316062275,0,0,0,0,0,0,0,0.00742982524707515,0,0,0,0,-3.46944695195361e-18,-0.163876268945302,-0.037279470521123,0,0,0.158619940460611,0,-0.0323705406147589
