,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.532763348321122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213527125258822,0,0,0,0,0,0,0,0,0,0.401246901727474,0,0,0.120919095275704,0,0,0,0,0,-0.148135565941079,0,0,0,0,0,0,0,0,0,0,0,0.0668161461663615,-0.102884474274204,0,0,-0.0242255376140042,0
X601939.CH.EQUITY,0.100616507285665,0,0,0.33594760904958,0,0,0,0,0,0,0,0,0,0.171628269593839,-0.0465887716459642,0,0,0,0,0,0,0,0,0,-0.0944656550025254,0.322485976941559,0,0,0,0,-0.0951936782943031,0,0,0,0,0,0,0,-0.0375890269982915,0,0,-0.0369620318169956,0,0,0,0,0,0.14597483278625,0,0.0603867498975761,-0.0209029209959023,0,0
X601318.CH.EQUITY,0,0,0,0,0.25914689148239,0.0950051527015485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445421035505819,0,0,0,0.13569267706499,0,0,0,0,0,0,0,0,0,0,0.171536226734397,0,0,0,0,0.0844966369144713,0,0.019542846659673,0,0,0,0,0,0,0,0.021092741103086,0,-0.0263669637838997,0
X601288.CH.EQUITY,0,0.654523725101736,0,0,0,0,0,0,0,0,0,0,0.102194043684635,0,0,0,0,0,0,0,0.148502254240713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238577168978614,0,0,0.0268457700338579,0,0,0,0,-3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0,0.0364030943694349,0,0.376030621468873,0,0,0,0,0,0.312258507458981,0,0,0,0,0,0.108396157128259,0,0,0.112763033658973,0,0.05164575283679,0,0,0,0.173800986098865,0,0,0.0443134824824462,0,0,0,0,0,0,0,0,0,0,-0.54675317613396,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.266017911681686
X600036.CH.EQUITY,0,0.176817456030641,0,0,0,0,0,0,0.0325937524346586,0,0,0,0.0414147776401267,0,0,0,0,0,0.111014147868233,0,0,0,0,0.242860547132637,0,0,0,0,0,0,0,0,0,0.362922497148318,0,0,0,0,0,0,0.076345971195849,0,0,0,0,0,0.092806089907191,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0655272059564075,0,0,0.0677030689973167,0,0,0.382217657317384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233618124116073,0,0,0,0,0.281926139429914,0,0,0.0316822290697126,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583807056289948,0,0,0,-0.191579898116535,0,0,-0.474253774897458,0.747697598886378,0,0,0.0791374079637533,0.510604836689535,0,0,0.0582813091397582,0,0,0,0,0,0,0,0.086509522522476,0,0,0,0,0,0,0,0,0,0.189617171558803,0.113932607681645,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.304414768787789,0,0,0,0,0,-0.154094622594322,0,0,0,0,0.0889989842498784,0,0,0,0,0.187714269516625,0,0,0,0,0,0,0.115462397673041,0,0,-2.77555756156289e-17,-0.0673916095646548,0,0,0,0,0,0,0,0.0936791676698535,0,0,0,0,0,0,0,0,0,0.1523261000527,0,-0.0416310918377046
X601658.CH.Equity,0,0.148323569981338,0,0,0.00986534148262732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38829486107962,0,0,0,0,0.0131904074952169,0,0,0,0,0,0,0,0,0,0,0,0.188607579873078,0,0.11302588658929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
