,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.117386519894656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211860194757141,0,0.544442481863941,0.550987730591587,0.0552024184323608,0,0,0.0735348178043821,-0.232775896684636,-0.122538124763936,0,0,0,0,-0.0229756242128114,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.116977248836116,0,0,0,0,0,0,0.0483713735385852,0.197168327256697,0,0,0,0.0982714378463286,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0704328472171723,0.0161883522073285,0,0,0,0.0503090651333988,0.230996439485469,0,0,0,0,0,0,0,0,0,0,0,0.0294557464955659,0,0.0998413654874667
X601939.CH.EQUITY,0,0,0,0.809294783376808,0,0,0,0,0,0,0,0,0,0,0,0,0.0953773912203097,0.0367440137811833,0.0757144761024986,0,0,0,0,0,0,0.00896159076390941,0,0,0,0,0.0112464809866874,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.854693245941169,0,-0.0827611182089834,0,0,0,0,0,0,0,0,0,0.00949190988448853,0.0458283058960026,0.0396547149007077,0.190369970441307,0,0,0.0231832624010736,0,0,0,-0.0476317291437376,0.0241442325205266,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543456599440396,0,-0.134027706644221,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0350410646390508,0.132402320109449,-0.0381033595088969,0.152630496074207,0,0,0,0,0,0,0,0,0,0.0144994424594348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275162868214577,0.42412758222095,0,0,0,0,0,0,0,0,0.278425507793387,0,0,0,0,0.0822106122904488
X600036.CH.EQUITY,0,0,0.406186020183917,0,4.33680868994202e-19,0,0,0,0.0222028731741776,-0.00512057329330571,0,0,0,0,0,0,0.104812819985115,0,0,0.00628461503050131,0.0125451690531282,0,0,0,0,0.187877695608604,0,0.120960919616217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.14919451219906,0.103004020432204,0,0.0325460588636799,0,0,0,0,0,0,0,0,0,0,0,0,-0.089718753496206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103259080233291,0,0,0.0118095186331943,0,0,0,-0.0197584059336899,1.05085172092076,0.00111143626548622,0
X1299.HK.EQUITY,0,0,0,0,0.210449502936303,0,0,0,0,0.0777094886662235,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172516185833106,0.157025292283217,0.324579235976241,8.67361737988404e-19,0,0,0.212930625456478,0.193946210598608,0.120068506585257,0,0,0,0,0,0,0,0,0,0,0,0,-0.164303822736567,0,0.134614626774481,0,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.00801615300171064,0,0,0,0,0,0,0,0,0,0,0,0,-0.15925395556211,0,0,0.00562062448357316,0,0,0,0,0.23763030469118,0.468707938229473,0,0,0,0,0,0,0,0,-0.131562131993197,0,0,0,0.00524091949237625,0,0,0,0.0909467312892075,0.0844150240973087,-0.0674659119438881,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.249316065175326,0,0,0,0,0,0,0,0,0,0,0.0190984919541431,0,0,-0.240796083163809,0,0,0,0,0,0.413963643133155,0,0,0,0.127954110805882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.246899647334242,0,0.0537278119765369,0.188337200743425,0,0,0,0.031800816632261
X601658.CH.Equity,0,0,0.0503338945955032,0.184794428129537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229227705243082,0.0222546292205528,0,-0.126876326552412,0,0,0,-0.0732651985635679,0,0,0,0,0.0678821250897159,0,0,0,0,0,0,0,0,0.0743502965813234,0,0,0,0.337807000784588,0,0,0,0,0,0,0.0168352573295031,0
X600030.CH.EQUITY,0,0,0,0,0.0474405127439961,0,0,-0.0434688758277226,-0.0437486044814901,0.0308941888912966,0,0,0.227004987012972,0,0,0,0,0,0,0,-0.0211036690319261,0,0,0,0,0,0,0.0178911974958476,0.0726968853291688,0,0,0,0,0.291490819067501,0,0.132317651104917,0,0,0.149668643876522,0,0,0,0,0.13293297463908,0,0.00378252615240608,0,0,0,0,0.079904207397182
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0192107931736359,-1.73472347597681e-18,0,0.695657993360514,0,0,0,0.0469026728958061,0,0,0,0,0,0,0,0.0523297300263278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144332441407756,0,0,0,0.0382067636779456,0.0988587825686504,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0198352498559821,0,0.102240765054886,0.365425222071973,0,0,0,0.0554781735147727,0,0,0,0,0,0.0575455152086839,0,0,0,0,0.0732318752336244,0,0,0,0,0,0,0,0,0,0,0,0,0.0136210929787827,0,0,0,0,0.024299363137448,0,0,0,0,0,-0.0180316331066021,0,0,0.245890098851832,0.0510747323559202,0
X601328.CH.EQUITY,0,0,0,0.04628938992659,0,0.114057636012075,0.0205267365224144,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0291458297730542,0,0,0,0,0.373427915370774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.249014860495201,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.228006395379292,-0.115335325629055,0,0,0,0.145609004108188,0,0,0,0.148359038252239,0.0628055382997125,0,0,0,0,0,0,0,0,0,0,0.0864981623137354,0,-0.173738759248972,-0.0160301944137015,0.0169910118184798,0.0948282858651764,0,0,0,0,-0.0772490503279996,0.190718946269039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.0660067712979172,0.247033661100592,0,0.21639419157823,0,0,0,-0.0476229270032447,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.00478796245992096,0,0,0,0,0,-0.137365465622944,0,0,0,0.336884034205684,0,0,0,0,0,0.669628975327128,0,0,0.0969754167728842,0,0,0,0,0,0,0.0911861316077456
