,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.16335449115573,0.0727957015037504,0.0463399306857357,-0.00301027255521137,0,0.354604816525138,0,0,0,0.0765087941281686,0,0,0.0258856090828354,0,0,0,0,0,0,0,0,0,0,0.0747524437173092,0.0740253409753753,0,0,0,0,0,0,0,0,0,0,0.104225066146167,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0100699991055319,0,0,0,0.158279363106683,0,0,0.0124998234721224,0.108762190956241,0,0,0.0307084631637237,0,0.0468385718870122,0,0.145416415714975,0,0,0,0,0,0,0,0,0.0930269716396814,0,0.0922741915132695,0,0,0,0,0,0,0.103255447280986,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0670875899803139
X601939.CH.EQUITY,0,0,0,0.195505275117964,0,0,-0.101588050221763,0,0,0,-0.0211724081920284,0.143048104928708,0,0,0,0,0,0,0.150936154533853,0,0.0326893682728542,-0.0952017316174127,0,0.0162304088231319,0.125812465521174,0.566166594794704,0,0,0.0354500619653564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.198621693833334,0.0971720587622093,0.0302962268568964,0,0,0.0971267519152543,0,0.406773817912069,0,0,-0.00807146367991746,0.0594575567259652,0,0,0,0,0,0,0,0,0,0,0.0165960140049785,0,0,0,0,0.0256061847607161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967573800936525,0.0341532472780727,0,-0.0878995273919754
X600036.CH.EQUITY,0,0.0268644244939475,0,0,0,0,0.235469004058466,0.0231256334346842,0,0,0,0,0.255512519109619,0,0.172792364297983,0,0,0,0,0,0,0,0,0,0,0.170576775375748,0.254570237424489,0,0,0.0323730828673581,0,0,0,0,0,0,0,0,0.0889737148585511,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.106057122868429,0,0,0,0,0,0,0,0,0,0,-0.188641009596594,0,0,0,0.0364779977543202,0,0,0.0329930868666917,0,0,0,0,-0.0169330939838785,0,0,0,0,0,0,0.0438574194950587,0.633003642374197,0,0,0,0,0,0,0,0,0,0,0,0,0.0657182519540596,0,0,0.209312317349447
X1299.HK.EQUITY,0,0,-0.0745503340541032,0,0.0643708283513391,0,0,0,0,0,0.164800114680138,0,0,0,0,0,0,0,0,0,0.179876320221158,0,0.171208382286895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105923517281748,0,0.0735053014219359,0,0.0784853677083956,0.132086237200462,0,0.0883887140410504,0,0,0,0,0
X601988.CH.EQUITY,0,0,-8.67361737988404e-19,0.650793692210937,0.235095158015099,0,0,0,0,0,0.0678117860611926,0,0.0945990919389051,0,0,0,0.0808423378321674,0,0,0,0,-0.0217138178884881,0.0137942166611655,0,0,0,0,0,0,0,0.0313090684955565,0,0,0,-0.0266608416994276,0,0.0146172036669688,0,0,0,0.0875529274672389,0,0,0,0,0,0,-0.0176704820198984,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00926561913394397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134108742432917,0,0,0.174254734412759,0.0841600104907265,0,0,0,0,0.0155472903216417,0,0,0,0,0,0,0,0,0,0.339354144263239,0,0,0,0,0.163019506381068,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0165637921805691,0,0.220384598087725,0,-0.0284994559328203,0,0,0,0,0.0765715221791103,0.0991925586971423,0,0.0605335285425987,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.141071884467243,0.314793089061224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137287306353786
