,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.337112534934659,0,0.0408841194756402,0,0,0.202475432926558,0,0,0,0.0397882614151859,0,0,0,0,0,-0.0014763321536296,0,0,0,0,0,-0.0215845861988732,0,0.260329345311079,0,0,0,0,0,0,0,0,0,0,0.0556795427149561,0.125418770207699,0,0,0,0,0,0,0,0,0,0,-0.0404913294747898,0,0
X601318.CH.EQUITY,0,0,0.231345398879051,0,0,0,0,0,0.0624531070079818,0,0.0106712944448419,0,0.0546328163574596,0,0.171742946852459,0,0,0,0,0,0,0.0817448177601496,0,0,0,0,0,0,0.24124028169399,0,0,0,0,0,0.0374549126188424,0,0,0,0,0,0,0,0,0,0.0976107829324835,0,0,0.0281542023087206,0,0,0
X601939.CH.EQUITY,0.333311562087064,0.124895737896093,0,0,0,0,0,0.232481071291298,0.157379339547198,0,0,0.130147140028402,0,0,0,0.166790199919489,0.0136057835518115,0,0,-0.0636426871863483,0,0,0,0,0.129299945122155,0,0,0,0.233513864010016,0,-0.0233432432660624,0,0,0,0,0,0.0314244927327389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.177452678862852,0.0238412696818134,0,0.0765188917744908,-0.142636721983961,0,-0.102211744282621,0.151828626856867,0,0,0.165199801139824,0,0,0.174299935155775,0,0,0,0,0,0.403302464853769,0,0,0,0.0280138953267771,0,0,0,0,0,0,0,0,0,0,-0.0630400687212933,0,0,0,0,0,0,0,0,0,0,0.0118600999547887
X601288.CH.EQUITY,0,0,0.0339810579648018,0,0,0,0,0.517516017123538,0,-0.050089108026156,0,0.0105181732820267,0,0,0,0,0,0,0.0616253735918054,0,0,0.0252041528417216,0,0.0729918064142495,0,0.0921774441399392,0,0,0.112238836249536,0,0,0,0,0,0,0,0.0168284154790621,0,0,0,0,0,0,0,0,0,0,0.0214229033586619,0.0379043218652045,0.0568245414395844,0
X1299.HK.EQUITY,0,0,-0.0335992467921814,0,0,0,0,0,0,0.148776089680746,0,-0.0545278818877231,-0.0739582383689725,0,0,-0.0381233739103242,0,0,0,0,0,0,0,0.157250639857354,0,0,0,0,0,0,0,0,0,0,0,0,0.0872623685485504,0.057219856171323,0,0,0.181513979174929,0.240455068812686,0,0.0276855846522153,0,0,0,0,0.202278600258079,0,0
X601628.CH.EQUITY,0.0218012420270813,0,0,-0.0368593046598074,0,0,0,0,0,0,0,0,-0.0115320962888003,0,0,-0.242987960453015,0,0,0,0.276124417494721,0,0,-0.0428083190332746,0,0,0,0,0,0,0,0,0,0,-0.0805875257829017,0,0.619889913106001,0,0.111412631706889,0,0,0.020512984991555,0,0,0,0,0,0,0,0,0,0.097602672126597
X601988.CH.EQUITY,0,0,0.0749595059137081,0,0.44073411365641,0,0,0,-0.0924939312775991,0,0,0,0,0,0,0,0.279603774820205,0,0,0,0,0,0.0456064727678011,0,0,0.0832771749231822,0,0,0,0,0,0,0,0,0,0,0,0.00191115621044631,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0754714361299732,0,0,0,0,0,0,-0.0529757234422816,0.159745087741919,0,0,0,0,0,0,0,0,-0.122605967662566,0,0,0,0.260734905485173,0,0,0.0920253552854685,0,0,0.0333020421240687,0,0,0,0,0,-0.0480683795928082,0.175316389120293,0,0,0.226750825375441,0,0.267876851602674,6.93889390390723e-18,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.297187455551182,0,0.264981552497594,-0.0332288561017559,0,0,0,0,0,0,0,0,0,0,0.277801749042646,0,0.31739318816024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0841955759707529,-1.73472347597681e-18,0.109353014490395,0,0,0,0,0,0,0.0397811778453628,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.17890868926396,0,0,0,0,0,-0.0303480435644047,0,0.0928194609170884,0.454434659619968,0,-0.0463675913397425,0,0,0,0,-0.116923963947158,-0.109853623997341,0,0,-0.0637793326695346,0,0,0,0,0.205494998581537,0,0,0.0686713230268819,0,0,0,0.0548963182981799,0.110353492269925,0,0,0,0,0,0,0,0,0,0,0.021149519773502,0,0,0
X601658.CH.Equity,0,0,0,-0.266940115257673,0,-0.050619323987967,0.0452766870435572,0.449902828282946,0,0,0.407850160614943,0,0,0,0,0,0.29011099966018,0,0,0.21412660216199,0,0,0,0,0,0,0,-0.417889677232985,0.0343963798475664,0,0,0,0,0,0,0,0,0.196866731670948,0,0,0,0,0,0,0,0,0,0,0,-0.0124271821875784,0
