,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.36314895150053,0,0,0.0971317115206961,0,0.314044294416029,0,5.55111512312578e-17,0.106705518513798,0,0,0,0,0,0.0904436740134547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152558795264481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.421349189270211,0,0,0.0415414087807158,0,0,0,-0.113954613804881,0,0.0468718706709976,0,0,0.431419313885327,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487548882922063,0,0,0,0,0,0,0,0,0.0481139912484531,0,0,0,0,0,0,0,0,0,0,0.0270721747172768,0,0,0.0392674004125654,0
X601318.CH.EQUITY,0,0,0,0.0482030706682916,0,0,0,0,0,0,0,0.366296129604997,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0150537296777936,0,0,0,3.30348004132976e-05,0,0,0,0,0,0,0,0,0,0,0,0.0791230575275648,0,0.0607991820564004,0.170572387826035,0,0,0,0,0,0.152529328036066,0,0,0,0,0
X601288.CH.EQUITY,0.415456091165248,0,0,0,0.400640061485332,0,0,0,0,0,0.0655588320827247,0,0,0,0,0.0697506162612212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340711089774053,0,0,0,0,0,-0.0145393226002584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.27745805326829,0,0,0,0,0,0.0016379142980824,0,0,0,0,0,0,0,0.136278370209807,0,0.135312030347384,0,0,0,0,0,0,0,0,0.00149636483422204,0,0.0662270186503582,0,0.0118965343789486,0,0,0,0.0468208795475503,0,0,0,0,0,0,0,0.165852611974251,0,0.149461742302482,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.175641526620425,0,0,0,0,0,0.0452829672227842,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.191829610895908,0,0,0,0,0,0,0,0,0,0.227133722628689,0,0,0,0,0,0.423489797898286,0,0,0,0,0,0,0,0,-0.0609990700247227
X600036.CH.EQUITY,0,0,0.0284392086503994,0,0,0.0493971890388913,0,0,0,0,0,0.333139097270635,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0250573895682046,0,0,0.0897878362019839,0,0.00155906909198993,0,0,0,0,0.132536331357317,0,0,0,0,0,0,0.0718292843377208,0,0,0,0,0,0,0,0,0.275816144149298,0
X1299.HK.EQUITY,0,0,0,0,0,0.0251736390798334,0.060756025140968,0,0,0,0,-1.38777878078145e-17,0,0,0,0.28033880005945,0,0,0,0,0,0.149284358746198,0,0.0570070515590968,0,0,0,0.136488651390516,0,0,0,0,0,0,0,0,0.204398885574696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0629096748226237,0,0,0,0,0,0,0,0,0,0,0.0774004749358883,-4.33680868994202e-19,0,0,0,0,0.221846672478809,0,0,0,-3.46944695195361e-18,0.172857677043804,0,0,0,0,0,0,0,0.0346435055742232,0,0,0,0.0598006470625506,0,0,0,0,0.181092140415766,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0
X601658.CH.Equity,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.0846391840103805,0,0,0,0,0,0,0,0.0451153154075222,0,0,0,0,0,0,0.422699273535714,0,0,0.173606651871304,0,0,0,0,0,0,0.0821665235739735,-0.407825207874676,0,0,0,0,0.740020965712054,0,0,0,0
