,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.085492254182698,0,0.145643315734609,0.0100924854201063,0.0241367996996351,0,0,0,0,0,0,0,0,0,0.0317629041224793,0.201925953308366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797804097356542,0.0364665151875367,0,0,0,0.0410398715038611,0,0.0862151684041527,0
X601318.CH.EQUITY,0,0,0,0.160158710862822,0,0,0,0,0.127782707202466,0,0.0524808625847051,0,0.115886475540979,0,0,0,0,0.0668052951075042,0,0.262128777735777,0,0,0,0,0,0,0,0.0216795398621213,0.00122413583915005,0,0.135555217903577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318644062724319,0,0.0784335810908894
X601939.CH.EQUITY,0,0,0,0,0.126097987920952,0,0,0,0,0,0.0955898118890834,0,0,0.101425270657355,0,0,0,0,0,0,0.00131596608594318,-0.0303303387327576,0.535921673050956,0,0,0,0.167153030259231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.201327588985516,0,0,0,0,0.135926099216085,0.108131032708548,0,0,0,0,0.18334958093906,0.0943933064744904,0,0,0,0,0,0,0,0,0,0,0.26192774764017,0,0,0,1.73472347597681e-18,0.0714054383523905,0,0,0,0,0,0,0,0,0,0.0251562978977446,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0795713878322981,0.124563093933631,0,0,0.104469101012048,0,0.366464018247608,0,0,0.0611184013868965,3.46944695195361e-18,0,0,0,0.059133650153244,0,0,0,0,0,0,0,0,0,0,0,0.0700626368464554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976351700150056,0,0,0,-0.0695068591000078
X601628.CH.EQUITY,0,0,0,0,0.0636864248730521,0,0,0,0,0,0,0.0808618059455739,0,-0.0998600977759951,0,0,0,0,0,0,-0.024680906716247,0.0317872460675031,0,0,0,0,0,0,0,0,0,0,0,0,0.688606936846833,0,0,0,0,0,0,0,0.0718459303943639,0,0,0,0.166606323743722,0,0,0,0.22459187399218
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0474272702575096,0,0,0,0.208029351058654,0,0,0,0.0135759061368722,0,0,0,0,0,0,0,0,0,0.142685100937677,0,-0.0950343767118455,0,0,0,0.0828478093392489,0,0,0,0,0.010127173610477,0,0,0.124050443731353,0,0,0.137651734128995,0.27383552089694,0.0485677464002259,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0300031406533279,0.207846923781923,0.21649464892001,0,0,0,0,0,0,0,0.0210821257098886,0,0,0,0,0.24020841643327,0,0,0.0159629763168135,0,0.0188103086054594,0,0.122869498824201,0.163647444776711,0,0,-0.00836566188774354,0,0.163335212073568,0,0,0,0,0,0.0439938576902564,0,0,-0.028338133982162,0,0,0,0,0,0,0,0.0368424355565988,0,0,0
X5.HK.EQUITY,0,0.0523056235870573,0,0,0,0.0461660171775216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123955515651602,0,0,0,0.105089893550804,0,0.121663861430726,0,0,0.00766605702737509,0,0,0,0,0,0,0,0.0447177509106725,0,0.273743902069539,0,-0.0583740048930554,0,0,0.158549485761179,0,0,0,0,0.0959406230195733,0,0
X601166.CH.EQUITY,0,0,0.0447691149853545,0.0234895758998559,0,0.00837602922778327,0,0,0,0,0.0274580989773272,0,0.125523758023679,0.0835905634265798,0,0,0,0,0,0,0,0,0,0,0.165127652462911,0,0,0.400647407157842,0,0,0,0,0,0,0.034469880876274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
