,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.231673450635897,0,0,0,0,0,0,0,0,0,0,-0.269807071429684,0,0,0,0,0,0,0,0,0,0,-0.31903724991963,0,0,0,0.785264368692033,0,0,-0.180028042640523,0,-0.05116895473728,0.269433081330128,-0.0225062882079578,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.146086543873974,0,0.121380076787764,0.0317284585517379,0,0,0,0.0401526103687497,0,0.0285952646188269,0,0.1477441450958,0,0,0,0,0,0,0.0411454260355749,0,0,0,0,0.063929158058839,0,0,0,0,0,0,0,0,0,0.372236729885137,0.027163331550173,-0.0769000378778276,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.237161197618055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102296430579511,0,0,0,0,0.0684652156500801,0,0.0277328052795332,0,0,0,0,0,0,0.344502700122953,0,0,-0.00162039885321042,0,0.118384957537972,0,0,0,0,0,0.0107828167242879,0
X601288.CH.EQUITY,0,0,0,0,0,0.274057190881984,0,0,0.0262726794659297,0,0,0,0.0456336820331307,0,0,0,0,0,0.0869734375159685,0,0,0,0,0,-0.0188415874817587,0,0.145457751889272,0,0,0,0,0,0,0,-0.0450942515370349,0,0.0809758550152864,0,0,0.292755526848028,0,0,0,0.134974915011865,0,0,0,4.33680868994202e-19,0,-0.0380368362297986
X5.HK.EQUITY,-0.0415719973302167,-0.270663703797433,0,0.162884099260689,0,0,0,0,0,0,0.0370235148766469,0,0,0,0,0.353789312171908,0,0,0,0.0543952866498067,0.286814493160674,0,0,0.292203676148688,0,0,0,0,0,-0.0298992259087245,0,0,0,0,0,0,-0.128632483778681,0,0,0,0.238953027780188,0,-1.73472347597681e-18,0,0,-0.00799351536500362,0,0,0,0
X601988.CH.EQUITY,0.237325030384082,0,0,0.575595169937245,0,0,0,0,0,0,0.117737564220164,0,0.143902000753766,0,0,-0.066686798501321,0.0812142713483946,0,0,0.00888426398570339,0,0.0177278655269111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378133132059728
X600036.CH.EQUITY,0,0.563605284679097,0.00284352439188009,0,0,0,0,0,0,0,0,0,-0.0957312191183626,-0.139686727506874,0,0,0,0,0,0,0,0,0,0,-0.00121779778340321,0.27705392111122,0,-0.137170588809855,0,0,0,0,0,0,0,0,0,0,0,0,0.174114227395869,0,0,0,0,0,0.137118236767586,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0349672742178424,0,0,0,0,0,0.361998093987534,-0.123122948092174,0.133886962448905,0.0817198199993968,0,0,0,0,0.166452244778015,0.197906411323156,0,-0.133204468124431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382240937181649
X601628.CH.EQUITY,0,0.138539719449441,0,0.0185479019721094,0,0,0,0,0,0,0,0,0.00339307349949609,0.276330911111228,0,0,0,0,0,0,0,0,0,0,0.132109825855624,0,0,0,0,-0.0293296313638107,0,0,0,0,0,0,0.0882942248734798,0,0,0.117757410424014,0,0,0,0,0,0,0,0,0.11482196000828,-0.0168289267090383
X601328.CH.EQUITY,0,0.0938727050504106,0.108693288462045,0.344236792083071,0,0,0,0,0,0,0,0,0,0,0.0356856172054424,0,0,0,0.0426062257460589,0.0131874311026874,0,0.00902246324934358,6.93889390390723e-18,0,0,0,0,0.167038483264853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169421960907431,0.086850849772699,0,0,0,0,0,-0.246554743310555
