,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.123314864200885,0,0,0,-0.187589753758664,0.251897053896561,0,0,0.0923356111694939,0,0,0,0.273949959783391,0,0,-0.126314721890253,0,0,0,0,-0.13611535405607,0,-0.194821030739167,0,0,0,-0.223818187972104,0,0,0.823801451314387,0,-0.0511025854359845,-0.0807798959473139,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.139951086018146,0,1.38777878078145e-17,-4.33680868994202e-19,0,-0.01035101562701,0,0.095460043120316,0,0,0,0,0.0875486431144021,0,0,0.0652130140221885,0,0,0,0,0,0,0,0,0,0.0728028748728302,0,0,0.418530528975972,0,0.153671190406779,0,0,0,0,0,0,0.0467065208389871,0,0,0,0,0,-0.11215972132316
X601939.CH.EQUITY,0.169151740822442,0,0,0,0,0,0,0,0,0.22918226562871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108085418521986,0,0,0,0,0,0,-0.087271166527746,-0.174843269811991,0,0,0.0916897580730644,0,0.0564696733231954,0,0.496747480578352,0,0,0,0,0.112910385956515,0,0,0,0.0759155920842887
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.836090450950808,0,0.13956002165398,0.264174002092489,0,0,0,0.4116194730055,-0.00245789888544706,0.338967346255596,0,0,-0.567319871508037,0,0,0,0,0,0,0,0,0,0,0,0,-0.450241124033826,0,0,0,0,0,0.064951369953669,0,0,0,0,0,0,0,0.619697752999578,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.147231210266026,0,0.213163354300254,0,0,0.0226990771352451,0,-0.0132998610133872,0,0.103038339358811,0.0569641983334049,-4.33680868994202e-19,0.0104310858552396,0.0433000317594561,0,0.0524814992221861,0,0,0,0,0,0,0,0,-0.0278795404484861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117556177758902,0,0,0,0.213004237151418,0,0
X601988.CH.EQUITY,-0.0113914019964006,0,0,0,0.530929525002117,0,0,0,0,0,0,0,0,0,0.109259160866941,0,0,0,0,-0.123802713852663,0,-0.120717386411228,0,0,0.215053520149749,0,0,0,0,-0.354396265099887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109727748699231,0,0,0.0325832887544697,0
X600036.CH.EQUITY,0,0.0490754855046913,-0.0119000734847552,0,0,0,0,0,0,0.663325697476655,0,0.0160236532212931,0,0,0,0,0,0,0,0.200876492940397,0,0,0,0,0,0,0,0.0685295895726124,-0.0368361669159604,0,0,0,0,-0.200348616987864,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0771314720984588
X1299.HK.EQUITY,0,0,0,0,0.149143324388811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154693610231227,0,0,0,0,0,0,0.254265493666452,0.00316721292552493,0,0,0,0.132947540113116,0,0,0.0426593498672936,0,0,0,0,0,0,0,0,-0.0976030011321996,-0.0329397693070385,0,0,0,0,0,-0.0416106343462282
X601628.CH.EQUITY,0,0.247417798597933,0,0.0786519341626564,0,0,0,0,0,0,0,0,0,0.207356881279212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130883437589663,3.46944695195361e-18,0,0.0940793972966629,0,0,0,0.174161136645885,0.1833907625081,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0777018491654635,0.0854904570802275,0,0,0.611317488196239,0,0,0,0,0,0,0,0,0,0,0,0,0.199004503692695,0,0,0.00168637132735146,0,0,0.217054519842242,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.031194873922015,0,-0.312056257072598,0,0,-0.0676345154209656,-0.138757996755385
X601166.CH.EQUITY,0.04866782628116,0,0,0.199419165822666,0,0,0,0,0.172976661252024,0,0,0.27898199197777,-0.0866961176463681,0,0.0953750608146061,0,0,0,-1.73472347597681e-18,0,0,0.0729670229368257,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.18512778975139,0,0,0,0,0,0,0,-0.220614170348419,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.0790610197969864,0,0,0,0.224251864456337,0,0,0.221987839119126,0.347521543018961,0,-0.0362763635706707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233909774288322,0,0,0,0,0,0,0,-0.105619567525403,0,-0.034812105011823,0,0,0,0,0,0,0,0,0.375345774427756,-0.130478129467857
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0584220908864982,0,0,0,0.398375327978861,0,0,0,0,-0.0802045964191384,0,0.13035445830569,0,0,0,0,-0.090255516631474,0,0,0,0,0,0,0,0,0.37887709306997,0,0,0,0,0,0,0,0,0,0.101167038518902,0,0,-0.121884878581825,0.00374252550774513,0
X601601.CH.EQUITY,0,0.177178826992156,0,0,-0.0719022778718961,0,0.0267410547350263,0,0.517884773428515,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0571707095876848,0,0,0,0,0,0.0502409374918941,0,0,0.0137219744595809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403581023604931,0,0.101104427373263
X000002.CH.EQUITY,0,0,0,0,0,-0.0418825138906005,0,0,0,0,0,0.0728106702267706,0,0.197797965296833,0,0,0.0662413015132273,-0.0813833685180424,0,-0.140092050801262,0,0,0,0,0.113681579250185,0,0.268735952718224,0,0,0,0,0.21728992390092,0,0.481642647403872,0,0,0,0,0,0,0,0,0.209863187645778,0,0,0,0.0414650834640802,0,-0.0847386914059045,0
X11.HK.EQUITY,0,0,0.0192641238295617,0,0.200972832541741,0.0169935057221433,0,0,0,0,0,0,0,0,0,0,0,0,0.363003930127084,0,0,0,0,0,0.0825966494679015,0,0,0,-1.38777878078145e-17,0.406845480163478,0,0,0,0,0,0,0.188282272650404,0,0,0,0,0,0,0.0182061674022313,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0531367952773116,0,0,0,0.0213272564583313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210579801800171,0.275342587668251,0,0,0.0257151466213213,0,0.135707270506548,0.325574607796721,0,0,-0.0564185068814571,0,0,0,0.563049835374133,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0348374359340853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594790237213899,0.0145765887069117,0,0.0376533889966084,0,0,0,0,0,0,0.057770345927237,0.0970952423446509,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122679628082951,0
X2388.HK.EQUITY,0,0.374504564317676,0,0,0.0615936647123341,-0.297395782626926,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.678758371523145,0,0,0,0,0,0,0,0,0.134367178472352,0,0,-0.246274963845006,0,0.217711327838928,0,-0.215776627958104,0,0,0,0,0,-0.0269302438184554,-6.93889390390723e-18,0,-0.0632785369657836,0,0,0,0,0,0,0.147910476780254
