,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.0548311151164966,0,0.132094988965859,0.172580579732841,0,0.353290424648391,0,-1.73472347597681e-18,0,0,0,0.126657936683149,0,0,0,0,0,0,0,0,0,0.0230313561915205,0,0,0,0,0.107705460180619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.257020246723948,0,0,0,0,0,0,0,0.201872397953917,0,0,0,0,0,0.0860313269243535,0.207099493056006,0,0.218175245355187,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0602639718779314,0,0,0,0,0,0.0451195790401559,0.00639504968076453,0,0,0,0,0,0,0,0.0420205315398121,0,0,0,0,0
X601939.CH.EQUITY,0.269878892197771,0,0,0,0,0,0,0,0,0,0,0,0,0.415290305208317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184532598077917,0,0.109172679947788,0,0,0.013013732717186,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.344322674854337,0,0.0229095094554197,0,0,0.490802492770106,0,0,0,0,0.00448323228776566,0,0,0,0.0329179979087019,0,0,-0.0235828880776625,0,0,0,0,0.00949604496173292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.103707153631595,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.103957302614256,0,0,0,0,0.190984586511323,0,0,0,2.77555756156289e-17,0,0,0,0,0,0.734253792083146,0,0,0,0.161211107810039,0,0,0,0,0,0,0.123720341757711,0,0,0.103434543599038,0,0,0,0,0,-0.222141826388394,-0.126588043094122,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800841441284984,0,0.271021386402259,0,0,0,0.0790211567451957,0,0,0,0.413494009959884,0,0,0,0,0.00357995714730269,0,0,0.0536753422198689,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0113380958965402,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.135629812815608,0,0,0.276184272512047,0,0,0,0,0.143059889048744,0,0,0,0,0,0,0,0,0,0,0.023713986236167,0,0,0.148688510064762,0,0.0571604410280123,0.153259982143609,0,0,0,0,0,0.032261068692133,0,0,0,0,0,0,0,0,0.0379376384616542,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.11043773577817,0,0,0,0.151637776222062,0,0,0,0,0.27447415594507,0,0.106118998488065,0,0,0,0,0,0,0.00362339368148599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.389402520305812,0.110858471823055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142271206087116,0,0.154294221856091,0,0,0,0.118547259553854,-0.0300063940556059,0,0,0,0,0.203172550306669,0,0,0,0,0.0782132000076241,-0.0637964498414327,0,0.0143608370990299,0,0,0,0,0.018492252896723,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.204635221070085,0,0,0,0,0,0.219223096619498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134267214240093,0,0,0,0,0,0,0,0,0.734046507563405,0,0,0,0,0,0.464286222309838,0,-0.206833480467986,0
