,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,-0.181356019293299,0,0,-0.0450780895586393,0,0,0,0,-1.73472347597681e-18,0.494431316745334,0,0,0,0,0,0,0,0,0,0,-0.148236879266571,0,0,0,0,0,0,0,0,0,0,-0.285141554646803,0,0,0,0,0.700106276649849,0,-0.151381656968814,0.0594216077745687,0,0,0,0,-0.0393407411456918,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.163448810556003,0,0,0.0261049764222075,0,0,0,0,0.0592519618152059,0,0,0,0,0,0,0,0.121736578583581,0,0.033924863186676,0,0,0,0,0.0581264575325668,0,0,0,0,0,0,0,0.59124536898122,0.0224462064258166,0,0.0194296086401646,-0.077388451472544,0,0,0,0,-0.0400772302044024,0,0,0
X601939.CH.EQUITY,0.28875670250129,0,0,0,0,0,0,0,0,0.00743867071573575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110417984671445,0,0,0,0,0.214646656309288,0,0.0990440695896751,0,0,0,-0.354133317492794,0,0,0,0.532986346046352,0.0710041608434412,-0.0479088938238987,0,0,0,0,0,0,0,0.0717642388719986,0.0482076544482569
X601288.CH.EQUITY,0,0,0,0,0,0.341112185445083,0.00954082434406607,0,0.292975629871601,0.055076656202465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145239842311,0,0,0,0,0,0,-0.0229028432209569,0,0,0,0,0,0.0749941437030749,0,0,0.132100484862359,0,0,0,0,0,0
X5.HK.EQUITY,-0.23065957889418,-0.0652651878654737,0,0,0,0,0,0,0,0,0,0,0,0,0.197178201029981,-0.0466543642743914,0,0,0,0.115562990942971,0.20722138571154,0,0,0.494892357853121,0,0,0,0,0,-0.114437901273348,0,0,0,0,-0.0354087070330055,0,0,0,0,0,0.209990542939596,-0.0859198688548915,0,0,0,0,0,-0.126093843504771,0,0
X601988.CH.EQUITY,0.154427035973524,0,0.0151164893539611,0.474301822173085,0,0,0,0,0,0,0.10702951458271,0,0.0761856135669159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150457178846342,0.0703486899299486,0,0,0,0,0,0,0,0,0,0.11511019755501
X600036.CH.EQUITY,0,0.464707210411301,-0.0186204504011433,0,0,0,0,0,-0.128591813677634,0.610395852384176,0,0,0,0,-0.129884976587402,0,0,0.0180516158628993,0,0.0972192903476106,0,0,0,0,0,0.106988291705057,0,0.0556806459697696,0,0.328922121667209,0,0,0,0,-0.229511998908761,0,0,0,-0.0623300631483312,0,0.170416093779567,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0926426412689652,0,0,0,0,0,0.245772433771776,0.260412028708284,0,0.0470479761629066,0,0,-0.11415022866835,0,0.254604851751282,0.126171337833077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461580858863784
X601628.CH.EQUITY,0,0,0.0122525271564632,0,0,0,0,0,0,0,0,0,0.0150427768044986,0.219717225518431,0,0,0,0.00121851471137675,0,0,0,0,0,0,0.115778035837547,0,0,0,0,0,0,0,0,0,0,0,0,0.404272736429441,0,0,0,0,0,0,0,0,0,0,0,-0.0547585735193831
X601328.CH.EQUITY,0,0.00543751509460415,0.0912742499407167,0.23130644452346,0,0,0.198415133119486,0,0,0,0,0.0915926770698251,0,0,0,0,0,0.206447558202441,0,0,0,0.0125637619305414,0,0,0,0,0.142318512134891,0,0,0,0,0,0,-0.189774788861683,0,0,0,0,0,0,0,0,0,0.101398151548309,0,0,0,0.0437025647302127,0,-0.439039758639543
