,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0408123965145727,0,0,0.353142185477829,0,0,0,0,0,0.113256002582772,0,0,0.221874826980917,0,0,0,0,0.106921289206797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308302201534946,0,0,0,0,0,0,-0.0426098974495148,0,0,0.068821976964459
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.141480331682252,0,0,0,0,0,0,0,0.0384007365437677,0,0.0707816838019153,0,0.0517154087291653,0,0,0,0,0.122169885057459,0,0.0508556091347616,0,0,0,0,0,0,0,0.24909112012985,0,0,0,0.232077007412554,0,0.00658760274344609,0,0,0.0338522337290218,0,0,0,0,-0.0128970870604318
X601939.CH.EQUITY,0.25001857377509,0,0,0,0,0,0,0,0,0.0429125720611792,0,0,0,0,-3.46944695195361e-18,-0.00824246761075169,0,0,0,0,0,0,0.0600479758825053,0,0,0,-0.156452688721054,0,0,0,0,0,-0.00267978715751347,0,0,0,0,0.0431110479190246,0,0.0699012706832643,0.501035029224608,0,0,0,0,0,0,0,0,0.124911758709645
X601288.CH.EQUITY,0,0,0,0,-0.243669037707204,0,-0.238315753501836,0,0,0,0.817777540668698,0,0,0,0.0470518569083666,0,0,0,0,-0.148641482854547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101200520738461,0,0,0.103396082675436,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135544823660368,0.403615232823089,0,0,0,0,0,0,0,0.182245836621776,0,0,0,0,0,0,0,0.0608162080934209,0,0,0,0.0351163173765772,-0.133452732844802,0,0,0,0,0,0,0,0,0,0.0692548155916201,0,0.158515479124505,0,0,0,0,0,-0.17151964352239,0,0,0.118246411101553,0
X601988.CH.EQUITY,0,0,0,0,0.241377917498202,0,0.0211029487090416,0,0.0115842738771504,0,0.131676852738957,0,0,0,0.141087663456904,0,0,0.01903522553226,0,0,0,0,0,0,0,0,0,0,0,0,-0.233694188557223,0,0.22902362007317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00901844275517963,0
X1299.HK.EQUITY,0,0,0,0,0.284769238857652,0,0,0,0,0,0,0,0,0,0,0,0,0.129040054813846,0,0,0.0601943521576561,0,0,0,0,0.06828109873381,0,0.120643084323325,0,0.0945978813375611,0,0,0,0,0,0,0,0.311335834092736,0,0,0,0,0,-0.202446129048228,-1.73472347597681e-18,0,0,0,0,0
X600036.CH.EQUITY,0,0.115559086786121,0,0,0,0,0,0,0,0.375651028105935,0,0,0,0,0,0.111911986187278,0,0,0,0.27809981851909,0,0,0,0,0,0,0,0,0.166735415380878,0,0,0,0,-0.124545313881977,0,0,-0.148458739555816,-0.159665325050068,0,-0.0852324810171833,0,0,0,0.265910399681729,0,0,0,0,0,0.0158146809495092
X601628.CH.EQUITY,0,0.181414858771571,0.0166011976547827,0.0831044512789919,0,0,0,0,0,0,0,0,0,0,0,0,0.212998193644576,0,0,0,0,0,0,0,0.0389195646847712,0,0,0,0,0,0,0,0,0,0.229306187400509,0.0192352925623409,0,0,0,0,0,0.0970762940012218,0,0.0930516463309144,0.112904177768903,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0676215570170236,0,0,0,0,0.758056005540428,0,0,0,0,0,0,0,0,0,0,0,0.0991190886055514,0,0,0,0.017065273686807,0,0,0,0,0,0,0,0,0,0.0285086124116857,0,0,0,0,0,0,0,0,0,0.00913824694133531,0,-0.158235290076453,0,-0.0409971926909215,0,0
