,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.166991421916848,0,0,0,0,0,-0.192223352882654,0,0,0,0,0,0,0,0,0,0,-0.0220930662050097,0,0,0.384564869686497,-0.0313560449885356,0,0,0,0.430699582751201,0,0,0,0,-0.0693905693300905,0,0,0,-0.0344542801489749,0,0,0,0,0,0.0233540441689079,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0146774917792577,0,0,0,0,0,0.160958331604827,0,0,0,0.34811241603799,0,0,0,0,0,0,0.0217087560458633,0,0,0,0,0,0,0,0.206065209385994,0,0,0.0809749614686537,0,0,0,0,0,0,0,0,0,0,0,0,0.161853656897787
X601939.CH.EQUITY,0,0,0,0.76470933782922,0,0,0,0,0,0,0.116850564993816,0,0,0,0,0.101691933331046,0,0,0,0,0,0.0059205893039856,0,0,0.0111593923698247,0,0,0.0681689224393005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.927615903177088,0,-0.00129224689307789,0,0,-0.0364334737283593,0,0,0.0421960146779486,0,0,0,0,0,0.00962611221371248,0,0,0,0.0725035885213051,0,0,0,0,0.0722034676657577,0,0,0,0,0,0.0299074261165204,0,0,0,0,0,0,-0.114054412536572,0,0,-0.0852567965439754,0,0,0,0,0,0,0,0,-0.0646164054577737
X601628.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.243171761110248,0,0,0,0,0,0,0,0,0.445580966454185,0,0,0,0,0,0,0,0,-0.0559497809479718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105129902058167,0,0.373783538572978,0,0,0
X600036.CH.EQUITY,0,0,0,0.371042193085552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157717813517616,0,0,0,0,0,0,0,0.160521446347305,0,0,0,0,0,0,0,0,0,0,0,0.0563121874528788,0,0,0,0,0,0,0.0493757719219875,0,0,0,0,0.0296413672203756,-0.0116928260132315
X601988.CH.EQUITY,0,0,0,0.0587961403210053,2.16840434497101e-19,0.0230406808448995,0,0,-0.0624560493462686,-0.00899946198892261,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706462653504738,0,0,0,0,0,-0.0272466071588306,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.128469835171908,0,1.00102033736459,0,0
X1299.HK.EQUITY,0,0.0325619072508622,0,0,0,0,0,0,0,0.201605197674775,0,0,0,0.182956523759215,0,0,0,0,0,0,0,0,0.313375765985014,0,0,0,0,0,-0.0562989226120188,0,0.045931126511054,0,0,0,0,0,0.0649558231432647,0.0717796879526063,0,0,0,0,0.16314548772491,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521830999804537,0,0,0,0,0,0,0,0,0.0830902723307328,0,0.556615077867028,0,0,0,0,0,0,0,0,0,0.0266888643576502,0,0,0,0.198215644125429,0.259121648121044,0.329753434066511,0,0,0,0.235901968498507,0
X388.HK.EQUITY,0,0.212788033717776,0,0,0.170888211382035,0,0,0.0421488677647954,-0.055053426613431,0,0,0,0,0,0,0,0,-0.0727853502472584,0,0,0.0373277719400878,0,0.17866370075126,0,0.135844566144763,0,0,0,0,0,0,0,0,0,0,0,0,0.232636982483008,0,0,0,0,0,0,-0.145743733377896,0.0918563084017984,0,0,0,-0.071905600506939,0.230230627215256
X601658.CH.Equity,0,0.0205041743983879,0.1889974977181,0.14909548460788,0,0,0,0,0,0,0,0,0,0,0,0.0375485079853282,0,0.0490836923304962,0,0,0,0,0,0,0,0,0.180582789607156,0,0,0,0,0,0,0,0,0,0.00534247965806074,0,0,-0.0380469455973411,0.128135285273524,0,0,0,0,0,0.0727864529189612,0,0,0.0519796794520627,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.112653959543088,0,0,0,0.324476784479926,0,0,0.00942806126809358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979439034121547,0,0,0,0,0,0.167015987173769,0,0,0,-0.0621989842006518,0.163238361012581,0,0,0,0.266830547410711,0,0,0
X601166.CH.EQUITY,0,0,0.0325935139542328,0,0,0.0440348018999583,0.190219078016239,0,0,0,0,0,0,0,0,0.0646083867174727,0,0,0,0,0,0.0616932404263229,0.0661050243722905,0.374735578302202,0,0,0.0170005185585203,0,0,0,0,0,0,0.00344640044793323,0,0,0.0576129652016143,0,0,0,0,0,0,0,0,0,0,0,0.176111714183781,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0299280010764528,-1.73472347597681e-18,0,0,0,0,0,0.717401049287028,0,0,0.0245005248392381,0,0,0,-0.0314644371035826,0,0,0,0,0,0,0,0,0,0,0,0,-0.00273034673284015,0,0,0,0.000906568179049473,0,0,0.116698270177825,0,0,0,0.0663785506912753,0.00659438492805859,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.183575591594326,-0.192178383532746,0,0,0,0.262671407771058,0,0,0,0.13805190416005,0.317122597648004,0,0.016700762024431,0,0,0,0,0.012042817846821,0,0.044671532643086,0,0,0,0,0,-0.172357470083656,-0.0318179047236438,0,0,0,0,0,0.0769893203895006,0,0,0,0,0,0,0,0,0,0.0402474775194749,0,0,0,0,0.0325205242093472
X000001.CH.EQUITY,0,0,0,0,0,0.191920102186699,0,0,0,0,0,0,0,0,0.10847006697688,0,0,0.105421916090047,0,0.0754679329329959,0,0,0,0,0,0.32222079563562,0,0,0,0,-0.212835709814943,0.0519727963391803,0,0,0,0,0,0,0.254654046334276,0,0,0,0,0.0169579321249905,0,0,0,0,0,0,-0.013313159928766
X601328.CH.EQUITY,0.0329149791344087,0,0,0.222636002578155,0,0,0,0,0,0,0,0.0359094710463918,0,0,0,0,0,0.0603133624843423,0,0,0,0.376871066895643,0,0,0,0,0,0,0,0,0,0.0389649070372993,0,0,0,0,0,0,0.0491789247082661,0,0,0,0,0.000602379651246297,0.0839760702001853,-1.73472347597681e-18,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0158993643937987,0,0.495129722733258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976433665221065,0,0,0,0.0322578304619846,0,0,0,0,0,0,0,0,0,0.544497365295793,0,0,0,0,0,0,0,0.131229672484994,0
