,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.690636348143102,0,0.000963704738941472,0,0,0,0,0.0343395396849435,0,0,0.0969729630802017,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174515038044521,0,0,0,0,0.0821079283910598,0,0,0,0,0,0,0,0,0.0170547192141625
X601318.CH.EQUITY,0,0,0.0649219728628454,0.179104681656589,0,0,0,0,0.0714779138309605,0,0,0,0,0,0,0.0488396085348232,0,0.161460088812198,0,0.0139504399413091,0,0,0,0,0,0,0,0,0.0994322237256789,0,0,0,0.0288860463419941,0,0,0,0,0,0,0,0.164300750323451,0,0,0,0.0249059567368857,0.0588633921773584,0.0612819778815801,0,-1.73472347597681e-18,0
X601939.CH.EQUITY,0.165887490064258,0,0,0.375405845065474,0,0.143176166420303,0,0,0,0,0,0,0,0,0,0,0,0,0.0235546205373714,0,0.0176769616123879,0,0,0,0,0,0.0126667742547025,0,0.14602937702606,0,0,0,0.0675801641644433,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0805252007669763
X601288.CH.EQUITY,0.164796350451696,0,0.0903400391323088,0,0,0,0,0,0,0.155259993696157,0,0,0,0,0,0,0,0.128174296300464,0,0,0,0.0277104152299963,0,0,0.0118181443108701,0.29175754641792,0,0.0427565014081406,0,0.0569890724432973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0
X5.HK.EQUITY,0,0.111819676681148,0,0,0,0.100695204724247,0,0.518965491749353,0,0,0,0,0,0,-0.267980448674282,0,0.193318165011886,-0.0653081567894631,0.23791981744305,-0.0683858614365061,0,0,0,0,0,0,-0.162105717305696,0,0,0.191886446721767,0,0,0.274108046437144,0,0,0,0,0,0,0,0,0,0,0,0.0430571014255657,-0.641982729855069,-0.233247299330748,0,0,0
X601988.CH.EQUITY,0.166903497879297,0,0.134929674856605,0,0.0277355159656737,0,0,0,0.111735790768833,0,0,0,0.0473375142092895,0.137321992246534,0,0,0,0.0659110842054843,0,0,0,0,0.386606785643277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306914254853137,0
X600036.CH.EQUITY,0,0.0133417129514774,0,0,0,0,0,0,0.0363089590973524,0,0,-0.00447865454743833,0,0,0,0,0,0.0208327357230879,0,0,0,0,0,0,0,0.761574718419762,0,0,0,0.110933201257962,0.00143004350023451,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0431342605354699,0,0,0,0.261057697019944,0,0,0,0.172343638092743,0,0,0,0.074439978117292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.130730351506467,0,0.0921748890107955,0,0,0,0,0,0,0,0,0,0,0,0.0396371405274852,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.360316827927459,0,0,0.0456160253969148,0,0,0.0801793063501725,0,0.105936613628038,0,0,0,0.0339937780701398,0
X601328.CH.EQUITY,0,0,0.0784710070285756,0,0,0,0.172232970539642,0,0,0,0.00842879185074404,0,0,0.147954915576284,0,0,0,0,0,0,0,0.269947419794267,0,0,0,0,0,0,0.021981764133057,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0790850501714438,0.221231149325278,0.0282893349384085,0,0,0,0,0,0.00518439313253513,0,0
X601166.CH.EQUITY,0.0847711295485621,0,0.0978751661498086,0,0,0,0.154095065264568,0,0,0.0567142109397068,0,0,0,0.162956743130681,0,0,0,0.0910775676945601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119602170001427,0,0,0,0,0,0,0,0,0,0,0,0.119425579988683,0,0,0,0,0.0473307391118181
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.153371097855166,0,0,0,0,0,0,0,0,0,0,0,0,-0.194445196135298,0,0,0,0,0.129098966318485,0,0,0.152319863339078,0.133364089379835,0.289662590625916,0,0.244990876208703,1.0842021724855e-19,-0.0314500772869905,0,0,0.0430889012807478,0,0,0,0,0,0.0802164432588151,0.171114524118819,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.170330088209503,0,0,0,0,0,0,-0.0227155948451296,0,0.159925248494814,0.113137825789239,0.265931408420338,0.134694263814582,0,0,0,0,0,0,0.139571433733467,0,-0.178835837919171,0,0.0206289338818349,0,0,0.212998382710935,0,0,0,0,0,0,0,0.0729104512939578,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.065699800460828,0,0.228476941649302,0.00771228508098437,0,0,0.201548490275028,0,0.0837212864808803,0,0,0,0.0813946441243694,0,0,0,0,0,0.0117662203832064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175235901406452,0.0201564810668895,0,0,0.095228017147907,0,0,0,0,0
