,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601066.CH.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0344555764412382,0,0,0,0,0,0,0,0,0,0,-0.0019317639892228,0,0.536652846326366,0.789834141097146,-0.10731714115197,0.0108883589412582,0,0,0.207392372405094,0,-0.234034397061556,0,0,0,0,-0.324459822470181,0,0,0,-0.0450270399312209,-0.0801985077568442,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.20797812619246,0,0,0,-0.0185291642460024,0,0,0,0,0,0,0,0.0854488411422639,0,0,0,0,0,0,0,0,0,0,0,0.0325486369983898,0,0.0707734722180614,0,0,0,0,0,0.245999518311815,0,0,0,0,0,0,0,0.0982371562682731,0,0,0,0.218548667428771,0.0818516462949054
X601939.CH.EQUITY,0,0,0,0.826022276975952,0,0,0,0,0,0.018450061383333,-0.0766602548550743,0,0,0,0,0,0.0687906702700631,0.0735594756310935,0,0,0,0.00170334941724965,0,0,0,0,0.0551916611655084,0,0.0301292956949213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217928417247207,0,0,0,0,0.0280950798178532,0.0350515059491677,0
X601288.CH.EQUITY,0,0,0.86693913890422,0,-0.0665329313594682,0,0,0,0,0,0,0,0,0,0,0.03313208363011,0.0453150639772467,0.157246143213568,0,0,0,0,0,0,0,-0.102751164346219,0.02085334921208,0,0,0,0,0,0.0147641817959036,0,0,0,0,0,0.0148675855321204,-0.123753722519831,0,0,0,0,0,-0.0267053590371256,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0272987263518935,0.0579903755844655,0,0.374573085368638,0,0,0,0,0,0,0,0,0,0.124237811622228,-0.0375730845256549,0,0,0,0,0,0,0,0,0,0,0,0.475727722671148,-0.156000392720046,0,0,0,0,0,0,0,0.101052874314403,0,0,0.0477628243830177,0,0,0,0.0950510160379267
X600036.CH.EQUITY,0,0,0.383823989260644,0,0,0,0,0,0.0189904859118908,0,0,0,0,0,0,0,0.125795001947915,0,0,0.00148580931472839,0.00715610704188455,0,0,0,0,0,0.186277860904683,0,0.176596745264139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194951043470718,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0774524077286653,-0.149009583432156,0.024746343657109,0,0.050647101390888,0,0,0,0,-0.0658455512352941,-2.16840434497101e-19,0,0,0,0,0,0,-0.106429839862843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711128883197096,0,0,0.00706411111041258,0.0281231185772641,0.0204150769189564,0,0,0,0,1.04431664270026,0
X1299.HK.EQUITY,0,0.0891146845455362,0,0,0.193063387198495,0,0,0,0,0.21133958415114,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.234361230325262,0,0,0.326886929375924,0,0,0.190181725908565,0.16280758939892,0.136122710596909,0,0,0,0,0,0,0,0,0,0.0589728870995195,0,0,-0.0913982621087545,0,0.120737351472967,0,0,0,0.0221171357317846
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258719991335707,0,0,-0.241641034861648,0,0,0,0.10358222396824,0,0,0,0.296877307131132,0.365973684444935,0,0,0,0,0,0,-0.165556063149349,0,0,0,0,0,0,0,0.0639798173207735,-0.122849278890234,0,0,0,0,0,0,-0.0852745530223369
X388.HK.EQUITY,0,0,0,0,0.308558451233078,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.365013380920379,0,0,0,0.285199821488703,0,0,0.250619264262149,0,0,0,0,0.0709866977208668,0,0,0,0,0,0,0,0,0,0,0,-0.096258068054538,0.130513497447527,0,0,0,0,0,0,0.1090839935577
