,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0815702302972221,0.482853749337615,0,0,0,0,0,0,0.0494460554160023,0.129457482831706,0,0,0.192441520106149,-0.0193314399984328,0,0.0778944129452612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413058035134616,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0396948597337494
X601318.CH.EQUITY,0,0,0,0,0,0,0.0344829993947468,0.0938741747346212,0.280970938727229,0,0,0,0,0,0,0.0599134672623824,0.336628043297426,0.0875234028689561,0,0,0.0656039249210184,0,0,0,0,0.0178785168089485,0,0,0,-0.0406450284648946,0,0,0,0,0,0,0,0,0,0.0617854918263075,0,0,0.00108031618495261,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.206300457869737,0,0,0.489606839022325,0,0.0795959513082988,0,0,0,0.05829626523356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419926781600478,0,-0.0307335879521133,0,0,0,0.0695878008747854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149835081617403,0,0
X601288.CH.EQUITY,0,0,0.274908785008844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176160761896543,0,0,0.0517407672106215,0,0,0.00701183021658692,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0131438049505937,0.275718406650583,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0556930314936952,0,0,0.189350474827453,0,0.255777737485177,0,0,0,0.26576185877847,0,0,0,0,0,0.110435885073192,0,0.069068450831264,-0.255860378313468,0,0,0,0,0.182882159491473,0,0,-0.184351619712139,0,0,0,0,0,0.125521118140443,0,0,0,0,0,0,0,0,0,0,0,0,0.101872176314123,0,0
X601988.CH.EQUITY,0,0,3.46944695195361e-18,0,0.219278351402932,0,0,0,0,0.199762123099097,0,0,0,0.209576920622381,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.256396564839832,0.0437287139747937,0,0,0,-0.0192875603608605,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.285669186496224,0,0,0,0,-0.0406863896340956,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359620211843756,0,0.0377075211173161,3.46944695195361e-18,0,0,0,0,0,0,0.742304018665936,-0.0142229975271786,0,0.0482217233316416,0,0,0.0968440214321007,0,0,0,0,0,0,0,0,0,0,0.0913841288746602,0,0.0605644992982522,0,0,-0.00538978041081209,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.257956192463817,0,0,0,0,0,0,0,0,0.0509478609972885,0,0,0,0,0.0858832844746793,0,0,0,0,0,0,0,0.0683955154491421,0,0.149279505281882,0,0.0135460123447403,0.287241499497774,0,0,0.101907353490224,0,0,0,0,0,0,-0.0770600837623948,0,-0.0593670767674106,0,0.0533494838810082,0,0,0,0
X601628.CH.EQUITY,0,0.153055070847903,0,0.0401676385521099,0,0,0,0,0,0,0,0,0,0,0,0,0.0652398825106742,0,0,0,0,0,0,0,0.147018422260439,0,0,0,0,0,0,0,0,0,0,0,0,0.37284160600143,0,0,0.126742756895931,0.0601732908221123,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.278460130726216,0,0.0517745367327834,0,0,0,0,0,0,0,0,0.29379600925778,0,0,0,0,0,0,0,0,0,0,0.345959582147483,0,0,0,0,0,0,0,0,0,0,0.0209740054105931,0,0,0,0,0,0.0274175717953109,0,0,0,0,0,0,0,0.0702668985505142,0,0
X601166.CH.EQUITY,0,0,0.330191319418226,0,0,0,0.142140938806554,0,0,0,0,0.16354033722162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635018601436749,0,0.0793949542592437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,6.93889390390723e-18,0,0.0619021686903379,0,0.294273862898551,0,0,0,0.285997111963148,0,0,0.0803079832883154,0,0,0,0.110919763075933,0,0.0237544794372206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152763318045377,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.423921622779406,0,0,0,0.220586524905903,0,0,0,0,0,0,0,0.0681444487768992,0,0,0,0.309461807141593,0,0.0822839830477854,0.291982540931188,0,0,0,0,0,0.289998809944921,0,0,0,0.122847058413306,0,0,0,0,-0.235026002605289,0,-0.0192065292332746,0,0,0,0,0,0.194654349023465
X11.HK.EQUITY,0,0,0,0,0.20461135232457,0.145351806903002,0,-0.0315051211546573,0,0,0,0,0,0,0,0,0.144250346819372,0,0,0.0634392272022313,0,0,-0.0185228462590905,0,0,0,0,-0.162405096398001,0.13529872848388,0.339950683969693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943975517834134,0.27542274155577,0,0.193818841801449,0,0
X16.HK.EQUITY,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.124117673595692,0.0144076528045677,0,0,-0.199189100086889,0,0,0,0,0,0,0,0,0,0,0,0,0.200883387957361,0.318050174368211,0,0,0,0.394808107421193,0,0,0,0,0,0,0,0,0,0,0.248880162822218,0,-0.219792887876127,0,-0.122219016472347
X000002.CH.EQUITY,0,0,0,0,0,0,0.0246006073368052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011694996444947,0,0,0.0310981031361006,0.739777140505561,0,0,0,0,0.126461402667386,-0.0680921705808435,0,1.73472347597681e-18,0,0.0375416529288921,0,0,0,0.0201885092219076,-1.38777878078145e-17,0
