,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0139020600924283,0.0837048591124056,0,0,0,0,0,0,0.277092299038453,0.123282385740688,0,0,0,-0.167401164890238,0,0,0,0.0843625658693227,0,0,0,0,0,0,0,0.0487203921822063,0,0,0,0.0367387015708204,0,0.054541793700681,0,0,0,0,0,0,0,0.257384126711729,0,0,0,0.0425639516112933,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0279237301526408,-1.38777878078145e-17,0,0.244946144401253,0,0,0.275509583066559,0,0,0,0.0752866637784762,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.115238812290099,0,0,0,0,-0.251835466882998,0.107855040900875,0,0,0.179111431259873,0,0,0,0,0,0.088974736885086,0
X601939.CH.EQUITY,0.468769696638628,0,0,0,0,0.18965782177613,0,0,0,0,0,0,0,0.0493351191997971,0,0,0,0,0.00907480389655316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372479511991671,0,-0.125523552086833,0,0.051240338315282,0,0,-0.0393960726930979,0,0,0,0
X601288.CH.EQUITY,0.558517727120901,0.031539234793837,0.106416437027838,0,0.0657364351649723,0.0110159486353784,0,0,0.0485967515160732,0,0,0,0,0,-3.46944695195361e-18,-0.0356552954602143,0,0,0,0,0,0,0,0,0,0.0815525673426099,0,0,0,0,0,0,0.0509316465292181,0,0,0,0,0.158517847742764,0.180006035368652,0,0,0,0,0,0,0.0396617180467761,0,0,0,-0.0610140965352863
X5.HK.EQUITY,0,-0.0397162815523215,0.199677965172121,0.0808600139224751,0,0,0,-0.160040267559161,0,0,0,0.228830252301059,0,0,0,0,0,0.594565137882441,0,-0.027019404792416,-0.149913299059043,0,0,0.118378844726795,0,-0.118912985758056,0,0,0,0,0,0,0,0,0,0.0440326941412251,0,0,0,0,0,0,0,0.0986250855825953,0,0.157987095447357,0,0,-0.0672444417845808,0
X601988.CH.EQUITY,0.097359770826742,0,0.131759344106851,0.162554760072384,0,0,0,0,0.146487997441349,0.102974644495724,0.16493866859038,0,-0.347352998217342,0,0,0,0,0,0,0,0,0,0.17934513629443,0,0,0.0855202123697848,0,0,0,0,0,0,0,0.000712277596782597,0.0148567776489459,0,0,0,0,0,0,0,0,0,0.0192593041051643,0,0,0,0,0
X600036.CH.EQUITY,0,0.35977079165202,0,0,0,0,0,0,0,0,0,0.183991379948337,0,0.16157560758931,0,0.050785618648973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933593015712583,0,0,0.0138902648802175,0,0,0,0.0934151491327253,0,0,0,0,0,0.0389517992326894,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0682100994933409,0,0,0,0,0,0,0,0,0,0.223363168812488,0.296970703176305,0,0.215877496388949,0,0,0,0,0,0.0417414123474012,0,0,0.0358108099274856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.244278725242659,0.300517697223942,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964731066017612,0,0,0,0.0712211353323312,0,0.047321432994922,0,0,0,-0.0995532962640355,0.173534764251605,0,0,0,0,0,0,0,0,0,0,0,0,0.143041496834501,0,0,-0.154643750229577,0.239037339179413
X601166.CH.EQUITY,0.232958592038375,0,0,0,0,0.106727387901133,0.432564877292668,0,0,0,0,0,0,0.0113573402370732,0,0.391120962937568,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0483800662526288,-0.131881569648949,0.0363465752655399,0,0,0,0,0.0375239647828767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0596583919186976,0,0,0.0948368215438758,0.00674067958801906,0,0,0,0.0225775234659653,0,0.236768563880261,0,0,0,0,0,0,0.228786384619594,-0.118585393670231,0,0.0651595325878408,0.119755069409306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239552753973158,-0.033202910621609,0,0.185362782268548,0,0.0846704057351261,0,0,0,0,0
