,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0.143959049229346,0,0.0166188847410044,0,0,0,0,0,0,0.283006343160095,0.244518445562792,0,0,0,-0.0962293862463084,0,0,0.0179010341529106,0,0,0,0,0,0,0,0,0,0,0,0,0.265299840622365,0.0253096564035939,0,0,0,0,0,0.0408382401416071,0,0,0.0614800088222748,0,0,0,0.0203375773966958,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103096558595586,0,0,0.261920552151352,0,0,0.372948030809111,0,0,0,0.128649407845367,0,0,0.0383102021704696,-0.0158472064047263,0,0,0,0,0,0,0,0,0,0,0,0,0.0764515356508683,0,0,0,0,0,-0.259359193181008,0,0.0233597321924961,0,0.104863288602521,0,0,0,0,0.0514542950936306,0,0
X601939.CH.EQUITY,0.473978705432707,0,0,0,0,0.184219763816131,0,0,0,0,0,0,0,0.0612303123938856,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370524163882625,-0.115391204468243,0,0,0.0490454939583922,0,0,-0.0446072861087681,0,0,0,0
X601288.CH.EQUITY,0.523610083214759,0,0.151929648122339,0,0.126328286541892,0.0102276803631619,0,0,0.0835918316731275,0,0,0,0,0,0,-0.0555050932243066,0,0,0,0,0,0,0,0,0,0,0.0934109467692867,0,0,0,0,0,0,0.00580513928392615,0,0.0461377179065409,0,0.0699370439321129,0.178646308737535,0,0,0,0,0,0,0.0121057067790097,0,0,0,-0.0578835396478338
X5.HK.EQUITY,0,6.93889390390723e-18,0.217195267707605,0.0729048475908815,0,0,0,-0.108349565742571,0,0,0.10003007475484,0.229458129539766,0,0,-8.67361737988404e-19,0,0,0.625009359003891,0,0,0,0,-0.148301451507301,0.0410260094260575,0,0,-0.159235531670023,0,0,0,0,0,0,0,0,0.0335513736285781,0,0,0,0,0,0,0,0,0,0.171691484377855,0,-0.0316075906940262,0,0
X601988.CH.EQUITY,0.0913596328425538,0,0.134217221057873,0.145887316406571,0,0,0,0,0.144035753094577,0.107982790389989,0.163068169348774,0,-0.325001242424987,0,0,0,0,0,0.000793473113601583,0,0,0.213874527779976,0,0,0,0,0.0698536993246312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247388455298749,0,0,0,0.0180022915196153,0
X600036.CH.EQUITY,0,0.274961397146545,0,0,0,0,0,0,0,0,0,0.0880020177122981,0,0.180648843010644,0,0.106680833738692,0,0,0,0.00290655295465876,0,0,0,0.0818139148484415,0,0,0,0,0,0,0,0,0.166425417996723,0,0,0,0,0,0,0.0878374203098982,0,0,0,0,0,0,0.0635870703279117,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.129123752748827,0,0,0,0,-0.0165932349607059,0,-0.0323958950434652,0,0,0.225678616463968,0.259456938752935,0.197257402426123,0,0,0,0,0,0,0,0.0957983310045069,0,0,0.0238108393342664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.254585342764581,0.299579552314537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102184843150684,0,0,0,0,0,0,0.0523373270168171,0,0,0,0,-0.0132357910532389,0,0.0989416284338079,0,0,0,0,0,0,0,0,0,0,0,0.0480977987538657,0,-0.183703670263395,0,0.213589520003662
X601166.CH.EQUITY,0.128708686504858,0,0,0,0,0.0988796171223129,0.313615496700394,0,0,0,0,0,0,0.0940975597524644,0,0.424604888451165,0,0,0,0,0,0,0,0,0.142526264869848,0,0,0.0118628463129453,0,0,0,0,-6.93889390390723e-18,0.0065189130223754,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0461046201355255,0,0,0,0.0720497880985951,0.00538481764241503,0,0,0,0.0202846891286818,0,0.276917455832937,0,0,0,0,0,0,-0.145751312527347,0.0551311254912254,0.185063591324775,0.0568052149049159,0,0,0.0885358781243857,0,0,0,0,0,0,0,0.0036755359966906,0,0,0,0,0,0,0,0.0907504444572722,0,0.238194021084051,0,-4.33680868994202e-19,0,0,0,0,0
X600000.CH.EQUITY,0,0.0255416367738181,0,0,-1.73472347597681e-18,0,0.219361634214497,0,0,0,0.423298247539882,0,0,0.0673011373504637,0,-0.0957593399742661,-0.000843293580059876,0,0,0,0,0,0,0,0,0,0,0.191713228785606,-0.0207174901227121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432116684982991,0.19630479530129,0.0116947646385641,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0694204312244273,0,0,0,0,0,0,0,0,0,0,0.244306504813891,0,0,0,0.0311954636658349,0,0.0355112064751546,0,0,0.016870833227398,0.0545046541029159,0,0,0.361600034729493,0,0,0,0.279013106005218,0,0,0,0,0,0,0,0.00462887929506902,0,0,0.064884374641235,0,0,0.0872516864428754,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.0970020887328932,0,0.181725411109616,0,0,0,0,0,0,0,0.0930827006857964,0,0,0,0,0,0,0,0.00560574689847767,0,0,0,0,0,-0.181407236009425,0.224578158720895,0,0.133818880385803,-0.144937187190279,0,0.124423667479343,0.200653490429345,0,-0.161867044945484,0,0,0,0,0,0.162963984025358,0.174760000224797,0,-0.0500099535373413
