,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0.193112393313174,0.404934158493246,0,0,0,0.138878023237882,0,0,0,0,0,0,0,0,0,0,0.288046736042743,0,0,0.00617937796846189,-0.0897580211892878,0,0,0,0,0,0.055278490608525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432862395035571,0,0,0.0589086851022358,0.0372011068422348,0,0.0594145627394941,0
X601318.CH.EQUITY,0,0,0,0,0.0413639798008842,0,0.0535844931991478,0,0.100674130823424,0,0,0,0,0.0534928862915902,0,0,0,0,0.261291496152695,0,0.23376703772392,0,0,0.134802190707598,0,0,0.0401175401866367,0.0868435220858312,0,0,0,0,0,0,0.0123356559274394,0,0,0,0,0,0,0,0,0,0,0.00942078162275981,0,0,0,0,0.108965795009851
X601939.CH.EQUITY,0,0,0,0.34379424541962,0,0,0.0812033145469088,0,0,-0.0652254164629552,0,0,0,0,0.0199632315203879,0,0,0,0,0.0888702399420225,0,0,0,0,0.419515243284074,0.16008259687475,-0.150563012226366,0.0283568904773063,0,0,0,0,0,0,0,-0.100104319336179,0,0,0,-0.0129948694835828,0,0,0,0,0,0,0,0,0,0,0.00741339088417788
X601288.CH.EQUITY,0.247535722281021,0,0.0680433328729362,0,0,0,0.0806389956743567,-0.0130046560252449,0.0732986210368519,0,0.0360997512622165,-0.0447836924226884,0,0,-0.0693001625399961,0.200928650747329,0,0,0,0,0,0,0,0,0.145945474374808,0,0,0,0,0,0,0,0,0,0,0,0,-0.0645637797060976,0,0,0,0,0,0,0,0.237455117423339,0,0,0,0,0
X600036.CH.EQUITY,0,0.201625093842117,0,0,0,0.0185246283246333,0.0971322568480388,0.116480326665629,0,0,0,0,0,0.182058648617324,0,0,0,0,0,0,0,0.0945866462644483,0,0,0,0,0,0,0.335580579357536,0,0.00677680712395834,0.0594581802961537,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289095293165815
X601628.CH.EQUITY,0.00685304326379103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137744640615369,0,0,0,0,0,0,0.110326742092461,0,0,0,0,-0.0798517159765574,0,0,0.0285922623597706,0.209462633429785,0,0,0.0809997030834023,0.518455060652652,0,0,0,-0.0201183110088719,0.0715403948686166,0,0,0,0,0,0,0,0,0.071133108622283
X601988.CH.EQUITY,0.15122690092388,0,0.0232078603614076,0.150526196488798,0.307364066906096,0,0,0,0,0,0,0,0,0.052441963170756,0,0.195697269701405,0,-0.00730839262461791,0,0,0,-0.00610852747867233,0,0,0,0,0,0.114126766845848,0,0,0,-0.0555791136779899,-0.154624951373462,0,0.262007824792469,0,0,0,-0.0905021344013812,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.206575122526494,0,0,0,0,0,0,0.166766651958172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489497337541268,0,0.0705424178001328,0,0.0332661282759484,0,0,0,0.0684165013055179,0,0,0,0.065721866140652,0,0.204444183610417,0.224716263109523,0.0479815136744943,0.104035348213145,0.103101341332914,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0277934506260862,0,0,0,0,0,0,0,0,0,0,0,0.0541657385065058,0.00889933940153889,0,0,0,0,0,0,0,0.132052158844297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42343799554019,0,0,0.264204379678373,0,0.18102111602157,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.1773021870118,0,-0.0208566088743987,0,0,0.125197307441409,0,0,0,0,0,0.0521300218871313,0,0,0,0,0,0,0,0,0,0.398863767581269,0,0,0.183960669614193,0,-0.0301936008961279,0,0,0,0,0,0,0,0,0,0,0.309188086870163,0,0.0103889603548264,0,0,0.167821815670858,-0.0708503080942053,0,0,0,0,0
X601658.CH.Equity,0,0,0.140120408299538,0,0,0,0.104706712296759,0,0,0,0,0.0992164349396961,0,0.0219137881807451,0,0,0,0,0.401218109813607,0,0,0,0,0,0,0,0,0,0,0.0456972671295121,0,0,0,0,0.041759044813593,0,0,0,-0.103255405249461,0.0730006894753632,0,0,0,0,-0.0768353883165488,-0.118723352894023,0,0.0996610390869297,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.047305587520001,0,0,0,0,0,0,0,0.113304004108428,0,0,0,0,0,0.00328763978079825,0,0,0,0,0,0,0,0,0.087061673647991,0.388131613120027,0,0,0,0,0,4.33680868994202e-19,0.156757590397282,0,0,0,0,0,0,0,0,0,0.0992381723967065,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0262579375137089,0,0,0,0,0,0,0,0.593692502516233,0,-0.020237481052039,0.205654957713492,0,-0.200048803641556,0.0323071031536703,0,0,0,0,0,0,0,0.0390465790773973,0,0,0,0.083561435608081,0,0,0,0.160400286108168,-0.0500435088444357,0,0.0526785507665407,0,0,0.0333495024413356,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.653245819668177,0.0670164087412677,0.0525505658695509,0,0,0.104208853163781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171358536551412,0,-0.24372442060091,0.106042517324267,0,-0.125390370561481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235609666024897,0.115749105513956,0,0
X000002.CH.EQUITY,-0.138969376560107,0,0.0955177119627203,0,0.0888890831857341,-0.24712256215934,0,0,0.154815539902082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151247652023109,0.237895405772941,-0.0211285974356706,0,-0.356542564461365,0.00619676149953439,0,0,0.259763944026314,0,0,-0.0204712946400297,0,0,0,0.153841094807642,0,0,0,0,0,0,0,0,0.0134521751025818
