,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.203183716871198,0,0.235770324601302,0,0,0,0,0.0561606255015151,0.0653582895813315,0,0,0,0,0.0376614305989152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802659266262409,0,0,0,0,0.0817872197398872,0,0,0,0,0,0.1174607966188,0,0,0,0,0.0264002545119298,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.110547552552649,0,0,0.161046638338762,0,0,0,0.202467927654715,0,0,0,0.155164340190058,0,0,0,0,-0.122598554659438,0,0,0,0,-0.0694136994580194,0,0,0,-0.0383353105125706,6.93889390390723e-18,0,0,0,0.127056926025271,0,0,0,0,-0.213777390561275,0.27501880103901,0.196906769492849,0.0775087391328977,0,0,0,0,0.0159059758784824,0.140233249169014,0
X601939.CH.EQUITY,0.294813562398474,0,0,0,0,0,0,0,0,0,0.0823860581654041,0,0.187069230016128,0,0,0,0,0,0,0,0,0,0,0,0.072433012249847,0.0425168137393862,0,0,0,0,0,0,0.171054890979499,0,0,0,0,0,0,0,0.0943817520515471,0,0,0,0,0.0774739048394203,0,0,0,0,0
X601288.CH.EQUITY,0.398358103817644,0,0,0,0,0.267688549549048,0,0,0,-0.0262751428393685,0,0,0,0,0.0528522376034097,0,0,0,0,0,0.0199253146779827,0,0,0,0,0,-0.0193891010681817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204434187150984,0,0,0,0,0,0,0,0.0078711324584405,0.0935501962282467,0
X5.HK.EQUITY,0.17736481662471,0,0,0,0,0,0,-0.139012805289297,0,0,0,0,0,0,0,0,0,0.410356002651185,0,0,0.182182165083962,0,0,0,0,0,0,0,0,0,0.442847326980161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17055116352109,0,0,-0.0160905028137412
X601988.CH.EQUITY,0.153231893194885,0.148442681945654,0.258320195219707,0,0.023685054786206,0,0,0,0.0261315791468345,0,0,0,0,-0.112908693016696,0,0,0,0.061154847085035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15839994250903,0.0270123937275045,0,0.0232096049764362,0,0,0,0,0,0.17565693720737,0,0,0,0,0,0,0.0445334921821077,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.18896569928881,0,0,0,0.0205942034974229,0,0.0809486262653111,0,0,0,0,0.546213159076576,0,0,0,0,0,0,0,0,0.0524431665469634,0,0,0,0,0,0,0,0.0642778508958072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414568685321037,0,0,0.128091709927808,0,0,0.0213575314282818,0,0,0,0,0.046840143730441,0,-0.0238972671593572,0.410058227399079,0,0,0,0,0,0,0.0252800930283876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587906884833556
X601628.CH.EQUITY,0.13735925920186,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0368394571696914,0,0,0,0,0,0,0,0,0,0,0,0.0185663533744699,0,0,0,0,0.212567565386315,0.113649356525783,0,0,0,0,0,0.0182926552630813,0,0,0.186571370801672,0,0,0,0,0,0,0,0,0,0,0.082813446905312,0.111054351213777
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269768122412722,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.142004931125091,0,0,0,0,0,-0.861051567402785,0,0,1.24565460933209,-0.350716949010693,0,0,-0.0241562749249266,0,0.181495067218044
