,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.266085984274914,0.11436286446415,0,0.247979257654749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192879329150885,0,0,0,0,0.0131330590659455,0,0.020169073456571,0,0.0989103411806853,0,0,0,0.0927375979336457,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.104977288070344,0,0,0,0,0.18172292879218,0,0,0,0.0338453657806781,0,0.212153757829448,0.0505823351808138,0.139850546146774,0,0,0,0.136071427975613,0,0.0206282267904175,0,0,0,0,0,0,0,0,0,0.0838268109860028,0,0,0,0.0503811047768617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.244610849987694,0,0,0,0,0,0,0.211252639105538,0,0,0.0494502703320493,0,0,0,0,0,0.0451168128551667,0,0,0.0738148203212975,0.193742929910653,0,0,0,0,0,0,0,0,0,0,0,0.0310171380180238,-0.15171505615032,0.0323954813320429,0,0,-0.08465020396242,0,0,0,0,0,0.242062888089381,0,0
X601939.CH.EQUITY,0.664552720491323,0.0152537539667217,0,0,0,0,0,0,0.204081710715839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969421797343312,0,-0.0616688405947796,0,0,0,0,0,0.14603458269684,0,0,0.0323615647887453,0,0,0,0,0,0,0,0,0,0.119985771951308,0,0
X601288.CH.EQUITY,0,0,0,0.0954425735037941,0,0,0.37533155108003,0,0,0,0,0,0.0715061895787684,0,0,0,0,0,0,0,0,0,0,0,0.0214743051684758,0,0,0.0728409295389741,0,0,0,0.164550535317484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11210145296602,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0917063500685215,0.262757761978438,0,0,0,0.148695691709984,0,0.0242529914130633,0,0,0,0.228659994293875,-0.202201000222276,0,0,0,0,0,0.0421580361862238,0,0,0,0.00342374088706096,0.056912689905448,0,-1.0842021724855e-19,0,0,0,0,0,0.169937979223255,0,0,0,0,0,0,0,0.162597133774144,0,0,0
X601988.CH.EQUITY,0.19551865495843,0,0,0,0.349946047173918,0,0,0.0815485218700919,0,0,0,0.0595323124913473,0,0,0,0,0,0,0.117547862231075,0,0,0,0,0,0.0938673102569328,0,0,0,0,0,0,-0.21269545096461,0,0,0,0,0,0,0,0.0523175623512069,0,0,0,0,0,0.0742102808813051,0,0,0,0,-0.0708013607198726
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218959542778057,0,0,0,0,0.0511501232725183,0,0.0867221292725256,0,0,0,0,0,0,0.035832427107378,-8.67361737988404e-19,0.390375702900346,0.0875501227943689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.206393881395353,0,0.101102884259185,0,0,0,0,0,-0.09218656775222,0.056766891134417,0.0321099248177829,0,0,0,0,0,0,0,0,0,0,0,0.304475641715666,0,0,0.119870961302627,0,0,0,0,0,0,0,0,0,0,0,0.195351915322743,0,0,0,0,0,0.107537206267571,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,-0.0572462920104756,0,0,0,0,0,0,0,0,0,0.0903862166202056,0,0,0,0,0,-0.0312402520792349,-0.0911956721361721,0,0,0,0,0.213211019896895,0,0,0,0,-0.443175859126756,0,-0.132996825817131,0,0.288317690077536,0,0.218975968726873,-0.127502357910149,0,0,0,0.175196330558393,0,0.215035982014597,0,0,0,0
