,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.106382911968718,0,0.373956152474022,0,0,0.0148032804804745,0,0.154619731846579,0,0,0,0,2.77555756156289e-17,0,0,0,0.152394269770437,0,0,-0.0572125776255033,0,0,0,0,0,0.00490354766055241,0,0,0,0,0,0,0,0,0,0,0.100716489238224,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.107288862745203,0,0
X601939.CH.EQUITY,0.362416610013944,0,0,0,0,0,0,0,0,0,0,0.0383483464491655,0,0.496986546463191,0,0,0,0,0,0,0,-0.0338595937768518,0,0,0,0,-0.0344264271597266,0,0,0,0,0,0,0,0.0631592284132903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235095669053732,0
X601318.CH.EQUITY,0.134113193974372,0,0,0,0,0,0.175535312405014,0,0,0,0,0.0501660569317954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131186127619454,0,0,0.0345904871721077,0,0,0,0.347865612272808,0,0.0662605570327013,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.374014230861636,0,0,0,0.418087878740006,0,0,0,0,0,0.0424545782254799,0,0,0,0,0,0.0869626073393749,0,0,0,0,0,0,0,0,0,0,0,0,0.0418359445337177,0,0,0,0,0,0,0,0,0,0,0,0,0.00287185981925114,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0373288400399985,0,0.270287316454478,0,0,0,0,0,0,0,0,0,0.0214277312450256,0,0,0,0.110005718651301,0,0.273470599437808,0,0,0,0,0,0,0,0,0,0,0.0539992849285601,0,0,0.0960017917808115,0,0,0,0,0,0,0,0,0,0.00884296021346753,0,0.0853837970387915,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161983746445027,0,0,0,0.0967489796365116,0,0,0,0.487703360472682,-0.0712117363113546,0.0891242809024383,0,0,0,0,0,0,0,0.0607078249559119,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.446704460220365,0
X600036.CH.EQUITY,0,0,0.164654521051429,0,0,0.154238181342776,0,0.0704094274056058,0,0,0,0.368941273375272,0,0,0,0,0,0.0192687499514702,0,0,0,0,0,0,0,0,0.108438069008166,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0,0.0167055009994735,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.000999500432011524,0.168165174084331,0,0,0,0,0,0,0,0,0,0.211995248935929,0,0,0,0.27142927687038,0.0761339615437208,0,0,0,0,0,0.0802714243945385,0,0,0,0,0.29752125547228,0,0,0,0,0,0,0,0.0201473669225878,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.097826459389377,0.0257078581741321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427647809594515,0.02816915083421,0,0,0,0,0,0,0.14695191526568,0,0,0,0,0,0,0,0,0,0,0,0,0.0649990579761456,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.0524597077861325,0,0,0,-0.0306760313253109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361398176408127,-0.538080883358849,0,0,0.358630662061558,0,0,-0.0246672388060284,1.13910247158724,0,0,0,0,0,0,-0.0314136220334887
