,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.156376036874091,0,0,0,0,0,0,0,0.0389110261509042,0,0,0,0,0,0,0,0,0.204035265970225,0,0,0,-3.46944695195361e-18,0.310601184215462,0,0,0,0,-0.036996711546853,0,0,0,0,0,0,0,-0.0675565872614459,0,0.0594968413317085,0.520835851788815,0,0,0,0,0,0,0,0,0.113835748117065
X601318.CH.EQUITY,0,0,0,0,0,0,0.136131300358967,0,0.246055313365235,0,0,0,0,0,0,0,0,0.292631487692579,0.0827906810779617,0,0.0429648386998938,0,0,0,0,0.0990975251129258,0,0,0,0,-0.0117446090902293,0,0,0,0,0.0641100905658631,0,0,0,0,0.0263737895462837,-3.46944695195361e-18,0,0,0.0181547056981472,0,0,0.0299402979750491,0,0
X601939.CH.EQUITY,0,0,0,0.499800827222079,0.0218121823406443,0,0,0,0,0.334242536633842,0,0,0,0,0,0,0,0,0,0,0.121344410806123,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.160957776119847,0,0,0,0,0,0,0,0,0,0.00930714607374584
X601288.CH.EQUITY,0,0,0,0,0,0,-0.398223429923021,0,0,0,0.99026539071567,0,0,0,0,-0.117053776614201,0,0,0,-0.305023972011523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160665141334216,0,0.201050332340634,0,0,0,0,0,0.018138098854606,0,0,0,0,0.0447156469857594,0,0
X5.HK.EQUITY,0,0,0,0,0,0.129226813179342,0.384495948185422,0,0,0,0,-0.0335757197899441,0,0,0.236964452000759,0.0823869013237982,0,0,-1.73472347597681e-18,0,0,0,0.210657674663646,0,0,0.052089404943331,0.0365287485763661,-0.192804477405079,0,0,0,0,0,0,0,0,0.00256442773964616,0,0,0,0,0,0,0,0,0,-0.228257366367408,0,0.12479578354987,0
X601988.CH.EQUITY,0,0,0.023525825547817,0,0.235771544888579,0,0,0,0.115001379393694,0.163737685019541,-6.93889390390723e-18,0,0,0,0.0611871789017804,0,0,0,0,0,-0.0359995822469787,0,0,0,0,0,0,0,0,0,-0.0552683298116775,0,0.178521737229406,-1.73472347597681e-18,0,0,0,0,0,0.123781255122433,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234148718710245,0,0,0,0,0,0,0,0,0,0,0,0.193611047560628,0,0,0,0,0,0,0,0,0.0389356136474718,0,0.0463936466587116,-0.112191707131203,0.0926205918592987,0.041824436224568,0,0,0,0,0,0.522749571976101,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138009331840559
X600036.CH.EQUITY,0.00965601585509699,0,0,0,0,0,0,0,0,0.438838239361482,0,0,0,-0.0129713669523948,0,0,0,0.227679276648094,-0.0404309998545717,0,0,0,0,0,0,0,0,0,0.00580904581146675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216998458477411,0,0,0,0,-0.129894262304299,0,0
X601628.CH.EQUITY,0,0.0840661146573835,0,0.00161379512299746,-0.0899355159311601,0,0,0,0,0,0,0.0526288727517118,0,0,0,0,0,0.212576991715682,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.423660906105152,0,0,0,0,0,0.217406034076751,0.0910175803017581,0,0.0650844064807165,0,-0.0108372247121529,0,0,-0.0193338595681469
X601328.CH.EQUITY,0,0,0.105799820382658,0,-0.0566040028363865,0,0,0.417197027105761,0,0,0,-0.0402462252632684,0,0.47231778786749,0,0,0,0,0,0,0.139159580957613,0,0.0925209966561475,0,0,0,0,0,0,0,0,0,-0.0912636007789121,8.67361737988404e-19,0,0,-0.0947162775577438,-0.1925199814299,0,0,0,0,0,0,-0.0601480193370349,0,0,0,0,0
