,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.105624983598346,0.479486057651899,0,0,0,0,0,0,0,0.135513837704314,0,0.170746450461155,0,-0.0114586577391339,0,0.0658884064551817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332201353511775,0,0,0,0,0,-0.0154362004661319,0.0350492537666373
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.074415540554349,0.257721103501685,0,0,0,0,0,0,0.0360219831644353,0.342690788350472,0,0.090030129452451,0.0765375551133696,0,0,0,0,0.0324910668417891,0.0253653637048189,0,0,0,-0.0290891237566285,0,0,0,0,0,0,0,0,0.0789725894042679,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0
X601939.CH.EQUITY,0.0766229586470264,0,0,0.499196075636964,0,0.0851687154930424,0,0,0,0.0776287753960647,0.0839315857390166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093905712214575,0,-0.0106343297509529,0,0,0.0131695484253768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292084419521147,0,0,0.0480847463245939
X601288.CH.EQUITY,0,0,0.178245561880724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225867500392858,0,0,0.234940247354468,0,-0.00723629837789886,0,0,0,0,0,0,0,0,0,0,0,0,0.206903605399606,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.241029671787193,0,0.188167802043496,0,0,0,0.315626486419025,0,0,0,0,0,0,0.183920934106063,-0.192601549426576,0,0,0,0,0,0.0816997917194386,0,0,-0.0591414331443777,0,0,0,0,0.190476543354155,0,0,0,0,0,0,0,0,0,0,0,0,0.184052787597662,-0.0241408152000355,0,0
X601988.CH.EQUITY,0,0,0,0,0.204709812961277,0,0,0.0803820282823548,0.191910933451981,0.198185366276227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539371754010795,0,0,0,0,0,0,0,0,0,0,0.0211991205475579,0,0,0,0,0,0.198081318484387,0,0,0,0,-0.0474071137841183,0,0,0.0865672779635322
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224678252162394,0,0,0,0,0.0373488725546522,-0.0283330359254907,0,0,0,0,0,0.789408134637027,0,0,0,0,0,0.154846826310102,0,0,0,0,0,0,0,0,0,0,0,0.0911074344901935,0.0855472765821953,-0.0732447221703685,0,0.0212510536822018,0,0,0.0460682301693322
X1299.HK.EQUITY,0,0,0,0,0.28920374493648,0,0,0,0,0,0,0,0.0406171299762092,0,0,0,0,0.0844648124931039,0,0,0,0,0,0,0,0,0.0650588642082705,0,0.152037219860413,0,0.0106633373706432,0.270493149670062,0.0387356548201664,0.0764350965530548,0,0,0,0,0,0,0,0,-0.0936612167780334,-0.0755588584129112,0,0.0493390569403201,0,0,0,0
X601628.CH.EQUITY,0,0.132005871297065,0,0.0610437574303449,0,0,0,0,0,0,0,0,0,0,0,0,0.114798958490012,0,0,0,0,0,0,0,0.140403931436201,0,0,0,0,0,0,0,0,0,0,0,0.332008999052387,0.046523996556908,0,0,0.0884694027455358,0,0.0550123745498644,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.243218622104075,0,0,0,0,0,0.0356863689576339,0,0,0,0,0.342218635355382,0,0,0,0,0,0,0,0,0,0,0.338097993423423,0,0,0,0,0,0,0,-0.00713168730608874,0,0.0259776111708122,0,-0.0117106553190829,0,0,0,0,0,3.46944695195361e-18,-0.00207565125908307,0.103172274551977,0,0,0,0.112243727258695,0,0,0
X601166.CH.EQUITY,0.138752638195112,0,0.176675454932909,0,0,0,0.193533807636559,0,0,0,0,0.270271242724469,0,-0.00696483016368866,0,0.0469459303137969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865154429341447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0753001073129019,0,0.0857322803837327,0,0,0,0.314422299186153,0,0.0379801300240814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36053334006123,0,0,0,0,0,0,0,0,0,0.159401390786963,0
