,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.00107071970607252,0,0,0,0,0,-0.0404173448426704,0,0,0,0,0,0,0,0,0,0,0,0,0.515391881563927,-0.114112974110521,0.660608829035255,0.00755556716960724,0,0,0,-0.196293913552216,0,0,0,0.243026743808511,-0.309770472516231,0,0,0,0,0,-0.0546974750915156,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0.211227535813535,0,0,0,0,0,0,0.110905852335683,0,0,0,0,0,0.173334105383844,0,0,0,0,0,0,0,0,0.141975060632492,0,0.0076272397331673,0,0,0,0,0,0,8.67361737988404e-19,0.172572966707097,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.813145790091598,0.011618540795097,0.00229508834390138,0,0,0,0,0,0,0.00858170804802129,0,0,0,0,0,0.0520991415955178,0,0,0.00255087457768423,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0884833344822096,0,0.0438682499472166,0,0,0,0,0,0,0,0.0337622794536418,0,0,0,0,4.33680868994202e-19,0,0.0386670153173408,0,0.0207346494434043
X601288.CH.EQUITY,0,0,0.831407953358597,0,-0.107687714031233,0.0599417143100646,0,0,0,0,0,0,0,0,0.0262253011460481,0.0745769543760659,0.0204604936196191,0.141930746154058,0,0,0,0,0,0,0,-0.0506241684328561,0,0,0,0.0151574216352786,0,0,0,0,-0.0159179630303178,0,0.00878383536200787,0,0,0,-0.184271805681761,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0.00174852286534811,0,-0.0415966517851127,0,0,0.81323422097867,0,0,0,0,0,0,0,0,0,0.136596594334877,-0.0331560742626817,0,0,0,0,0,0,-0.0425814131625638,0,0,0,0.0171270877316578,-0.0567124605076468,0,0,0,0,0,-0.0336655902536655,0.117948808889459,0,0,0,0.0857857876644411,0,0,0.0403407459544207,0,0.138744656381991
X601988.CH.EQUITY,0,0,0,0,-0.0142318322248177,0,0,0,0,0,0,0,0.893411381989128,0,0,0,0,-0.337204648155388,0,0,0,0,0,0,0.350446453506464,0,0,0,0,0,0,0,0,0,-0.045616725885518,0,-0.0935876812733154,0,0,0,0.031643016225482,-0.0310594316393401,0,0.127077279698921,0,0,0,0,0,0,0.100003347445082
X600036.CH.EQUITY,0,0,0.352504487004855,0,0,0,0,0,0.0104210645901885,4.33680868994202e-19,0,0,0,0,0,0,0.165737917115747,0,0,0.0143211571880363,0,0,0,0,0,0,0,0.143598142722838,0.00551611762327721,0,0,0,0,0.276253460043938,0,0,0,0,0,0,0,-0.0174039892202039,0,0,0.0765189866177668,0.0539528777528506,0,0,0,0,0
X1299.HK.EQUITY,0,0.15155444665426,0,0,0,0,0,0,0,0.124593048289724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179255890310274,0,0,0.196790849582821,0.221249381783301,0.202504849106232,0.0188139186232245,0,0,0,0,0.149156030567689,0,0,0,0,0,0,0.212165556015044,0.124099427820928,-0.215976013962888,0.14834985762496,0,0,-1.73472347597681e-18,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247530628136186,0,0,-0.278805784082232,0,0,0,0.0790545243767253,0,0,0,0.407458948270182,0.226164001903338,0,0,0,0,0,0,0,0,0.0850335314602362,-0.139450409338657,0,0,0,-0.147076115310864,0,0.0740711857282882,0.00423356202610707,0,0,0,0,0,-0.121731055496783
X388.HK.EQUITY,0,0,0,0,0.215958751396621,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21491804109592,0,0,0,0,0.146527693922089,0,0.417447595343618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383973705588425,0,-0.258217072885562,0,0.18878738251117,0,0,0,0,0.0366377228804955
