,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.0441205528914877,0.376801318618193,0,0,0,0,0,0,0,0,0,0,0.0446076998226096,0,0,0,0,0,0,0.0364948827730561,0,0.081646599839389,0,0,0,0,0,0.0683140783474883,0,0,0,0,0,0,0.0910986582338847,0,0,0,0,0.0377711237371612,0,0,0.000553663848950762,0.0338183327292046,0,0,1.73472347597681e-18,0
X601318.CH.EQUITY,0,0,0.0874658969719621,0.022141270649579,0,0,0,0,0.109872295804809,0,0,0.0433795748680871,0.0626500419709821,0,0,0,0,0.0636189398785488,0,0.190603299210626,0,0.0230005649391506,0,-3.46944695195361e-18,0,0,0,0,0.0416094752272498,0,0,0.0605683071438741,0,0,0,0,0,0.153426761553709,0,0,0,0,0,0,0,0,0,0,0,0,0.0865814785231247
X601939.CH.EQUITY,0,0,0,0,0.117499874990277,0,-0.0601391688957496,0,0,0,4.33680868994202e-19,0.118125793101457,0,0,0.00657552982698865,0,0,0,0.060515602665908,0,0.0171352328418178,-0.0487788591857105,0.632179157931488,0.0052699740186598,0,0.135133582929339,0,0,0.0725062637181728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0273148542618922,0,0,0,0,0.242225971543588,0.0238540767460756,0,0,0,0,0.260350508608739,0,0,0.175347296228055,0,0,0,0,0,0,0.170746169383903,0,0.259334575928415,0,0,0,0,0.032984160234053,0,0,0,0,0,0,0,0,0,0.0908232285001121,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.208517952336466,0.0762567247369489,0.0348027074595619,0,0,0.0766763215103122,0,0.381797950701164,0,0,0,0.0654407630709106,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0514513212062718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10000112269253,0.0329054794067924,0,-0.080540131394125
X601628.CH.EQUITY,0,0,0,0,0.104684286611732,0,0,0,0,0,0,0,0,0,0,-0.185545869152669,0,0,0.0364258484977661,0,0,0.032786711183446,0,0,-0.0167197494748078,0,0,0,0,0,0,0,0,0.629325058253233,0.0444192592756383,0,0,0,0,0,0,0,0,0,0,0,0,0.0656005665424409,0,0,0.209550991517106
X1299.HK.EQUITY,0,0,-0.193594717345903,0.0704679969988746,0,0,0,0,0,0,0.19998965989506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995145059899794,0,0,0,0,0,0.102383319294194,1.73472347597681e-18,0,0,0,0,0,0.0858006827792919,0.0963897339431401,0,0.125530193348036,0.274582487436069,0.0865814008536905,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.233775619742021,0.705419013445362,0,0,0,0,0,0,0,0.0117911146836621,0,0,0,0.0464567227813101,0.0122714409310715,0,0,0.0661910422925809,0,0,0,0.0925115247840508,0,0,0,0,0,-0.114865597595964,0.0914300548811868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036331113814063
X5.HK.EQUITY,0,0,0,0,0,0.0736397185068518,0,0,0,0,0.0437219090752202,0,0,-0.0919967593514838,0,0,0,0,0,0.170401342100778,0,0,0,0.093387068192796,0,0,0.181726231899791,0,0.0126396683208362,0,0,0,0,0,0,0,0,0.0127579926969087,0,0.309413805122953,0,0,0,0.211960320951399,0,0,0,0,0.116542796297996,0,0
X601166.CH.EQUITY,0,0,0.0164013412233787,0.219419306425276,0,0,-0.0291881236386942,0,0,0,0,0.0766382364008096,0.100628329382403,0,0,0.061160969006057,0,0,0,0,0,0,0,0,0.143084644095227,0,0,0.316457135080421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141184256169691
X388.HK.EQUITY,0,0,0,-0.234546229350754,0,-0.0319968197775388,0.142720888117797,0,0,0,0,0,0.0166868912305209,0,0,0,0,0,0,0,0,0.506703579245665,0,0,0,0,0.0575575477639112,0,0,0,0,0,-0.123497647028961,0,0,0,0,0,0.1420124389313,0,0,0,0.104426617164526,0,0.135157098218459,-0.0811608528683108,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.3129229805744,0,0,0,-0.198770362925626,0.264234888722829,0,0,0.102450856213294,0,0.0795041722088284,0.0108072266867935,0.394372097589885,0,0,0,0,0.307496265175983,0,0.0166717735391925,0,0,0,0,0,0,-0.546058480543477,0,0,0,0,0,0,0,0,0,-0.0672469345406351,0,0,0.123061567365896,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.101594615087844,0,0.317272575399018,0.0055353876243626,0,0,0,0,0.363065393195172,0.0710492549419145,0,0,0,0,0,0.227362043130523,0,0,0,0,0,0,0.0770711790049471,0.162870876870764,0,0.11067089768128,0.0695763770243563,0,6.93889390390723e-18,-0.139942798999363,-0.189270491809719,-0.245776391282696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154918532527523,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0131726801567145,0,0,0,0,0,0,0,0.411561353487613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154769286217114,0.0193376237371829,0.20868566283118,0.0343227413937802,0.0162463818395127,0,0,0,0.251100692283043,0,0,0.0521832225272862,0,0.0768727000755494,0,0,0,0
X601601.CH.EQUITY,0,0.122311633410754,0,0,0.0189667712227592,0,0,0,-8.67361737988404e-19,0,-0.0816989750882547,0,0.268695341322645,0,0,0,0,0.0944340437274647,0,0.232983604057842,0,0,0,0.170871293941251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567209256113156,0,0,0.0739156951464689
X000002.CH.EQUITY,0,-0.122557394891334,0,0.14725220732511,0,0,0,0,0,0,-0.00368262170863832,0.12760252486168,0,0,0,0,0,0,0,0,0,0,0.186461746303278,0,0,0,0,0,0.455165047542573,0,0,0.124327464327328,0,0.00794939632244059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0.0759396773603508,0,0,0,0,0.106627159401373,0,0,0.0666555107006758,0,0,0.301046031072596,0,0,0,0,0,0,0,0.236118962555911,0,0,0,0,0,0,0,0,0,0.0463364735289532,0,0,0,0,0,0,0,0,0,0,0,0.0117320959077828,0,0,0
X600000.CH.EQUITY,0,0.136820019902391,0,0.0358692462697657,0,0,0,0,0,0,0,0,0,0,0,0,0.473925761475409,0,0,0,0,0,0.0312150291106302,0.0565885852752243,0,0,0,0.0124275348880375,0,0,0,0,0,0,0,0,0,0,0.0639028710704374,0,0,0,0,0,0.0341723585670923,0,0,0,0.0420311165067152,0,0.0103933709494606
X601066.CH.EQUITY,0,0,0.040356861300703,0,0,0,0,0,0,0,-0.0308899714975766,0,0,0.694968198188865,-0.0432207123191135,0,0,0,0,0,0,0,0.0927946211112892,-0.0114566666350983,0,0,-0.109686719134628,0,0,0,0.0264597337087332,0,0,0,0,0,0,0,0.126758171879362,0,0,0.0457438075993501,0,0,0,0,0,-0.0730433549637668,0,0,0.150851221032661
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.123696774736046,0,0,0,0,0,0,0,0,0.0175028577238571,0,0,0,0,0,0,0,0,0,0,0,0.304350329286892,0,0.0774818225607826,0,0,0,0,0,0.0616398874864127,0,0,0,0.429187069488738,0.09088340137522,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.107326784995376,0,0.129460664118008,0,-0.0718718295037641,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293830976136143,0,0,0,0.2671139279157,0,8.67361737988404e-19,0.0603638451924593,0,0,0,0,0,0,0.13451125774668,0.192799484108479,0,0,0.10430910885357,-0.530390342880788,0,-0.0831989885253894,0.0837092380579922,-0.0873306101819267,0,0
X300059.CH.EQUITY,0,0.0935493198938649,0,0,0,0,0,0,0,0,0.103883503529075,0,0,0.364886995570692,0,0,-0.0482067326358889,0,0,0,-0.00766828197205572,0,0,0,0,0,-0.0520177136924377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314179218590407,0,0,0.207302460940422,0,0.324437451726764,0,0,0,0.0368771988016678
