,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.586928589104293,0,0.180494789468805,0.0258585148199878,0,0,0,-1.73472347597681e-18,0,0,0,0.062761855142428,0,0,0,0,0.0275384417601624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157783513139719,0,0,0,0,0.0255200354095409,0,-0.0438322878234721,0.110200070402977,0,-0.0100448735318516,-0.0216933763911353,0,0,0,0.0431876268799775
X601939.CH.EQUITY,0.0575543721584219,0,0,0.576678482737408,0,0.0408600800341432,0,0,0,0.0244007735224294,0.0683538720717146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13863162163108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313046914134286
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539,0
X601288.CH.EQUITY,0.116464468561539,1.73472347597681e-18,0.00653822474985509,0,0,0.0640696491910235,0,0,0,0.0824796806525418,0,0.0366691025807588,0,0,0,0,0,0,0,0,0,0,0,0,0.150467586854883,0,0.296908975655815,0,0,0.153342064044424,0,0.0581625684658014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0404010499406351,0,0.321663448379916,0,0,0,0,0,0,-0.320089060835698,0.221085130133371,0,0,0.118054522739434,-0.125873306943264,0,0,0,0,0,0,0,0,0,0.304658086486766,0,0,0.23335941721433,0.168480685120266,0,0,0,0,0,0,0,0.0548889586514956,0,0,0,-0.471133976391024,0,0,0,0
X601988.CH.EQUITY,0.263651567339234,0,0,0,0,0,0,0,0.114849869982174,0,0,0,0.00631759768187873,0.181158568657429,0,0,0,0,0,0,0,0,0.389986404843796,0,0,0,0,0,0.0475694129767994,0.0385134353332989,0,0,0,0,0,0,0,0.0357321258697789,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0257570800498021,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.045608437374208,0,0,0,0,0,0,0,-0.0338718571598779,0.00884583181747558,0,0,0,0,0,0,0.712555947173946,-0.0130226564617213,0.0506183006825501,0,0,0.12012770770178,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0951360937078672,0.0687222814555112,0,0,-0.022856794865041,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234476850881638,0,0,0,0,0,0,0,0.171682976182364,0,0,0,0,0,0,0.12476360045376,0.0071086528927411,0,0,0,0,0,0,0.184747013168117,0.126578164498349,0,0,0,0,0.135956353743376,0,0,0,0,0,0,0,0,0,-0.112187457834273,0,1.73472347597681e-18,0,0,0,0
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171812383330225,0,0,0,0,0.115083499574692,0,0,0,0,0,0,0.256719209988177,0,0,0,0,0,0,0,0.224862807419176,0,0,0,0,0.0656276606437729,0,0,0,0,0.00607988587229926,0,-0.00585902961662521,0,0,0,0,0,0.198596120942906,0,0,0,0.00221927768615178,0,0,0,0.02785158293625,0,0
