,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0.105071179354527,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518677383488775,0,0.475420826170121,0.41856360778252,0.00903292128095967,-0.285330699343324,0,0,0.291336375760643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658232388879336,0,0,0,0,-0.191796316700534,0,0
X601318.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0.1378601820872,0,0,0,0,0,0,0.0337000955088189,0.151322164876268,0,0,0,0.16578654186395,0,0,0,0,0,0,0,0,0,0,0,0.0126663157984843,0.0401416990170523,0.0539141828644013,0,0,0,0.0285988453446705,0.211688179611057,0,0,0,0,0,0,0,0,0,0,0,0,0.069009879133697,0.144315118694073
X601939.CH.EQUITY,0,0.0689588519752612,0,0,0.807120375305169,0,0,0,0,0.00202600021042317,0,0,0,0,0,0.0834211837030815,0,0.0186160542857368,0.0584233448956775,0,0,0.00324050316354929,0,0,0,0,0.0104586680907574,0,0.00997558331593141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0284572468621491,0,0.419076186008112,0.00798844284215686,0,0,0,0,0,0,0,0,0.0818351086611263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307304259099324,0,0,0,0,0,0,0,0,0,0.166039130186001,0.029111018247598,0,0,0,0.0840656950230071
X601288.CH.EQUITY,0,0,0.913410231506108,-0.135076913844978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127934200527508,0,0,0,0,0,0,0,0.0277513960760961,0,0,0,0.0441829795829501,0,0,0.0618972688424912,0,0,0,0,0,0,0.00124600031437171,0,-0.0771525273553908,0,0,0,0,0,0,-0.0587672942389007,0,0
X600036.CH.EQUITY,0,0,0.369223693370372,0,0,0,0,0,0.0233774567935999,0,0,0,0,0,0,0.137775751942661,0,0,0,0.00263114528136444,0,0,0,0,0,0,0.176316648337451,0,0.211325387502961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319556431367793,0,0.0137031656053152,0,0,0,0
X601988.CH.EQUITY,0,0,0,-0.0718426261281015,0.00872717749371177,0.0530544518018134,0,0,0,0,0,-0.0717550693096358,0,0.0904505081048382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0795795366381376,0,0,0,0,0,0,-0.0178059854815046,0.972385230337666,0
X1299.HK.EQUITY,0,0,0,0.174220529040228,0,0,0,0,0,0.128396874518365,0,0,0,0,0,0,0,0,0,0,0,0,-0.234671492079956,0,0.00235430428775375,0.0931653846878471,0.413827894081291,0,0,0.184886323976712,0.359475417068541,0.0407829332594951,0,0,0,0,0,0,0,0,0,0,0,0.0312585264673763,-0.142150623865254,0,0.0626606160343285,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119196966305548,0,-0.0736184026043772,0,0,0,0,0,0,0,0.302942852885919,0.319713898111228,0,0,0,0,0,0,0,-0.260785179716239,0,0,0,0,0,0,0,0.0495980781551888,0.0124315225827599,-0.00979227305388658,0,0,0.325159554675395,0,-0.0307384378680189
X388.HK.EQUITY,0,0,5.42101086242752e-20,0.239993011905499,0,0,0,0,0,0,0,0,0,0,0,0,0.0192675394444581,0,-0.237464721892585,0,0,0,0,0,0.410588870781097,0.127758484436538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243331136164252,0,0.0535986173494717,0.187925601493786,0,0,0,0.0319756921729667
X601658.CH.Equity,0,0,0,0,0.232825690424662,0,0,0,0,0,0,0,0,0,0,0,0,0.284119855465091,0,0.0144351208009828,-0.08649500141685,0,0,0,-0.0649142827295485,0,0,0,0,0.0701724466594841,0,0,0,0,0,0,0,0,0,-0.0421835664408778,0,0,0.321043099363273,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0.116354108191098,0,0,0,-0.0768281616174084,8.67361737988404e-19,0.00587282758593429,0,0,0.210589149703943,0,0,0,0,0,0,0,0,0,0,0,0,0.0818672360234465,-0.0338324922612527,0,0.0399068196578945,0,0,0,0,0,0.0986657235175391,0.198305281945647,0,0,0.164045930464898,0,0.104972059838684,0,0,0.150923782687298,0,0.00454626252803275,0,0,-0.0315813324361218,0,0.0507566646622215
X601066.CH.EQUITY,0,0,0,-0.0694321197915819,0,0,0,0,0,0,0,0.711596753899799,0,0,0,0,0.0524988330291052,0,0,0,0,0.0279898335914846,0,0,-0.0757926228927587,0.208349139492615,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0384658800046335,0,0,0.0611013716208451,0,0,0.0273307720675785,0.00681049400964146,0,0,0,0.00397601798872254,-0.0923229896757968,0,0
X601166.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0.107736310963575,0.215916859263927,0,0,0,0.0529045857305955,0,0,0,0,0.0293326899962603,0,0,0,0,0,0.072033446080921,0,0,0,0,0,0,0,0,0,0.0102817570054165,0.120219546468256,0.00788620982317439,0,0,0.038028150606863,0,0,0.0074753758241256,0,0,0,0,0,-0.0152743094440685,0,0,0,0.415258233206757,0
X601328.CH.EQUITY,0,0,0,0,0.0462892849808863,0.112962830573346,0.0205417892811639,0,0,0,0,0,0,0,0,0.0290826213432731,0,0,0,0,0,0.372861770205772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247018159989405,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.340417197693983,0,0,0.29722608309835,0,0,0,-0.0256104853332595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15598430415749,0,0,0.315303862444358,-0.0778701535678146,0,0,0,0,0,0,0.682257697724474,0,0.0784820501380347,0,0,0,0,-0.0952446893367742,0,0.0206563773142933
X000002.CH.EQUITY,0,0,0.275236083196353,-0.0715892832424159,0,0,0,0,0.219552486208152,0,0,0,0.22643752852339,0,0,0,0,0,0,0,0,0,0,0,0.00442625819347433,0.00802383336048599,0,-0.156576287588814,-0.124197397508068,0,0,0,0,0,0,0.0409952700019974,0,0,0,0,0,0,0,0,0,0,0,0,0.0496483428857951,0.0574646826203801,0
X601319.CH.EQUITY,0,0,0,0,0.158791648077554,0,0,0,0,0,0,0,0,0,0,0,0.0165876437192196,0,0,0.34353650309214,0.0464718797185534,0,0.0784154602872536,0,-0.0691423412459229,0,0,0,0,0,0,0,0,0,0.0170688085859825,0,0,0,0,0,0,0,0,0,0,0,0,0.291000170524414,0,0,-0.0153398360139707
X000001.CH.EQUITY,0,0.122184253248127,0,0,0,0.0596164737078227,0,0,0,0,0,0,0,0.0835984383370961,0,0.118045188769387,0,0,0,0.146405293768324,0.000500078963198536,0,0,0,0,0,0,0,0.163236731825176,0,0,-0.0183573699789289,0.105505760920185,0.0234325078634031,0,0,0,0,0.0175478944605278,0,0,0.0429084863782189,0,0.049164448733169,0,0,0.0832261678922641,0,0,0,0
X601601.CH.EQUITY,0,0,3.46944695195361e-18,0.115899980641631,0,0.0512108777951346,0,0,0,0,0,0,0,0,0,0,0,0.105258450174306,0.533558132467713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01157337321434,0,0,0,0,0,0,0.262550225016452,0,-0.0928857706826428,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.214814893185881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481112555573663,0,0,0,0.0934046427455942,0,0.0881440091066729,0,0,0,0,0,0,0,0,0,0.105660736968421,0,0.0108182460394401,0.37017872626743,0,0,-0.0292151552895085,0.0704787984737683,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0.0167793784765392,0,0,0,0,0,0,0,0,0.0741131629850797,0.0988713402016819,0,0,0,0,0,0,0,0,0,0,0,0.208899414700628,0,0.209356470866948,6.93889390390723e-18,0,0,0.0611779455626098,0,0,0,0,0,0,0,0,0,0,-0.105165144003285,0,0,0,0.177850155316472,0,0,-0.0418820049985582
X601998.CH.EQUITY,0.243545968116686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257100638140568,0,0,0,0,0,0.0142139712933496,0,0,0,0,0,0,0,0,0,0,0.0236333284578059,0,0,0,0,0,0,0,0,0,0,0,0,0.00689799815987672,0,0.56411329315926,-0.0599334469350718
X688.HK.EQUITY,0.287850190817931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585414558046663,0.471065288572038,0,0.0566629159861751,0,0.339637198432704,0,0,0,0,0,0,0,0,0,0.027496905508088,0,-0.153567647047657,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,-0.0316211078942212
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0.152751028423627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482125992680261,0,-0.0488679755838969,0,0,0.229977683924132,0,0,0.184020542418895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032941944175794,0,0,0.0535953038431636,0
X300059.CH.EQUITY,-0.0180753652063432,0,0,0,0,0,0,0,0,0.241922041937492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697500226473085,0.00663458346896132,0,-0.156466129621182,0,0.0045678958387873,0,0.383558739359823,0.107128732733163,0,0,0.0668274701163331,0,0.130213614478922,0,0,-0.00345516474621455,0,0.0768208352242429,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.0245474648275322,0,0.0160015646147191,-5.55111512312578e-17,0.0791340549688139,0,0,0,0,0,0,0,0,0,0,0,0.0142790437324312,0,0,0,0,0,0,0.376683193353579,0,0,0,0.0897313354236801,0,0,0,0,0,0,0,0,0,-0.0723143905262172,0,0,0,0,0.404522077891969,0,-0.101034529800252,0,0
X11.HK.EQUITY,-0.0661403595508555,0,0,0.0349622379926136,0,0,0,0.088506259929076,0.372002108376447,-0.00411157940407769,0,0,0,0,0,0,0,0,0,0,0.111656037162959,0,0,0,0,0,0.193492641462079,0,0,0,0,0,0,0,0,0.0961929968167825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270455489707679
X002142.CH.EQUITY,0,0,0,0.0381182535323327,0,0.373348086747931,0,0,0,0.157753100859793,0,0,0,0,0,0,0,0,0.303621484923376,0,0,0.142580650575716,0,0,0.0042726529274256,0.137058043918495,0,0,0,0,0,-0.161357520465636,0,0,0,0,0.344981455360645,0,0,0,-0.323574845252325,0,0,0,0,0.0316166791315212,0,0,0,0,0
X600048.CH.EQUITY,0,0.165969261342332,0,0,0,0,0,0.144899884507818,0,0,0,0,0,0,0,0,0.651855004700665,0,0,0,0.098994914631324,0,0,0,-0.0678015078012313,0,0,0,0.0756532421831766,0,0,0,0,0,0,0,0,0,0,-0.00813865825754074,0,0.0266578663820462,0,-0.142873441477168,0,0,0,0,0.0155508470153676,0,0
X2007.HK.EQUITY,0.0349757947526007,0,0,0.0688566849987333,0,6.93889390390723e-18,0,0.321833218565576,0.0124068295592524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968717062563126,0,0,0,0,0,0,0.221416245083101,0,0,0,0,0,0,0,0.0721328285327344,0,0,0,0,0.0760053555632606,0,0.0757522142489184,0,0,0,0
X267.HK.EQUITY,0,0,0,0.111072645580447,0,0,0,0,0,0.192452615728437,0,0,0.182747000826219,0,0,0,0,0,0,0,0,0,0,0.0650696616165646,0,0,0,0,0,0,0.114003919668302,0,0.117233513068072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162096902405058,0,0,0,0
X601818.CH.EQUITY,0,0,0.105318137162837,0,0.0347669688444669,0,0.117043045321221,0,0,0,0,0,0,0,0,0.0706192518048327,0,0.234103129270653,0,0,0,0,0,0,0,0.0367223145105231,0,0,0,0,0,0.171213544706899,0,0,0,0,0,0,0,0,0.0135726277304708,0,0,0,0,0.00129054230407315,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.187123849978616,0,0,0,0,0.0585242818851071,0.383793439100494,0,0,0,-0.250885203258032,0,0,0,0,0,0.244817579358971,0,-0.029365874560703,-1.38777878078145e-17,0.0560017008879348,0,0.16109655970442,0,0,0,0.148080368563932,0,0,0,0,0,-0.448199073373006,0,0,0,0,0,0,0,0,-0.347596706057839
X601688.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0.0186672570475077,0,0,0,0.183235550095778,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.00817102173459287,0,0.152332113180973,0,0,0,0,0,0,0,0,0,0.285027082485509,0,0.083064101016647,0,0.0970694783519051,0,0,0,0,0.0353004820208385,0,0,0.201933705247067,-0.0265060937556398,0,0
X600837.CH.EQUITY,0,0,0.0129060163741079,0,4.33680868994202e-19,0,0,0,0,-0.0126498617944071,0,0.23837833198108,0.0457334429604009,0,0,0,0,0,0,0,0,0,0,0,0,0.0291917754771134,0,0.138675193306334,0,0,0,0,0,0.0163363576016902,0.477212896761118,0,0.013267391150959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0.105479983396521,0,0.204969236419694,0,0,0,0,0,-0.0164798857778458,0,0,-0.0300520719392696,0,0,0,0.060586010752268,0.187148739841983,0,0,0,0,0,0,0,0,0,-0.041486091202713,0,0,0,0,0,0,0,0,0,0,0,0.159543888911344,0,0,0,0,0,0,0,0.291383251632107,0,0,0
