,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.00242360020817644,0,0.223288128532048,0,0,0.11058625414806,0,0.243621704468038,0,0,0,0,0,0.127865037053693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103903161904615,0,0,0,0,0,0,0,0,0,0,0,0,0.0479400500026118,0,0,0.0771571740418959,0
X601318.CH.EQUITY,0.136049926404739,0,0,0,0,0,0,0,0.32805039167822,0,0,0,0,0,0.00443429073858951,0,0.334284987419852,0,0,0,0,0.0205245976020023,0,0,0,0.119164569353253,0,0.0216985377393773,0,0,-0.132550908732427,0,0,0.127580339432472,0.0766895345163021,0,0,0,0,-0.0387460916562326,0.0396948276138006,0,0,-0.00713993780158895,0,0,0,0,0,0,-0.00557665837739292
X601939.CH.EQUITY,0,0,0,0.285143928594584,0,0.0754643796070908,0,0,0,0,0,0,0,0.423871555127801,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562272473779241,0,0,0,0.073502181588649,0,0,0.00953441592845453,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.333440356888663,0,0.016615776237739,0,0,0.502920602988202,0,0,0,0,0.0138403486442608,0,0,0,0.0434294223157698,0,6.93889390390723e-18,0,0,0,0,-0.020081110607609,0,0,0,0,0,-0.0139762994552088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104132930990264,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0166813721131044,0,0,0,0,0,0.0704854662587273,0,0,0,0.0681183217477787,0,0,0,0,0.0913416528205541,0.0506962011379327,0,0,0.577862213830011,0,0,-0.0676797760942239,0,0,0,0,0.0483727322055335,0,0,0,0,0,0,0,0,0,0,-0.0421231956125266
X601988.CH.EQUITY,0.39846119308375,0,0.0083602375653364,0,0,0,0,0,0,0,0.063350208582677,0,0,0,0,-6.93889390390723e-18,0,0,0.0390967808150004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152112247439621,0.0102580322266689,0,0,0,0,0,0,0,0,0,0,0.291923004539472,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.205108614575272,0,0,0.284678172399112,-1.38777878078145e-17,0,0,0,0,0.12789974137813,0,0,0,0,0,0,0,0,0,0,0,0,0.131816076781841,0,0.157409092695654,0.0918944374508568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997199537862244,0.0547267504821965,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601925091404626,0,0,0,0.470733509760741,0,0,1.73472347597681e-18,0.124969169435962,0.10621200417351,0,0,0,0,0,0,0,0,0.26854245389404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.00429792633425664,0,0,0,0,0,0.222697950037541,0,0,-0.134621290496268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227780920171276,-0.182137586162757,0,0,0,0,-0.080485417719748,0,0,0,0,0.739328025378179,0,0,0,0,0.618495323062189,-0.276951302049431,0,-0.479136007984895,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.414078472324221,0.0207985940537695,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.370777632730354,0.0146479590696085,0,0,0,0,0,0,0,0.036321973197092,0,0,0,0,0,0,0,0.185726306394074,-0.0314962655309497,0,0,0.0483886032279858
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666759926616309,0,0,0,0,0,0,0,0,0,0.154371934091715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942510900983626,0.0410168927540575,0,0,0,0,0,0.00840518655453113,0,0
X000002.CH.EQUITY,0.14471207277592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554046470533669,0,0,0,0,0,0,0,0,0,0,0,0.0218418682459348,0.497217318871149,0.0131089134693952,0,0,0,0,0,0,0.223019135346578,0,0,0,0,-0.152954264704346,0,0,0,0,0,0,0
