,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.134512750609823,0,0,0,0,0,0,-0.00464101253542686,0,0,0,0,0,0,0,0,0,0,-0.0301800155052287,0.017616716479628,0,0.365327652181568,-0.175431617758522,0.453938395355241,0.248699250120935,0,0,-0.101836305487985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251701328028217
X601318.CH.EQUITY,0,0,0,0,0,0.226010393337705,0,0,0,-0.0864519170652077,0,0,0,0.000632382456636368,0,0,0,0.0603238623420938,0,0,0,0,0,0,0,0,0,0,0,0.0747363172204083,0.19723798335342,0,0,0.0342436289711992,0,0.228614036631124,0,0.110040270816429,0,0,0,0,0,0,0,0,0,0,0,0,0.0297684898116922
X601939.CH.EQUITY,0,0.0463553666035086,0,0.799016726880591,0,0,0.0142417908548815,0,0,0.0437346414731406,0,0.0227695279484078,-0.0292718585454003,0,0,0,0,0.0908989390957984,0,0,0,0,0.00162378434488764,0,0,0,0,0.0220308623461361,0,0,0.0309511784530916,0,0,0,0,0,0,0.0766133669883212,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.965310620455042,0,-0.10143706332136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00502499274849088,-0.0370522300654768,0,0,0.0305029584218621,0,0,0.0968745451450529,0,0,0,0,0,0,0,0.0490572274530675,0,0,0,-0.00778325483402709,0,-0.0574539237145911,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.00553043628964076,0,0,0,0,0,0,0,0,0.284220002501361,0.123871936005924,0,0,0,0,0,0,0,0,0.445673315875242,0,0,0,0,0,0,0,-0.0312656296885019,0,0,0,0,0,0,0,0,0,0.0665621752095186,0,0,0,0,0,0,0,0.0137826551755707,0,0.278299937865598,0,0,0.0195834012082781
X600036.CH.EQUITY,0,0,0,0.35324359007776,0,0,0,0,0.0519619858988724,0,0,0,0,0,0,0,0.137578894257436,0.0527447317086011,0,0,0,0,0,0,0,0,0.129377505151067,0.0921392163133705,0,0,0,0,0,0.0444066918226807,0,0,0,0.0160590618763241,0,0,0,0,0,0.00650036861620383,0.0115635446989797,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0725631191003468,-0.052917233019233,0,0,0.00681340870647589,0,0,-0.05154479022397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00686726345787764,0,0,0,0,0,0,0,0,0.0121313856457081,0,0,-0.119775274887929,0,0.974752657103901,0.108133663430092,0
X1299.HK.EQUITY,0,0,0,0,0.119144187568062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294944247507167,0,0,0,0,0,0,0,0,0,0,0.104409914469999,0.324577258257608,0,0,0,0,0,0,0,0,0.0282504136295994,0.0559584127799107,0,0,0,0.0539948710828264,0,0,0.138018850186929
X5.HK.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0719649279080558,0,0,0,0,0,0,0,0,0.167892426946537,0.525688741278727,-0.0062732128378243,0,0,0,0,0,-0.00523038604833755,0,-0.237298502082138,0.12223163147051,0,0,0,0,0,0.154258494053393,0,0,-0.187023461958773,0,0,0
X388.HK.EQUITY,0,0,0,0,0.278234252442222,0,0,0.10114192275685,0,0,0,0,0,0,0.063357938294965,0,0,-0.104008072767204,0,0,0.162162315198354,0.331149085221876,0,0,0.0431412790614241,0,0,0,-0.0421100761091548,0,0,0,0,0.0296603815355196,0,0,0,0,0,0,0,0,0,-0.157326487993366,0,1.0842021724855e-19,0,0,0,0,0.246984571366545
X600030.CH.EQUITY,0,0,0,0,0.188326879320852,0,0,-0.059782565092697,0,0.0323136163774699,0,0.0242003596147585,0.250988302874399,0,0,0,0,0.00145719786521395,0,0,-0.0301239089056157,0,0,0,0,-0.0341859409772964,0,0,0,0,0,0,0.0882550335712214,0,0,0.0660752931612287,0,0,0,0.119788271354625,0.0168227929214964,0,0,0.133694779327367,0,0,0,0.130560103149267,0,0.165074386583805,0
X601658.CH.Equity,0,0,0.254234026781448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140720639376214,0,0,0,0,0,0,0,0,0,0,0.201513980193574,0,0,0,0,0,0,0,0,-0.154304282515841,0,0,0,0.54420247127134,0,0,-0.154346607656685,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0568944105759005,0,0,0.0403646319250172,0,-3.46944695195361e-18,0.736061979786336,0,0,0,0.00739341831468757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0642354358612928,4.33680868994202e-19,0.147175557860494,0,0,0.0430352530468047,0.000482301415445502,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.142497747334315,0.301406093270575,0.0397265907162421,0,0,0,0.0529176723201509,0,0,0,0,0.0508220291554864,0,0,0,0,0,0.0708110628115775,0,0,0,0,0,0,0,0,0,0,0,0.0219307605476601,0,0,0,0.00689692008409232,0,0,0,0,0,0,0,0,0,0.310650852490793,0.0454439511592996,0
X000002.CH.EQUITY,0,0,0.0270470447206367,0.185171887498904,-0.0316324319821463,0,0,0,0,0.0167622861932658,0,0,0.14300114707852,0.107614844729196,0,0,0,0,0,0,0.0113213753333117,0,0,0,0,0,-0.0187716959808424,0,-0.0644829302458509,0,0,0,0,0,-0.107440783024047,0.110605766148554,0,0,0,0,0,0,0,0.29702861869912,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.108415694884766,0,0,0.140267582792748,0,-3.46944695195361e-18,0,0,0,0,0.0533934467662504,0,0,0,0,0,0.0849077606311839,0,0,0,0,0,0.39057385542417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253662273944031,0,0,0,0,0.0783701845539772,0,0,0,0.00559910921838379,0,0
X600000.CH.EQUITY,0,0,0.170805841608859,0.140563569796049,0,0.154680099237805,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0886340344804256,0,0,0,0,0,0.0396669076331961,0,0,0,0,0,0,0.276170497335309,0,0,0,0,0,0,0.673672003093945,0,0.0610174047420691,0,0,0,0,0,0,0
